time,open,high,low,close,volume
1782864000000,73.63,75.68,72.21,75.45,2335319.4
1782878400000,75.45,75.86,73.92,74.85,1905985.2
1782892800000,74.85,75.55,74.43,74.78,1755125.5
1782907200000,74.78,77.8,74.21,77.4,4386270.0
1782921600000,77.4,78.22,76.73,76.96,2233759.6
1782936000000,76.96,78.94,76.55,77.41,2155390.6
1782950400000,77.41,78.98,76.85,78.68,1454507.9
1782964800000,78.68,78.69,77.54,77.96,1002094.3
1782979200000,77.96,82.74,77.91,82.35,4057463.2
1782993600000,82.35,82.43,80.03,80.81,3284347.5
1783008000000,80.81,81.28,80.11,80.77,1523683.7
1783022400000,80.77,81.13,80.35,80.68,623252.7
1783036800000,80.68,81.64,80.28,80.68,1211779.1
1783051200000,80.68,81.49,80.43,81.19,699642.6
1783065600000,81.19,81.84,80.61,81.51,1200427.3
1783080000000,81.51,82.09,80.86,81.16,1282455.1
1783094400000,81.16,83.25,81.01,82.45,1274341.9
1783108800000,82.45,83.01,82.09,82.31,975259.6
1783123200000,82.31,82.84,81.75,82.68,838712.4
1783137600000,82.68,83.95,82.23,82.67,1355944.1
1783152000000,82.67,82.74,81.37,81.78,1053989.9
1783166400000,81.78,82.37,81.25,82.18,1026503.8
1783180800000,82.18,82.79,81.65,81.82,983424.0
1783195200000,81.82,82.19,81.4,81.74,459710.3
1783209600000,81.74,81.77,80.14,80.51,1264213.9
1783224000000,80.51,80.82,80.18,80.66,661649.2
1783238400000,80.66,80.82,79.64,80.51,1203668.8
1783252800000,80.51,81.73,80.31,81.31,1486335.1
1783267200000,81.31,81.47,80.77,80.99,607991.7
1783281600000,80.99,82.4,80.73,81.56,1459747.7
1783296000000,81.56,82.32,80.41,80.76,1187364.4
1783310400000,80.76,80.99,80.09,80.77,798722.1
1783324800000,80.77,81.05,80.01,80.34,928672.4
1783339200000,80.34,81.52,79.19,81.45,4178248.8
1783353600000,81.45,82.39,81.22,82.02,1628383.2
1783368000000,82.02,83.77,81.62,81.93,1994135.2
1783382400000,81.93,82.47,80.93,81.02,1016042.3
1783396800000,81.02,81.7,80.42,81.46,1136420.5
1783411200000,81.46,81.55,80.72,81.28,860611.1
1783425600000,81.28,82.33,80.46,82.07,1710637.7
1783440000000,82.07,82.75,80.71,81.32,1420049.8
1783454400000,81.32,81.45,80.26,80.53,857672.1
1783468800000,80.53,80.73,78.16,78.68,1954007.0
1783483200000,78.68,78.89,77.76,78.26,1234271.6
1783497600000,78.26,78.38,76.85,77.51,2079011.8
1783512000000,77.51,77.61,76.24,76.7,2129292.7
1783526400000,76.7,77.63,76.7,77.37,1022025.7
1783540800000,77.37,77.91,76.87,77.79,653223.3
1783555200000,77.79,78.76,76.67,77.34,1268556.6
1783569600000,77.34,78.83,77.18,78.17,1076835.2
1783584000000,78.17,78.37,77.28,77.58,720564.8
1783598400000,77.58,78.47,77.29,77.56,1735405.4
1783612800000,77.56,78.42,77.2,78.1,917910.5
1783627200000,78.1,78.27,77.72,77.99,339774.9
1783641600000,77.99,79.44,77.75,79.02,1164179.0
1783656000000,79.02,79.34,78.71,78.84,610020.8
1783670400000,78.84,79.63,78.76,79.33,1081599.7
1783684800000,79.33,79.52,77.03,78.1,2395324.8
1783699200000,78.1,78.23,77.28,77.85,818358.5
1783713600000,77.85,78.2,77.67,78.09,463491.6
1783728000000,78.09,78.09,77.42,77.74,404134.6
1783742400000,77.74,78.08,77.55,77.94,363365.8
1783756800000,77.94,78.31,77.69,78.06,489384.2
1783771200000,78.06,78.85,77.88,78.35,860659.3
1783785600000,78.35,78.38,77.62,78.11,651812.6
1783800000000,78.11,78.29,76.72,76.73,921240.7
1783814400000,76.73,77.04,75.59,77.01,1560197.9
