time,open,high,low,close,volume
1782864000000,58603.5,58721.3,58279.3,58550.0,2141.977
1782867600000,58550.0,58990.9,57755.8,58740.0,11370.275
1782871200000,58740.0,59154.4,58638.1,59063.6,2738.843
1782874800000,59063.6,59325.6,58818.7,59177.2,5851.476
1782878400000,59177.2,59444.0,59040.0,59316.0,2855.239
1782882000000,59316.0,59355.3,59095.0,59130.4,2062.865
1782885600000,59130.4,59137.2,58499.9,58735.9,5072.012
1782889200000,58735.9,58809.1,58573.8,58747.7,1739.931
1782892800000,58747.7,58968.6,58463.0,58955.0,2712.171
1782896400000,58955.0,59078.6,58794.3,58924.4,2596.978
1782900000000,58924.4,58928.6,58589.0,58632.1,2349.601
1782903600000,58632.1,58729.7,58522.1,58592.0,1389.993
1782907200000,58592.0,58658.8,58293.9,58497.4,4236.559
1782910800000,58497.4,59491.9,58491.9,59468.9,9101.562
1782914400000,59468.9,60071.7,59252.0,59522.9,12180.013
1782918000000,59522.9,60522.0,59492.5,60121.7,9982.287
1782921600000,60121.7,60243.2,59837.5,59904.1,3873.602
1782925200000,59904.1,60222.6,59759.4,60163.0,3412.806
1782928800000,60163.0,60275.2,59991.5,60143.0,2421.842
1782932400000,60143.0,60333.0,59961.3,60002.7,3190.34
1782936000000,60002.7,60166.7,59845.5,60106.2,2219.189
1782939600000,60106.2,60833.9,60100.0,60787.5,5025.967
1782943200000,60787.5,61325.3,60326.8,60454.9,8165.917
1782946800000,60454.9,60454.9,59948.5,60000.0,3839.176
1782950400000,60000.0,60008.4,59556.1,59730.0,3915.249
1782954000000,59730.0,60299.5,59694.0,60154.0,3532.689
1782957600000,60154.0,60483.0,59988.8,60395.3,2320.098
1782961200000,60395.3,61107.5,60266.9,61038.9,4159.081
1782964800000,61038.9,61039.0,60701.7,60762.8,2336.407
1782968400000,60762.8,60862.0,60457.6,60481.2,2886.477
1782972000000,60481.2,60633.0,60231.1,60243.8,2380.349
1782975600000,60243.8,60289.5,60075.0,60126.7,2956.332
1782979200000,60126.7,60541.0,60110.7,60493.8,2494.128
1782982800000,60493.8,61400.0,60354.0,61150.7,7851.22
1782986400000,61150.7,61330.9,61020.1,61239.7,4026.303
1782990000000,61239.7,61369.7,61092.3,61329.0,2525.357
1782993600000,61329.0,61586.9,61115.6,61506.3,5572.172
1782997200000,61506.3,62059.3,61471.1,61912.8,9166.186
1783000800000,61912.8,62188.7,61365.6,61676.9,7066.374
1783004400000,61676.9,61832.9,61392.1,61588.7,4144.046
1783008000000,61588.7,61763.9,61107.2,61644.5,6214.57
1783011600000,61644.5,61925.0,61588.6,61642.0,2618.32
1783015200000,61642.0,61840.0,61633.8,61736.8,1555.081
1783018800000,61736.8,61742.0,61389.0,61445.2,2842.07
1783022400000,61445.2,61580.0,61305.7,61550.6,1879.874
1783026000000,61550.6,61637.4,61483.0,61564.2,1288.657
1783029600000,61564.2,61568.3,61367.4,61432.9,865.305
1783033200000,61432.9,61583.3,61321.2,61532.7,897.61
1783036800000,61532.7,61556.0,61210.4,61272.7,1336.114
1783040400000,61272.7,61707.7,61254.0,61564.4,1820.082
1783044000000,61564.4,61640.7,61266.4,61408.9,1720.496
1783047600000,61408.9,61563.1,61300.0,61406.2,1206.051
1783051200000,61406.2,61504.9,61307.9,61417.5,956.794
1783054800000,61417.5,61777.0,61399.1,61670.5,1593.898
1783058400000,61670.5,61819.0,61576.9,61677.1,1240.153
1783062000000,61677.1,61849.9,61627.2,61740.1,1705.2
1783065600000,61740.1,61877.0,61531.6,61559.4,1905.151
1783069200000,61559.4,61760.0,61466.3,61686.8,1336.734
1783072800000,61686.8,62016.7,61638.5,61889.9,1957.881
1783076400000,61889.9,62078.9,61807.8,61990.1,1941.317
1783080000000,61990.1,62148.7,61838.6,61946.8,2336.836
1783083600000,61946.8,62261.0,61909.8,62079.8,2156.813
1783087200000,62079.8,62255.1,61666.6,62141.2,3542.475
1783090800000,62141.2,62374.6,61788.0,61896.3,4314.01
1783094400000,61896.3,62111.7,61881.7,62080.4,1131.759
1783098000000,62080.4,62270.6,62039.3,62172.0,1703.594
1783101600000,62172.0,62221.0,62076.0,62178.9,1084.714
1783105200000,62178.9,62291.6,62112.1,62174.3,1112.399
1783108800000,62174.3,62876.5,62150.0,62748.0,7277.191
1783112400000,62748.0,62946.1,62482.0,62697.0,2639.03
1783116000000,62697.0,62716.1,62508.4,62542.2,923.642
1783119600000,62542.2,62679.6,62504.0,62555.6,839.189
1783123200000,62555.6,62940.1,62555.4,62733.7,2453.157
1783126800000,62733.7,62733.7,62375.1,62444.0,1949.937
1783130400000,62444.0,62549.3,62400.0,62509.3,733.402
1783134000000,62509.3,62733.2,62453.9,62600.0,1121.269
1783137600000,62600.0,62724.3,62567.5,62657.5,792.365
1783141200000,62657.5,62657.5,62408.1,62444.6,972.206
1783144800000,62444.6,62542.0,62311.8,62469.9,1156.681
1783148400000,62469.9,62607.2,62433.9,62542.5,1021.227
1783152000000,62542.5,62650.0,62485.2,62530.1,937.255
1783155600000,62530.1,62559.0,62386.6,62464.6,807.939
1783159200000,62464.6,62521.1,62420.4,62484.0,715.525
1783162800000,62484.0,62534.0,62439.1,62457.1,574.826
1783166400000,62457.1,62675.6,62457.1,62632.5,904.515
1783170000000,62632.5,62777.6,62516.2,62566.7,1134.807
1783173600000,62566.7,62716.5,62560.6,62669.6,748.283
1783177200000,62669.6,63066.7,62661.2,62909.5,4298.483
1783180800000,62909.5,62943.6,62754.8,62889.5,1446.065
1783184400000,62889.5,63450.0,62767.1,63245.8,5016.739
1783188000000,63245.8,63318.8,63064.7,63139.2,1513.977
1783191600000,63139.2,63440.0,63088.7,63263.2,1578.984
1783195200000,63263.2,63366.9,63123.9,63199.2,1257.506
1783198800000,63199.2,63430.0,63167.5,63271.4,797.027
1783202400000,63271.4,63280.7,63132.2,63166.6,613.48
1783206000000,63166.6,63208.6,62900.1,63112.2,1608.816
1783209600000,63112.2,63115.0,62856.3,62960.0,1337.907
1783213200000,62960.0,63023.8,62762.3,62858.3,2007.578
1783216800000,62858.3,62900.3,62560.7,62672.5,2216.768
1783220400000,62672.5,62773.0,62622.9,62738.6,1457.017
1783224000000,62738.6,62940.0,62678.2,62788.8,1233.342
1783227600000,62788.8,62788.8,62621.6,62715.6,917.255
1783231200000,62715.6,62800.0,62639.0,62748.2,600.622
1783234800000,62748.2,63036.9,62686.4,62989.5,1984.526
1783238400000,62989.5,63086.2,62869.4,62887.4,1767.674
1783242000000,62887.4,62907.6,62389.4,62595.1,3103.094
1783245600000,62595.1,62733.2,62511.1,62729.4,1104.258
1783249200000,62729.4,62788.0,62580.3,62625.8,1291.874
1783252800000,62625.8,62745.3,62526.8,62711.0,1322.719
1783256400000,62711.0,62799.9,62613.8,62764.0,1247.094
1783260000000,62764.0,62793.9,62624.1,62778.9,1234.546
1783263600000,62778.9,62924.4,62646.0,62709.7,2254.322
1783267200000,62709.7,62748.9,62569.8,62619.8,1566.287
1783270800000,62619.8,62788.0,62572.3,62602.5,1535.457
1783274400000,62602.5,62857.9,62600.0,62789.2,1426.358
1783278000000,62789.2,62857.0,62693.8,62744.4,620.893
1783281600000,62744.4,62823.4,62672.0,62704.7,429.644
1783285200000,62704.7,63232.1,62578.8,63063.9,3172.105
1783288800000,63063.9,63936.9,62977.8,63705.6,8186.883
1783292400000,63705.6,63987.1,63537.6,63614.4,3192.888
1783296000000,63614.4,63757.6,63313.6,63728.4,2567.909
1783299600000,63728.4,63895.0,63516.7,63541.4,2592.967
1783303200000,63541.4,63641.4,63338.3,63426.7,2700.842
1783306800000,63426.7,63459.0,63103.0,63269.9,2273.458
1783310400000,63269.9,63369.8,63155.7,63241.1,1202.11
1783314000000,63241.1,63241.1,62900.9,63075.9,3841.242
1783317600000,63075.9,63116.9,62938.1,62952.4,1254.396
1783321200000,62952.4,63093.0,62852.7,63058.3,1990.339
1783324800000,63058.3,63216.9,62791.2,62868.0,2212.071
1783328400000,62868.0,62886.9,62601.5,62636.6,2258.637
1783332000000,62636.6,63029.0,62634.0,62796.8,2970.628
1783335600000,62796.8,62978.0,62438.0,62447.8,3313.778
1783339200000,62447.8,62454.4,61645.7,61729.2,17688.097
1783342800000,61729.2,62018.7,61272.5,61737.7,12198.275
1783346400000,61737.7,62391.0,61670.4,62021.6,9055.16
1783350000000,62021.6,63530.0,62021.6,63524.0,14265.843
1783353600000,63524.0,63850.0,63358.7,63718.9,12697.866
1783357200000,63718.9,63969.3,63545.0,63566.4,4836.649
