1769904000000000,2451.96000000,2475.98000000,2222.00000000,2270.15000000,1026573.94660000,1769990399999999,2412828498.62774500,11038637,455879.64490000,1069127421.80474900,0
1769990400000000,2270.16000000,2396.62000000,2157.14000000,2347.02000000,1248535.21140000,1770076799999999,2842177286.24149000,11149156,614416.94200000,1398079659.35376800,0
1770076800000000,2347.01000000,2359.88000000,2110.00000000,2233.72000000,1321099.38670000,1770163199999999,2981630480.12086500,11643770,666418.21570000,1505015892.49548400,0
1770163200000000,2233.72000000,2295.74000000,2076.68000000,2148.26000000,1264743.43000000,1770249599999999,2756607838.33289400,10912540,609896.09520000,1325924462.84547700,0
1770249600000000,2148.25000000,2173.77000000,1818.18000000,1826.83000000,1952286.69510000,1770335999999999,3895174109.78586300,13667587,967965.28240000,1933830694.36292300,0
1770336000000000,1826.83000000,2093.94000000,1747.80000000,2063.38000000,2102311.55730000,1770422399999999,4099448671.01183900,12362731,1189792.57630000,2323481388.75045200,0
1770422400000000,2063.37000000,2121.70000000,1994.57000000,2087.08000000,1142616.44870000,1770508799999999,2350131251.11150900,7938360,548585.94210000,1128556150.77775100,0
1770508800000000,2087.08000000,2152.03000000,2064.10000000,2089.74000000,482837.25150000,1770595199999999,1015368967.85889400,4379045,228020.75960000,479809411.99597500,0
1770595200000000,2089.73000000,2147.73000000,2008.62000000,2105.02000000,625378.55690000,1770681599999999,1299316807.80527900,6331904,315446.53130000,655569971.22627400,0
1770681600000000,2105.02000000,2124.71000000,1989.38000000,2022.67000000,574321.69080000,1770767999999999,1163710989.70857200,5159394,276990.26500000,560975011.04426000,0
1770768000000000,2022.67000000,2032.31000000,1903.19000000,1941.18000000,529655.81770000,1770854399999999,1036100476.10287600,6450810,259017.74160000,506650635.74885200,0
1770854400000000,1941.19000000,2001.42000000,1897.24000000,1947.85000000,427567.14690000,1770940799999999,833481568.53202400,5262808,212467.49900000,414232137.14951400,0
1770940800000000,1947.85000000,2073.68000000,1924.72000000,2048.72000000,425649.76980000,1771027199999999,850907791.20718000,4695571,215643.61920000,431290771.89200900,0
1771027200000000,2048.72000000,2107.67000000,2042.37000000,2086.59000000,220677.23550000,1771113599999999,458319230.49435600,2720271,110065.54200000,228627817.28261800,0
1771113600000000,2086.59000000,2103.32000000,1928.88000000,1966.58000000,834778.09520000,1771199999999999,1680654508.88047800,5864311,323503.22980000,651093452.90573600,0
1771200000000000,1966.59000000,2023.51000000,1937.24000000,1998.33000000,351347.94330000,1771286399999999,694116360.94026900,4476026,178158.78580000,352070618.30182700,0
1771286400000000,1998.34000000,2015.33000000,1941.66000000,1991.66000000,406246.94270000,1771372799999999,804961298.70977700,6420841,196947.70310000,390162604.36740800,0
1771372800000000,1991.67000000,2039.05000000,1923.78000000,1955.91000000,393639.00860000,1771459199999999,778491630.59956800,5176537,191523.61190000,378687588.77984300,0
1771459200000000,1955.90000000,1987.55000000,1907.00000000,1949.08000000,300257.07330000,1771545599999999,583869775.94774200,3793608,142030.31220000,276036975.73743700,0
1771545600000000,1949.08000000,1981.18000000,1922.97000000,1968.88000000,386253.55570000,1771631999999999,755968932.47352600,3948261,186424.22570000,364867772.12270400,0
1771632000000000,1968.88000000,1995.56000000,1955.62000000,1973.35000000,179173.84560000,1771718399999999,354489354.64823500,1362230,91535.91070000,181134209.82095300,0
1771718400000000,1973.35000000,1983.13000000,1935.00000000,1957.82000000,155325.64820000,1771804799999999,304517550.29857200,1850073,77240.11240000,151464074.94503900,0
1771804800000000,1957.82000000,1958.33000000,1837.13000000,1856.30000000,547359.48690000,1771891199999999,1031859704.04575300,6684753,266498.78510000,502378481.41193900,0
1771891200000000,1856.30000000,1869.58000000,1800.00000000,1851.94000000,438064.02840000,1771977599999999,804280693.82921600,6607359,205850.41010000,378122255.42972900,0
1771977600000000,1851.95000000,2148.39000000,1846.74000000,2057.48000000,682979.43780000,1772063999999999,1366356333.15167200,9024746,343230.54900000,686156732.82384800,0
1772064000000000,2057.48000000,2083.33000000,1975.35000000,2027.68000000,439783.35660000,1772150399999999,897062353.24218900,7142316,224781.90990000,458691743.98232700,0
1772150400000000,2027.68000000,2063.52000000,1887.00000000,1929.84000000,428687.23400000,1772236799999999,846919721.88444400,5213158,214287.62640000,422880876.50018600,0
1772236800000000,1929.84000000,1984.99000000,1835.36000000,1964.51000000,461680.98350000,1772323199999999,877128283.23371200,6186042,229978.42380000,437053523.08305200,0
