checkpoint_h,tercile,n,P_tp_pct
6,1,1316,23.6
6,2,1315,22.9
6,3,1316,53.6
12,1,1316,23.6
12,2,1315,22.9
12,3,1316,53.6
24,1,1316,23.6
24,2,1315,22.9
24,3,1316,53.6
48,1,1316,23.6
48,2,1315,22.9
48,3,1316,53.6
72,1,1316,23.6
72,2,1315,22.9
72,3,1316,53.6
96,1,1316,23.6
96,2,1315,22.9
96,3,1316,53.6
