checkpoint_h,tercile,n,P_tp_pct
6,1,105,8.6
6,2,105,9.5
6,3,106,21.7
12,1,105,8.6
12,2,105,9.5
12,3,106,21.7
24,1,105,8.6
24,2,105,9.5
24,3,106,21.7
48,1,105,8.6
48,2,105,9.5
48,3,106,21.7
72,1,105,8.6
72,2,105,9.5
72,3,106,21.7
96,1,105,8.6
96,2,105,9.5
96,3,106,21.7
