hour,P_filled,hazard
0,0.21972789115646257,0.0
1,0.21972789115646257,0.0
2,0.21972789115646257,0.0
3,0.3578231292517007,-0.628482972136223
4,0.3578231292517007,0.0
5,0.3578231292517007,0.0
6,0.4272108843537415,-0.19391634980988592
7,0.4272108843537415,0.0
8,0.4272108843537415,0.0
9,0.4272108843537415,0.0
10,0.4272108843537415,0.0
11,0.4897959183673469,-0.1464968152866242
12,0.4897959183673469,0.0
13,0.4897959183673469,0.0
14,0.5265306122448979,-0.075
15,0.5265306122448979,0.0
16,0.5265306122448979,0.0
17,0.5265306122448979,0.0
18,0.5265306122448979,0.0
19,0.5557823129251701,-0.055555555555555663
20,0.5557823129251701,0.0
21,0.5557823129251701,0.0
22,0.5816326530612245,-0.04651162790697663
23,0.5816326530612245,0.0
24,0.5816326530612245,0.0
25,0.5816326530612245,0.0
26,0.5816326530612245,0.0
27,0.610204081632653,-0.04912280701754388
28,0.610204081632653,0.0
29,0.610204081632653,0.0
30,0.6306122448979592,-0.033444816053511746
31,0.6306122448979592,0.0
32,0.6306122448979592,0.0
33,0.6306122448979592,0.0
34,0.6306122448979592,0.0
35,0.6510204081632653,-0.0323624595469256
36,0.6510204081632653,0.0
37,0.6510204081632653,0.0
38,0.6659863945578232,-0.022988505747126426
39,0.6659863945578232,0.0
40,0.6659863945578232,0.0
41,0.6659863945578232,0.0
42,0.6659863945578232,0.0
43,0.6775510204081633,-0.017364657814096
44,0.6775510204081633,0.0
45,0.6775510204081633,0.0
46,0.6891156462585034,-0.017068273092369465
47,0.6891156462585034,0.0
48,0.6891156462585034,0.0
49,0.6891156462585034,0.0
50,0.6891156462585034,0.0
51,0.7006802721088435,-0.016781836130306007
52,0.7006802721088435,0.0
53,0.7006802721088435,0.0
54,0.7095238095238096,-0.012621359223301017
55,0.7095238095238096,0.0
56,0.7095238095238096,0.0
57,0.7095238095238096,0.0
58,0.7095238095238096,0.0
59,0.717687074829932,-0.011505273250239674
60,0.717687074829932,0.0
61,0.717687074829932,0.0
62,0.726530612244898,-0.012322274881516632
63,0.726530612244898,0.0
64,0.726530612244898,0.0
65,0.726530612244898,0.0
66,0.726530612244898,0.0
67,0.7326530612244898,-0.00842696629213478
68,0.7326530612244898,0.0
69,0.7326530612244898,0.0
70,0.7401360544217687,-0.01021355617455888
71,0.7401360544217687,0.0
72,0.7401360544217687,0.0
73,0.7401360544217687,0.0
74,0.7401360544217687,0.0
75,0.7476190476190476,-0.01011029411764713
76,0.7476190476190476,0.0
77,0.7476190476190476,0.0
78,0.7571428571428571,-0.012738853503184667
79,0.7571428571428571,0.0
80,0.7571428571428571,0.0
81,0.7571428571428571,0.0
82,0.7571428571428571,0.0
83,0.7646258503401361,-0.009883198562443915
84,0.7646258503401361,0.0
85,0.7646258503401361,0.0
86,0.7680272108843538,-0.00444839857651246
87,0.7680272108843538,0.0
88,0.7680272108843538,0.0
89,0.7680272108843538,0.0
90,0.7680272108843538,0.0
91,0.7721088435374149,-0.005314437555358644
92,0.7721088435374149,0.0
93,0.7721088435374149,0.0
94,0.7782312925170068,-0.007929515418502299
95,0.7782312925170068,0.0
96,0.7782312925170068,0.0
