checkpoint_h,tercile,n,P_tp_pct
6,1,223,30.0
6,2,223,42.6
6,3,223,77.6
12,1,223,30.0
12,2,223,42.6
12,3,223,77.6
24,1,223,30.0
24,2,223,42.6
24,3,223,77.6
48,1,223,30.0
48,2,223,42.6
48,3,223,77.6
72,1,223,30.0
72,2,223,42.6
72,3,223,77.6
96,1,223,30.0
96,2,223,42.6
96,3,223,77.6
