series,cond,entry,f,stop_type,stop_param,N,stop_out,net_maker,ci_lo,ci_hi,wr,edge_ret,sig_maker
BTCUSDT-1h,C3_w8q,MKT,1.0,ABS,300.0,1239,0.06,-2.83,-7.4,1.5,0.94,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ABS,500.0,1239,0.048,-8.76,-15.3,-2.5,0.952,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ATR,0.5,1239,0.376,-4.47,-6.2,-2.8,0.624,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ATR,1.0,1239,0.225,-3.82,-6.3,-1.5,0.775,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ATR,1.5,1239,0.144,-1.52,-4.2,1.2,0.856,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ATR,2.0,1239,0.111,-1.55,-4.8,1.5,0.889,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,ATR,3.0,1239,0.076,-1.95,-6.4,1.9,0.924,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,QMAE,50.0,1239,0.391,-4.41,-5.8,-3.0,0.609,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,QMAE,75.0,1239,0.169,-2.76,-5.1,-0.5,0.831,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,QMAE,90.0,1239,0.072,-2.87,-6.9,1.0,0.928,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,QMAE,95.0,1239,0.049,-3.71,-9.0,1.3,0.951,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,2.0,1239,0.0,-2.12,-4.7,0.0,0.697,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,4.0,1239,0.0,-1.81,-4.5,0.6,0.769,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,6.0,1239,0.0,-0.34,-3.3,2.3,0.82,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,8.0,1239,0.0,-0.13,-3.2,2.9,0.849,0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,12.0,1239,0.0,1.19,-2.0,4.2,0.882,-0.0,False
BTCUSDT-1h,C3_w8q,MKT,1.0,TIME,24.0,1239,0.0,2.09,-2.0,5.9,0.929,-0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,NOSL,0.0,763,0.0,-82568781.89,-102260788.8,-64220157.1,0.917,1.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,10.0,763,0.723,-4.08,-5.4,-2.6,0.277,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,20.0,763,0.592,-5.28,-7.1,-3.3,0.408,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,30.0,763,0.484,-4.71,-7.0,-2.4,0.516,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,50.0,763,0.366,-4.49,-7.3,-1.6,0.634,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,75.0,763,0.283,-4.5,-7.9,-1.0,0.717,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,100.0,763,0.237,-5.15,-9.4,-1.1,0.763,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,150.0,763,0.174,-4.92,-10.0,0.1,0.826,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,200.0,763,0.139,-5.23,-11.0,0.3,0.861,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,300.0,763,0.107,-8.25,-15.7,-1.1,0.893,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ABS,500.0,763,0.088,-18.92,-29.8,-8.4,0.912,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ATR,0.5,763,0.485,-6.23,-8.8,-3.6,0.515,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ATR,1.0,763,0.32,-6.05,-9.9,-2.2,0.68,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ATR,1.5,763,0.221,-3.88,-8.5,0.9,0.779,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ATR,2.0,763,0.195,-7.23,-12.8,-1.5,0.805,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,ATR,3.0,763,0.138,-5.95,-12.9,0.3,0.862,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,QMAE,50.0,763,0.485,-4.77,-7.0,-2.5,0.515,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,QMAE,75.0,763,0.261,-5.32,-9.1,-1.6,0.739,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,QMAE,90.0,763,0.119,-5.79,-12.6,0.6,0.881,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,QMAE,95.0,763,0.096,-12.74,-21.9,-4.3,0.904,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,2.0,763,0.0,-3.59,-7.7,0.7,0.65,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,4.0,763,0.0,-6.22,-11.7,-0.7,0.716,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,6.0,763,0.0,-4.66,-11.3,1.3,0.767,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,8.0,763,0.0,-4.66,-11.8,1.7,0.796,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,12.0,763,0.0,-3.9,-11.6,2.9,0.824,0.0,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,TIME,24.0,763,0.0,-3.12,-11.4,4.5,0.877,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,NOSL,0.0,553,0.0,-25316444.01,-39782990.0,-14421325.7,0.975,1.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,10.0,553,0.647,-5.6,-6.6,-4.6,0.353,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,20.0,553,0.47,-5.9,-7.4,-4.4,0.53,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,30.0,553,0.363,-5.51,-7.4,-3.7,0.637,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,50.0,553,0.235,-4.02,-6.5,-1.7,0.765,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,75.0,553,0.146,-1.65,-4.5,1.0,0.854,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,100.0,553,0.11,-1.06,-4.3,1.8,0.89,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,150.0,553,0.061,1.73,-1.7,4.8,0.939,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,200.0,553,0.049,1.45,-2.7,5.1,0.951,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,300.0,553,0.029,2.92,-1.9,7.1,0.971,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ABS,500.0,553,0.025,-0.97,-8.2,5.1,0.975,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ATR,0.5,553,0.329,-4.0,-6.2,-1.9,0.671,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ATR,1.0,553,0.183,-2.98,-5.9,-0.2,0.817,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ATR,1.5,553,0.099,0.45,-2.6,3.4,0.901,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ATR,2.0,553,0.072,1.17,-2.4,4.5,0.928,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,ATR,3.0,553,0.043,1.7,-2.8,5.7,0.957,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,QMAE,50.0,553,0.363,-5.5,-7.3,-3.7,0.637,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,QMAE,75.0,553,0.123,-1.04,-4.0,1.7,0.877,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,QMAE,90.0,553,0.043,0.64,-4.2,4.7,0.957,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,QMAE,95.0,553,0.025,1.84,-3.8,6.6,0.975,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,2.0,553,0.0,-2.47,-5.8,0.4,0.731,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,4.0,553,0.0,-1.38,-5.3,2.2,0.823,0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,6.0,553,0.0,0.42,-3.3,3.6,0.868,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,8.0,553,0.0,1.1,-3.4,4.7,0.897,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,12.0,553,0.0,1.7,-2.9,5.7,0.929,-0.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,TIME,24.0,553,0.0,3.06,-2.6,7.6,0.964,-0.0,False
BTCUSDT-1h,ALL,MKT,1.5,NOSL,0.0,3365,0.0,-108469502.95,-119167868.7,-98365490.8,0.892,1.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,10.0,3365,0.771,-4.03,-4.7,-3.3,0.229,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,20.0,3365,0.651,-4.74,-5.8,-3.7,0.349,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,30.0,3365,0.56,-4.86,-6.2,-3.6,0.44,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,50.0,3365,0.439,-4.59,-6.2,-2.9,0.561,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,75.0,3365,0.343,-3.62,-5.7,-1.7,0.657,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,100.0,3365,0.285,-3.22,-5.5,-0.9,0.715,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,150.0,3365,0.21,-1.94,-4.7,0.9,0.79,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,200.0,3365,0.174,-2.89,-6.2,0.3,0.826,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,300.0,3365,0.137,-6.83,-11.1,-2.7,0.863,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ABS,500.0,3365,0.114,-21.04,-27.2,-15.3,0.886,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ATR,0.5,3365,0.562,-4.74,-6.2,-3.2,0.438,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ATR,1.0,3365,0.403,-5.13,-7.3,-2.9,0.597,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ATR,1.5,3365,0.3,-2.99,-5.7,-0.4,0.7,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ATR,2.0,3365,0.252,-3.59,-6.6,-0.8,0.748,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,ATR,3.0,3365,0.182,-3.03,-6.6,0.4,0.818,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,QMAE,50.0,3365,0.5,-5.11,-6.6,-3.6,0.5,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,QMAE,75.0,3365,0.255,-2.79,-5.2,-0.2,0.745,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,QMAE,90.0,3365,0.136,-6.9,-11.1,-2.9,0.864,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,QMAE,95.0,3365,0.115,-15.51,-21.2,-10.3,0.885,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,2.0,3365,0.0,-2.71,-4.6,-0.8,0.572,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,4.0,3365,0.0,-2.75,-5.2,-0.3,0.632,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,6.0,3365,0.0,-0.23,-2.9,2.4,0.692,0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,8.0,3365,0.0,0.96,-1.9,3.8,0.721,-0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,12.0,3365,0.0,2.17,-0.9,5.1,0.77,-0.0,False
BTCUSDT-1h,ALL,MKT,1.5,TIME,24.0,3365,0.0,3.99,0.3,7.5,0.844,-0.0,True
BTCUSDT-1h,quiet,MKT,1.5,NOSL,0.0,1367,0.0,-68763692.59,-82662742.6,-55596171.9,0.931,1.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,10.0,1367,0.707,-3.63,-4.6,-2.7,0.293,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,20.0,1367,0.56,-3.62,-5.0,-2.3,0.44,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,30.0,1367,0.453,-2.67,-4.3,-1.0,0.547,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,50.0,1367,0.332,-2.43,-4.5,-0.5,0.668,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,75.0,1367,0.243,-1.29,-3.7,1.1,0.757,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,100.0,1367,0.198,-1.32,-4.2,1.4,0.802,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,150.0,1367,0.134,0.81,-2.7,4.1,0.866,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,200.0,1367,0.113,-0.94,-5.1,3.0,0.887,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,300.0,1367,0.086,-2.84,-8.1,2.0,0.914,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ABS,500.0,1367,0.072,-12.35,-20.0,-5.2,0.928,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ATR,0.5,1367,0.44,-2.77,-4.7,-0.9,0.56,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ATR,1.0,1367,0.285,-2.94,-5.8,-0.2,0.715,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ATR,1.5,1367,0.189,0.2,-3.0,3.3,0.811,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ATR,2.0,1367,0.151,-0.26,-4.0,3.6,0.849,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,ATR,3.0,1367,0.105,-0.92,-5.7,3.6,0.895,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,QMAE,50.0,1367,0.398,-3.35,-5.2,-1.5,0.602,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,QMAE,75.0,1367,0.168,0.24,-2.8,3.2,0.832,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,QMAE,90.0,1367,0.085,-2.82,-8.1,2.0,0.915,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,QMAE,95.0,1367,0.072,-8.47,-15.3,-2.0,0.928,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,2.0,1367,0.0,-1.1,-3.6,1.1,0.62,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,4.0,1367,0.0,-0.93,-4.0,1.8,0.696,0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,6.0,1367,0.0,0.92,-2.2,4.0,0.759,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,8.0,1367,0.0,1.45,-2.1,4.9,0.788,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,12.0,1367,0.0,2.5,-1.5,6.4,0.84,-0.0,False
BTCUSDT-1h,quiet,MKT,1.5,TIME,24.0,1367,0.0,4.36,-0.4,8.7,0.901,-0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,NOSL,0.0,1347,0.0,-78693362.32,-92798781.7,-64569381.5,0.921,1.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,10.0,1347,0.751,-4.72,-5.7,-3.8,0.249,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,20.0,1347,0.612,-5.0,-6.4,-3.5,0.388,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,30.0,1347,0.524,-5.4,-7.2,-3.6,0.476,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,50.0,1347,0.405,-5.38,-7.7,-3.1,0.595,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,75.0,1347,0.307,-3.9,-6.8,-1.1,0.693,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,100.0,1347,0.246,-2.9,-6.3,0.2,0.754,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,150.0,1347,0.18,-2.37,-6.3,1.4,0.82,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,200.0,1347,0.147,-2.89,-7.6,1.8,0.853,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,300.0,1347,0.108,-3.85,-9.4,1.9,0.892,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ABS,500.0,1347,0.085,-12.28,-20.1,-4.2,0.915,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ATR,0.5,1347,0.517,-3.96,-6.1,-1.8,0.483,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ATR,1.0,1347,0.366,-5.27,-8.3,-2.4,0.634,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ATR,1.5,1347,0.269,-3.83,-7.4,-0.5,0.731,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ATR,2.0,1347,0.222,-3.5,-7.7,0.6,0.778,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,ATR,3.0,1347,0.154,-1.95,-6.9,2.9,0.846,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,QMAE,50.0,1347,0.466,-5.8,-7.8,-3.7,0.534,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,QMAE,75.0,1347,0.219,-2.4,-5.9,0.9,0.781,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,QMAE,90.0,1347,0.107,-3.89,-9.5,1.7,0.893,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,QMAE,95.0,1347,0.086,-8.49,-15.5,-1.1,0.914,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,2.0,1347,0.0,-3.3,-6.2,-0.6,0.592,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,4.0,1347,0.0,-2.56,-6.2,1.1,0.669,0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,6.0,1347,0.0,0.04,-3.7,3.7,0.728,-0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,8.0,1347,0.0,1.57,-2.6,5.6,0.761,-0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,12.0,1347,0.0,2.84,-1.8,7.2,0.814,-0.0,False
BTCUSDT-1h,uwd78,MKT,1.5,TIME,24.0,1347,0.0,4.09,-1.3,9.3,0.88,-0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,NOSL,0.0,2357,0.0,-96308833.62,-108612608.8,-83994450.0,0.904,1.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,10.0,2357,0.762,-4.26,-5.0,-3.5,0.238,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,20.0,2357,0.639,-5.11,-6.2,-3.9,0.361,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,30.0,2357,0.544,-5.11,-6.5,-3.7,0.456,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,50.0,2357,0.423,-4.98,-6.8,-3.1,0.577,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,75.0,2357,0.327,-3.94,-6.2,-1.8,0.673,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,100.0,2357,0.268,-3.35,-6.0,-0.8,0.732,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,150.0,2357,0.197,-2.46,-5.6,0.7,0.803,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,200.0,2357,0.161,-2.78,-6.5,0.9,0.839,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,300.0,2357,0.124,-5.67,-10.4,-0.8,0.876,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ABS,500.0,2357,0.103,-18.27,-25.0,-11.3,0.897,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ATR,0.5,2357,0.536,-4.42,-6.1,-2.8,0.464,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ATR,1.0,2357,0.382,-5.11,-7.3,-2.8,0.618,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ATR,1.5,2357,0.282,-2.85,-5.7,0.1,0.718,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ATR,2.0,2357,0.234,-3.13,-6.5,0.0,0.766,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,ATR,3.0,2357,0.168,-2.29,-6.3,1.7,0.832,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,QMAE,50.0,2357,0.483,-5.18,-6.8,-3.5,0.517,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,QMAE,75.0,2357,0.238,-2.64,-5.5,0.1,0.762,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,QMAE,90.0,2357,0.124,-5.88,-10.6,-1.0,0.876,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,QMAE,95.0,2357,0.104,-13.17,-19.2,-6.9,0.896,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,2.0,2357,0.0,-2.9,-5.1,-0.8,0.586,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,4.0,2357,0.0,-2.42,-5.5,0.4,0.655,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,6.0,2357,0.0,-0.18,-3.5,2.8,0.714,0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,8.0,2357,0.0,1.39,-2.0,4.6,0.743,-0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,12.0,2357,0.0,2.31,-1.4,5.9,0.789,-0.0,False
BTCUSDT-1h,uwd79,MKT,1.5,TIME,24.0,2357,0.0,3.98,-0.2,8.2,0.86,-0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,NOSL,0.0,1549,0.0,-91672012.09,-106520301.8,-77469300.5,0.908,1.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,10.0,1549,0.732,-2.48,-3.6,-1.2,0.268,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,20.0,1549,0.613,-3.0,-4.5,-1.5,0.387,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,30.0,1549,0.535,-3.83,-5.6,-2.0,0.465,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,50.0,1549,0.418,-3.76,-6.1,-1.3,0.582,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,75.0,1549,0.319,-2.49,-5.3,0.4,0.681,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,100.0,1549,0.261,-1.53,-4.9,1.9,0.739,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,150.0,1549,0.194,-1.33,-5.2,2.6,0.806,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,200.0,1549,0.157,-1.43,-5.9,3.2,0.843,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,300.0,1549,0.123,-4.85,-10.5,0.8,0.877,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ABS,500.0,1549,0.099,-15.52,-23.8,-7.5,0.901,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ATR,0.5,1549,0.54,-4.02,-6.1,-2.0,0.46,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ATR,1.0,1549,0.381,-4.19,-7.1,-1.2,0.619,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ATR,1.5,1549,0.275,-0.81,-4.4,2.7,0.725,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ATR,2.0,1549,0.23,-1.88,-5.9,2.2,0.77,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,ATR,3.0,1549,0.165,-1.31,-6.1,3.5,0.835,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,QMAE,50.0,1549,0.476,-4.09,-6.2,-1.9,0.524,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,QMAE,75.0,1549,0.234,-1.35,-4.8,2.1,0.766,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,QMAE,90.0,1549,0.122,-4.7,-10.4,1.0,0.878,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,QMAE,95.0,1549,0.099,-10.53,-17.9,-3.3,0.901,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,2.0,1549,0.0,-3.02,-5.9,-0.1,0.585,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,4.0,1549,0.0,-1.38,-4.8,2.1,0.66,0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,6.0,1549,0.0,1.26,-2.4,5.0,0.719,-0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,8.0,1549,0.0,2.69,-1.5,6.7,0.748,-0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,12.0,1549,0.0,3.76,-0.8,8.0,0.797,-0.0,False
BTCUSDT-1h,prevBear,MKT,1.5,TIME,24.0,1549,0.0,7.23,2.0,12.2,0.87,-0.0,True
BTCUSDT-1h,smaBelow,MKT,1.5,NOSL,0.0,1364,0.0,-86510230.67,-101172987.9,-71847473.8,0.913,1.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,10.0,1364,0.742,-2.9,-4.1,-1.6,0.258,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,20.0,1364,0.619,-3.94,-5.5,-2.2,0.381,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,30.0,1364,0.535,-4.57,-6.5,-2.6,0.465,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,50.0,1364,0.413,-4.38,-6.7,-1.9,0.587,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,75.0,1364,0.328,-4.38,-7.3,-1.3,0.672,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,100.0,1364,0.268,-3.76,-7.1,-0.4,0.732,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,150.0,1364,0.202,-3.84,-8.0,0.4,0.798,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,200.0,1364,0.165,-4.65,-9.7,0.1,0.835,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,300.0,1364,0.121,-5.61,-11.6,0.3,0.879,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ABS,500.0,1364,0.097,-15.96,-24.6,-8.0,0.903,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ATR,0.5,1364,0.537,-4.73,-6.9,-2.4,0.463,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ATR,1.0,1364,0.379,-5.79,-9.0,-2.7,0.621,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ATR,1.5,1364,0.282,-3.58,-7.4,0.3,0.718,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ATR,2.0,1364,0.242,-5.61,-10.2,-1.1,0.758,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,ATR,3.0,1364,0.169,-3.92,-9.3,1.4,0.831,0.0,False
BTCUSDT-1h,smaBelow,MKT,1.5,QMAE,50.0,1364,0.48,-5.34,-7.5,-3.1,0.52,0.0,False
