series,cond,entry,f,stop_type,stop_param,N,stop_out,net_maker,ci_lo,ci_hi,wr,edge_ret,sig_maker
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,50.0,3011,0.546,-6.27,-8.2,-4.2,0.454,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,75.0,3011,0.448,-6.68,-9.1,-4.3,0.552,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,100.0,3011,0.388,-8.11,-10.9,-5.3,0.612,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,150.0,3011,0.299,-7.5,-11.3,-3.9,0.701,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,200.0,3011,0.246,-7.82,-12.1,-3.8,0.754,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,300.0,3011,0.184,-8.74,-13.9,-3.6,0.816,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ABS,500.0,3011,0.136,-16.92,-23.7,-10.2,0.864,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ATR,0.5,3011,0.561,-6.18,-8.5,-3.8,0.439,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ATR,1.0,3011,0.395,-5.95,-9.2,-2.5,0.605,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ATR,1.5,3011,0.304,-5.57,-9.5,-1.6,0.696,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ATR,2.0,3011,0.242,-4.4,-8.9,0.6,0.758,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,ATR,3.0,3011,0.177,-2.84,-8.5,2.9,0.823,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,QMAE,50.0,3011,0.483,-6.57,-8.8,-4.3,0.517,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,QMAE,75.0,3011,0.243,-8.63,-13.1,-4.4,0.757,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,QMAE,90.0,3011,0.137,-15.41,-22.1,-8.9,0.863,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,QMAE,95.0,3011,0.125,-37.99,-47.6,-28.9,0.875,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,2.0,3011,0.0,-3.24,-6.1,-0.4,0.577,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,4.0,3011,0.0,-1.62,-5.4,1.9,0.651,0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,6.0,3011,0.0,0.88,-3.2,4.7,0.702,-0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,8.0,3011,0.0,0.65,-4.0,4.9,0.734,-0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,12.0,3011,0.0,2.22,-3.0,7.1,0.777,-0.0,False
ICPUSDT-30m,smaBelow,MKT,1.5,TIME,24.0,3011,0.0,5.97,0.4,11.4,0.843,-0.0,True
ICPUSDT-30m,C3_w8q,MKT,1.5,NOSL,0.0,2392,0.0,-94899620.09,-106615759.8,-83193933.9,0.905,1.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,10.0,2392,0.832,-4.46,-5.4,-3.5,0.168,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,20.0,2392,0.725,-5.49,-6.9,-4.0,0.275,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,30.0,2392,0.635,-5.46,-7.2,-3.8,0.365,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,50.0,2392,0.513,-5.92,-8.1,-3.8,0.487,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,75.0,2392,0.418,-6.58,-9.2,-3.9,0.582,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,100.0,2392,0.349,-6.5,-9.5,-3.5,0.651,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,150.0,2392,0.261,-5.59,-9.5,-1.8,0.739,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,200.0,2392,0.214,-6.31,-10.9,-1.9,0.786,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,300.0,2392,0.155,-5.64,-11.2,-0.3,0.845,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ABS,500.0,2392,0.113,-12.62,-19.8,-5.5,0.887,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ATR,0.5,2392,0.52,-6.72,-9.3,-4.2,0.48,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ATR,1.0,2392,0.346,-6.16,-9.6,-2.6,0.654,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ATR,1.5,2392,0.257,-4.65,-9.2,-0.4,0.743,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ATR,2.0,2392,0.204,-4.92,-10.1,0.1,0.796,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,ATR,3.0,2392,0.144,-4.19,-10.0,1.9,0.856,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,QMAE,50.0,2392,0.448,-5.94,-8.4,-3.5,0.552,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,QMAE,75.0,2392,0.21,-6.53,-11.2,-2.1,0.79,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,QMAE,90.0,2392,0.113,-10.94,-17.9,-4.0,0.887,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,QMAE,95.0,2392,0.101,-28.03,-37.3,-18.6,0.899,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,2.0,2392,0.0,-4.65,-7.6,-1.6,0.582,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,4.0,2392,0.0,-3.7,-7.3,-0.2,0.663,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,6.0,2392,0.0,-2.32,-6.5,1.9,0.719,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,8.0,2392,0.0,-1.96,-6.8,2.7,0.751,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,12.0,2392,0.0,-1.3,-6.9,4.2,0.798,0.0,False
ICPUSDT-30m,C3_w8q,MKT,1.5,TIME,24.0,2392,0.0,1.97,-4.0,8.1,0.862,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,NOSL,0.0,1589,0.0,-130270547.09,-147262364.8,-113908055.0,0.87,1.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,10.0,1589,0.851,-3.26,-4.6,-1.8,0.149,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,20.0,1589,0.757,-3.42,-5.4,-1.4,0.243,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,30.0,1589,0.687,-4.25,-6.5,-1.9,0.313,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,50.0,1589,0.575,-4.28,-7.3,-1.2,0.425,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,75.0,1589,0.475,-4.22,-7.8,-0.7,0.525,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,100.0,1589,0.417,-6.41,-10.7,-2.2,0.583,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,150.0,1589,0.32,-4.24,-9.6,0.9,0.68,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,200.0,1589,0.268,-5.18,-11.3,0.8,0.732,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,300.0,1589,0.204,-6.72,-14.5,0.8,0.796,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ABS,500.0,1589,0.152,-15.21,-25.7,-5.3,0.848,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ATR,0.5,1589,0.578,-3.98,-7.7,-0.4,0.422,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ATR,1.0,1589,0.415,-3.0,-8.0,1.9,0.585,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ATR,1.5,1589,0.322,-2.57,-8.8,3.5,0.678,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ATR,2.0,1589,0.257,-1.26,-8.2,5.5,0.743,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,ATR,3.0,1589,0.191,0.76,-7.8,9.0,0.809,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,QMAE,50.0,1589,0.508,-3.93,-7.2,-0.6,0.492,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,QMAE,75.0,1589,0.266,-6.47,-12.8,-0.4,0.734,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,QMAE,90.0,1589,0.154,-14.0,-24.4,-4.4,0.846,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,QMAE,95.0,1589,0.14,-39.69,-53.5,-26.4,0.86,0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,2.0,1589,0.0,0.43,-4.1,4.6,0.567,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,4.0,1589,0.0,3.23,-1.8,8.1,0.634,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,6.0,1589,0.0,5.07,-1.1,11.0,0.687,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,8.0,1589,0.0,5.63,-0.8,11.7,0.709,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,12.0,1589,0.0,5.4,-2.0,12.8,0.755,-0.0,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,TIME,24.0,1589,0.0,11.39,3.0,19.6,0.823,-0.0,True
ICPUSDT-30m,CQ7_w78q,MKT,1.5,NOSL,0.0,1070,0.0,-85046694.87,-101869126.0,-69135477.4,0.915,1.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,10.0,1070,0.838,-6.84,-7.9,-5.8,0.162,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,20.0,1070,0.713,-8.25,-9.8,-6.7,0.287,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,30.0,1070,0.611,-7.95,-10.1,-5.8,0.389,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,50.0,1070,0.471,-7.75,-10.6,-5.0,0.529,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,75.0,1070,0.383,-8.91,-12.4,-5.5,0.617,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,100.0,1070,0.312,-8.66,-12.7,-4.7,0.688,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,150.0,1070,0.227,-7.94,-13.0,-3.1,0.773,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,200.0,1070,0.184,-8.65,-14.8,-3.2,0.816,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,300.0,1070,0.14,-11.2,-18.6,-4.2,0.86,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ABS,500.0,1070,0.102,-17.85,-28.2,-8.2,0.898,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ATR,0.5,1070,0.476,-7.3,-10.7,-4.2,0.524,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ATR,1.0,1070,0.317,-9.29,-14.0,-4.5,0.683,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ATR,1.5,1070,0.23,-7.85,-13.6,-2.2,0.77,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ATR,2.0,1070,0.181,-9.02,-16.0,-2.5,0.819,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,ATR,3.0,1070,0.129,-9.38,-17.6,-1.4,0.871,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,QMAE,50.0,1070,0.406,-7.66,-11.0,-4.5,0.594,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,QMAE,75.0,1070,0.18,-8.92,-15.1,-3.4,0.82,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,QMAE,90.0,1070,0.103,-16.62,-26.6,-7.3,0.897,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,QMAE,95.0,1070,0.09,-31.09,-44.8,-18.4,0.91,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,2.0,1070,0.0,-7.84,-12.1,-3.9,0.621,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,4.0,1070,0.0,-7.09,-12.9,-1.8,0.711,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,6.0,1070,0.0,-5.85,-11.9,-0.0,0.752,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,8.0,1070,0.0,-5.81,-12.4,0.7,0.789,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,12.0,1070,0.0,-3.83,-11.0,2.9,0.834,0.0,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,TIME,24.0,1070,0.0,-4.14,-11.8,3.5,0.879,0.0,False
ICPUSDT-1h,ALL,PB,1.0,NOSL,0.0,2943,0.0,-110771266.64,-122663893.3,-99558220.3,0.889,1.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,10.0,2943,0.988,-16.02,-16.5,-15.5,0.012,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,20.0,2943,0.951,-22.88,-23.6,-22.2,0.049,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,30.0,2943,0.891,-27.14,-28.1,-26.2,0.109,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,50.0,2943,0.771,-32.4,-34.0,-30.8,0.229,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,75.0,2943,0.638,-34.09,-36.3,-31.9,0.362,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,100.0,2943,0.542,-34.33,-37.1,-31.5,0.458,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,150.0,2943,0.409,-32.41,-36.2,-28.7,0.591,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,200.0,2943,0.33,-30.71,-35.3,-26.2,0.67,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,300.0,2943,0.249,-32.62,-38.4,-26.9,0.751,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ABS,500.0,2943,0.164,-32.58,-40.3,-25.1,0.836,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ATR,0.5,2943,0.689,-35.7,-38.2,-33.1,0.311,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ATR,1.0,2943,0.435,-31.32,-35.4,-27.4,0.565,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ATR,1.5,2943,0.318,-28.93,-34.1,-23.8,0.682,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ATR,2.0,2943,0.251,-26.37,-32.5,-20.3,0.749,0.0,False
ICPUSDT-1h,ALL,PB,1.0,ATR,3.0,2943,0.185,-28.32,-36.0,-20.6,0.815,0.0,False
ICPUSDT-1h,ALL,PB,1.0,QMAE,50.0,2943,0.5,-34.05,-37.2,-31.0,0.5,0.0,False
ICPUSDT-1h,ALL,PB,1.0,QMAE,75.0,2943,0.251,-32.51,-38.1,-26.9,0.749,0.0,False
ICPUSDT-1h,ALL,PB,1.0,QMAE,90.0,2943,0.133,-37.84,-46.9,-28.5,0.867,0.0,False
ICPUSDT-1h,ALL,PB,1.0,QMAE,95.0,2943,0.118,-59.56,-71.6,-47.4,0.882,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,2.0,2943,0.0,-24.28,-28.7,-20.2,0.562,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,4.0,2943,0.0,-23.78,-29.2,-18.5,0.646,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,6.0,2943,0.0,-21.71,-27.1,-16.3,0.698,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,8.0,2943,0.0,-20.21,-26.4,-14.5,0.731,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,12.0,2943,0.0,-17.68,-24.5,-11.0,0.78,0.0,False
ICPUSDT-1h,ALL,PB,1.0,TIME,24.0,2943,0.0,-16.6,-24.5,-8.6,0.842,0.0,False
ICPUSDT-1h,quiet,PB,1.0,NOSL,0.0,1164,0.0,-75601332.06,-91065248.6,-60996520.2,0.924,1.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,10.0,1164,0.983,-14.12,-14.7,-13.6,0.017,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,20.0,1164,0.932,-20.74,-21.7,-19.8,0.068,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,30.0,1164,0.86,-24.74,-26.2,-23.3,0.14,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,50.0,1164,0.708,-27.81,-30.2,-25.4,0.292,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,75.0,1164,0.55,-26.73,-30.2,-23.3,0.45,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,100.0,1164,0.457,-26.17,-30.3,-22.1,0.543,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,150.0,1164,0.316,-20.71,-26.0,-15.5,0.684,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,200.0,1164,0.248,-19.05,-25.1,-13.0,0.752,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,300.0,1164,0.189,-22.46,-30.4,-14.7,0.811,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ABS,500.0,1164,0.117,-19.37,-29.9,-9.7,0.883,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ATR,0.5,1164,0.591,-29.31,-33.3,-25.2,0.409,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ATR,1.0,1164,0.321,-19.82,-26.2,-13.9,0.679,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ATR,1.5,1164,0.229,-20.41,-28.1,-12.8,0.771,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ATR,2.0,1164,0.169,-13.94,-22.1,-5.7,0.831,0.0,False
ICPUSDT-1h,quiet,PB,1.0,ATR,3.0,1164,0.118,-13.99,-24.3,-3.9,0.882,0.0,False
ICPUSDT-1h,quiet,PB,1.0,QMAE,50.0,1164,0.418,-26.21,-30.8,-21.8,0.582,0.0,False
ICPUSDT-1h,quiet,PB,1.0,QMAE,75.0,1164,0.19,-22.1,-30.1,-14.5,0.81,0.0,False
ICPUSDT-1h,quiet,PB,1.0,QMAE,90.0,1164,0.092,-21.65,-33.6,-10.1,0.908,0.0,False
ICPUSDT-1h,quiet,PB,1.0,QMAE,95.0,1164,0.082,-37.12,-53.0,-21.4,0.918,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,2.0,1164,0.0,-18.69,-25.4,-12.4,0.631,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,4.0,1164,0.0,-16.78,-24.8,-8.8,0.722,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,6.0,1164,0.0,-14.33,-22.8,-6.2,0.781,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,8.0,1164,0.0,-12.51,-21.6,-3.9,0.812,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,12.0,1164,0.0,-9.55,-18.9,-0.6,0.845,0.0,False
ICPUSDT-1h,quiet,PB,1.0,TIME,24.0,1164,0.0,-7.21,-18.4,3.6,0.895,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,NOSL,0.0,1141,0.0,-101665162.81,-119193648.2,-85013101.6,0.898,1.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,10.0,1141,0.996,-18.77,-20.0,-17.7,0.004,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,20.0,1141,0.972,-26.37,-27.5,-25.3,0.028,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,30.0,1141,0.928,-32.46,-33.8,-31.2,0.072,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,50.0,1141,0.814,-40.23,-42.3,-38.2,0.186,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,75.0,1141,0.673,-43.45,-46.7,-40.3,0.327,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,100.0,1141,0.57,-44.8,-48.8,-40.8,0.43,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,150.0,1141,0.424,-43.76,-49.3,-38.3,0.576,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,200.0,1141,0.337,-41.84,-48.6,-34.8,0.663,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,300.0,1141,0.256,-45.35,-54.2,-36.5,0.744,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ABS,500.0,1141,0.153,-37.99,-49.8,-26.5,0.847,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ATR,0.5,1141,0.74,-46.51,-50.2,-43.1,0.26,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ATR,1.0,1141,0.452,-41.81,-47.8,-35.9,0.548,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ATR,1.5,1141,0.328,-41.75,-50.0,-33.6,0.672,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ATR,2.0,1141,0.242,-32.04,-40.9,-23.2,0.758,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,ATR,3.0,1141,0.17,-28.78,-39.7,-18.5,0.83,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,QMAE,50.0,1141,0.526,-45.3,-49.7,-40.7,0.474,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,QMAE,75.0,1141,0.26,-46.06,-54.9,-37.1,0.74,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,QMAE,90.0,1141,0.119,-39.46,-53.5,-25.9,0.881,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,QMAE,95.0,1141,0.107,-60.86,-79.7,-43.0,0.893,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,2.0,1141,0.0,-31.61,-38.2,-25.0,0.573,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,4.0,1141,0.0,-29.97,-38.6,-22.1,0.658,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,6.0,1141,0.0,-27.53,-36.6,-18.9,0.715,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,8.0,1141,0.0,-25.57,-35.3,-16.3,0.751,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,12.0,1141,0.0,-21.67,-32.4,-11.8,0.799,0.0,False
ICPUSDT-1h,uwd78,PB,1.0,TIME,24.0,1141,0.0,-23.99,-36.0,-12.0,0.854,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,NOSL,0.0,2029,0.0,-107934895.66,-121241943.8,-94134994.4,0.892,1.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,10.0,2029,0.994,-17.41,-18.2,-16.7,0.006,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,20.0,2029,0.96,-24.46,-25.3,-23.6,0.04,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,30.0,2029,0.911,-30.09,-31.1,-29.0,0.089,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,50.0,2029,0.794,-37.02,-38.7,-35.3,0.206,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,75.0,2029,0.657,-39.72,-42.3,-37.1,0.343,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,100.0,2029,0.557,-40.63,-43.7,-37.3,0.443,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,150.0,2029,0.415,-38.94,-43.1,-34.5,0.585,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,200.0,2029,0.332,-37.56,-42.8,-32.1,0.668,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,300.0,2029,0.251,-40.06,-46.8,-33.0,0.749,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ABS,500.0,2029,0.16,-37.58,-46.5,-28.7,0.84,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ATR,0.5,2029,0.707,-41.32,-44.1,-38.4,0.293,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ATR,1.0,2029,0.443,-38.19,-43.0,-33.4,0.557,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ATR,1.5,2029,0.324,-37.39,-43.6,-31.2,0.676,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ATR,2.0,2029,0.246,-31.0,-38.2,-24.2,0.754,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,ATR,3.0,2029,0.179,-31.38,-40.1,-22.9,0.821,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,QMAE,50.0,2029,0.514,-40.78,-44.2,-37.0,0.486,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,QMAE,75.0,2029,0.254,-40.09,-46.7,-33.1,0.746,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,QMAE,90.0,2029,0.129,-42.7,-53.5,-32.3,0.871,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,QMAE,95.0,2029,0.114,-63.27,-77.5,-49.3,0.886,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,2.0,2029,0.0,-30.33,-35.4,-25.3,0.565,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,4.0,2029,0.0,-30.7,-37.7,-24.4,0.648,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,6.0,2029,0.0,-28.59,-35.8,-21.7,0.701,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,8.0,2029,0.0,-26.05,-33.6,-19.2,0.736,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,12.0,2029,0.0,-24.4,-33.0,-16.5,0.787,0.0,False
ICPUSDT-1h,uwd79,PB,1.0,TIME,24.0,2029,0.0,-24.06,-33.8,-13.9,0.85,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,NOSL,0.0,1452,0.0,-107437962.37,-123295402.7,-91597739.6,0.893,1.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,10.0,1452,0.988,-15.87,-16.6,-15.2,0.012,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,20.0,1452,0.953,-22.75,-23.7,-21.8,0.047,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,30.0,1452,0.896,-27.23,-28.6,-25.9,0.104,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,50.0,1452,0.775,-32.8,-35.0,-30.5,0.225,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,75.0,1452,0.647,-35.46,-38.6,-32.3,0.353,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,100.0,1452,0.554,-36.48,-40.4,-32.3,0.446,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,150.0,1452,0.405,-31.68,-37.0,-26.1,0.595,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,200.0,1452,0.329,-31.32,-37.8,-24.7,0.671,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,300.0,1452,0.242,-30.68,-38.8,-22.7,0.758,0.0,False
ICPUSDT-1h,prevBear,PB,1.0,ABS,500.0,1452,0.154,-27.52,-38.3,-17.1,0.846,0.0,False
