checkpoint_h,tercile,n,P_tp_pct
6,1,3668,33.3
6,2,3668,47.7
6,3,3669,83.5
12,1,3668,33.3
12,2,3668,47.7
12,3,3669,83.5
24,1,3668,33.3
24,2,3668,47.7
24,3,3669,83.5
48,1,3668,33.3
48,2,3668,47.7
48,3,3669,83.5
72,1,3668,33.3
72,2,3668,47.7
72,3,3669,83.5
96,1,3668,33.3
96,2,3668,47.7
96,3,3669,83.5
