trade_id,row,symbol,tf,name,signal_time_ms,entry_time_ms,entry_price,tp_price,sl_price,exit_time_ms,exit_price,exit_reason,hold_hours,gross_bps,stake,pnl_cash,exit_equity,skipped,signal_time_utc,entry_time_utc,exit_time_utc
1,E1,SOLUSDT,30m,W2_NODIP,1733149800000,1733151600000,225.86,228.98,,1733153400000,228.98,TP,0.5,123.13866997254831,250.0,3.078466749313708,1003.0784667493137,False,2024-12-02 14:30:00,2024-12-02 15:00:00,2024-12-02 15:30:00
2,E1,SOLUSDT,30m,W2_NODIP,1733157000000,1733158800000,226.46,228.445,,1733193000000,228.445,TP,9.5,72.65344873266736,250.77,1.8219305338690994,1004.9003972831829,False,2024-12-02 16:30:00,2024-12-02 17:00:00,2024-12-03 02:30:00
3,E1,SOLUSDT,30m,W2_NODIP,1733193000000,1733194800000,228.5,230.34499999999997,,1733207400000,230.34499999999997,TP,3.5,65.74398249452825,251.23,1.6516860722100333,1006.5520833553928,False,2024-12-03 02:30:00,2024-12-03 03:00:00,2024-12-03 06:30:00
4,E1,SOLUSDT,30m,W2_NODIP,1733212800000,1733214600000,227.53,229.495,,1733256000000,229.495,TP,11.5,71.36223794664454,251.64,1.795759355689363,680.2199215720032,False,2024-12-03 08:00:00,2024-12-03 08:30:00,2024-12-03 20:00:00
5,E1,SOLUSDT,30m,W2_NODIP,1733234400000,1733236200000,219.02,222.54500000000002,,1733236200000,222.54500000000002,TP,0.0,145.94420600858396,188.73,2.754405000000005,757.6664883553929,False,2024-12-03 14:00:00,2024-12-03 14:30:00,2024-12-03 14:30:00
6,E1,SOLUSDT,30m,W2_NODIP,1733238000000,1733239800000,222.84,227.64000000000001,,1733250600000,227.64000000000001,TP,3.0,200.4011847065164,189.42,3.7959992407108336,873.435920812714,False,2024-12-03 15:00:00,2024-12-03 15:30:00,2024-12-03 18:30:00
7,E1,SOLUSDT,30m,W2_NODIP,1733239800000,1733241600000,223.47,225.06,,1733241600000,225.06,TP,0.0,56.15048999865769,142.06,0.7976738609209312,569.0441622163138,False,2024-12-03 15:30:00,2024-12-03 16:00:00,2024-12-03 16:00:00
8,E1,SOLUSDT,30m,W2_NODIP,1733241600000,1733243400000,224.48,226.01,,1733250600000,226.01,TP,2.0,53.157519600855366,142.26,0.7562188738417684,1016.4521396865557,False,2024-12-03 16:00:00,2024-12-03 16:30:00,2024-12-03 18:30:00
9,E1,SOLUSDT,30m,W2_NODIP,1733259600000,1733261400000,235.65,238.62,,1733261400000,238.62,TP,0.0,111.03437301082107,254.11,2.8214944525779746,1019.2736341391337,False,2024-12-03 21:00:00,2024-12-03 21:30:00,2024-12-03 21:30:00
10,E1,SOLUSDT,30m,W2_NODIP,1733261400000,1733263200000,237.77,241.10000000000002,,1733288400000,241.10000000000002,TP,7.0,125.0513100895829,254.82,3.1865574837027513,834.3044875941212,False,2024-12-03 21:30:00,2024-12-03 22:00:00,2024-12-04 05:00:00
11,E1,SOLUSDT,30m,W2_NODIP,1733268600000,1733270400000,234.19,236.95,,1733270400000,236.95,TP,0.0,102.8530253213199,191.11,1.9656241669157448,766.4192583060495,False,2024-12-03 23:30:00,2024-12-04 00:00:00,2024-12-04 00:00:00
12,E1,SOLUSDT,30m,W2_NODIP,1733274000000,1733275800000,237.59,240.40000000000003,,1733277600000,240.40000000000003,TP,0.5,103.27097100046427,191.6,1.9786718043688953,768.3979301104184,False,2024-12-04 01:00:00,2024-12-04 01:30:00,2024-12-04 02:00:00
13,E1,SOLUSDT,30m,W2_NODIP,1733277600000,1733279400000,237.0,241.72000000000003,,1733398200000,241.72000000000003,TP,33.0,184.15611814346107,192.1,3.537639029535887,668.4226951261875,False,2024-12-04 02:00:00,2024-12-04 02:30:00,2024-12-05 11:30:00
14,E1,SOLUSDT,30m,W2_NODIP,1733288400000,1733290200000,239.99,241.84999999999997,,1733398200000,241.84999999999997,TP,30.0,62.50322930121908,208.58,1.3036923567648278,878.3063874829523,False,2024-12-04 05:00:00,2024-12-04 05:30:00,2024-12-05 11:30:00
15,E1,SOLUSDT,30m,W2_NODIP,1733308200000,1733310000000,236.99,238.88,,1733367600000,238.88,TP,16.0,64.75020043039733,156.43,1.0128873853327054,626.7373749794538,False,2024-12-04 10:30:00,2024-12-04 11:00:00,2024-12-05 03:00:00
16,E1,SOLUSDT,30m,W2_NODIP,1733322600000,1733324400000,232.54,234.73000000000002,,1733324400000,234.73000000000002,SKIPPED_MAXOPEN,0.0,79.1773458329761,0.0,0.0,469.2944875941211,True,2024-12-04 14:30:00,2024-12-04 15:00:00,2024-12-04 15:00:00
17,E1,SOLUSDT,30m,W2_NODIP,1733335200000,1733337000000,229.75,232.09,,1733338800000,232.09,SKIPPED_MAXOPEN,0.5,86.84983677910787,0.0,0.0,469.2944875941211,True,2024-12-04 18:00:00,2024-12-04 18:30:00,2024-12-04 19:00:00
18,E1,SOLUSDT,30m,W2_NODIP,1733342400000,1733344200000,234.14,237.74,,1733367600000,237.74,SKIPPED_MAXOPEN,6.5,138.75416417528072,0.0,0.0,469.2944875941211,True,2024-12-04 20:00:00,2024-12-04 20:30:00,2024-12-05 03:00:00
19,E1,SOLUSDT,30m,W2_NODIP,1733346000000,1733347800000,233.47,235.35999999999999,,1733365800000,235.35999999999999,SKIPPED_MAXOPEN,5.0,65.95258491454948,0.0,0.0,469.2944875941211,True,2024-12-04 21:00:00,2024-12-04 21:30:00,2024-12-05 02:30:00
20,E1,SOLUSDT,30m,W2_NODIP,1733362200000,1733364000000,225.96,227.48999999999998,,1733364000000,227.48999999999998,SKIPPED_MAXOPEN,0.0,52.711099309611114,0.0,0.0,469.2944875941211,True,2024-12-05 01:30:00,2024-12-05 02:00:00,2024-12-05 02:00:00
21,E1,SOLUSDT,30m,W2_NODIP,1733365800000,1733367600000,231.83,237.575,,1733367600000,237.575,TP,0.0,232.81089591510917,156.68,3.647681117197931,630.3850560966516,False,2024-12-05 02:30:00,2024-12-05 03:00:00,2024-12-05 03:00:00
22,E1,SOLUSDT,30m,W2_NODIP,1733367600000,1733369400000,236.45,240.14,,1733396400000,240.14,TP,7.5,141.05836329033613,157.6,2.2230798054556975,1038.129467288408,False,2024-12-05 03:00:00,2024-12-05 03:30:00,2024-12-05 11:00:00
23,E1,SOLUSDT,30m,W2_NODIP,1733371200000,1733373000000,236.62,239.53,,1733392800000,239.53,SKIPPED_MAXOPEN,5.5,107.98199645000408,0.0,0.0,472.7850560966516,True,2024-12-05 04:00:00,2024-12-05 04:30:00,2024-12-05 10:00:00
24,E1,SOLUSDT,30m,W2_NODIP,1733407200000,1733409000000,239.6,242.28999999999996,,1733414400000,242.28999999999996,TP,1.5,97.2704507512508,259.53,2.5244600083472117,1040.6539272967552,False,2024-12-05 14:00:00,2024-12-05 14:30:00,2024-12-05 16:00:00
25,E1,SOLUSDT,30m,W2_NODIP,1733414400000,1733416200000,239.64,245.43,,1733446800000,245.43,TP,8.5,226.61241862794276,260.16,5.895548683024559,1046.5494759797798,False,2024-12-05 16:00:00,2024-12-05 16:30:00,2024-12-06 01:00:00
26,E1,SOLUSDT,30m,W2_NODIP,1733477400000,1733479200000,235.81,237.71999999999997,,1733495400000,237.71999999999997,TP,4.5,65.99741317161987,261.64,1.726756318222262,852.046232298002,False,2024-12-06 09:30:00,2024-12-06 10:00:00,2024-12-06 14:30:00
27,E1,SOLUSDT,30m,W2_NODIP,1733486400000,1733488200000,233.72,236.225,,1733493600000,236.225,TP,1.5,92.17953106281,196.23,1.8088389380455205,1050.0850712360475,False,2024-12-06 12:00:00,2024-12-06 12:30:00,2024-12-06 14:00:00
28,E1,SOLUSDT,30m,W2_NODIP,1733499000000,1733500800000,238.24,240.88,,1733515200000,240.88,TP,4.0,95.81262592343796,262.52,2.5152730557420933,855.7103442917896,False,2024-12-06 15:30:00,2024-12-06 16:00:00,2024-12-06 20:00:00
29,E1,SOLUSDT,30m,W2_NODIP,1733506200000,1733508000000,239.31,241.63500000000002,,1733581800000,241.63500000000002,TP,20.5,82.15431866616595,196.89,1.6175363802181413,1054.2178806720078,False,2024-12-06 17:30:00,2024-12-06 18:00:00,2024-12-07 14:30:00
30,E1,SOLUSDT,30m,W2_NODIP,1733601600000,1733603400000,241.1,244.17000000000002,,1733754600000,230.85,TIMEOUT,42.0,-440.1347988386562,263.55,-11.599752623392785,696.6981280486151,False,2024-12-07 20:00:00,2024-12-07 20:30:00,2024-12-09 14:30:00
31,E1,SOLUSDT,30m,W2_NODIP,1733605200000,1733607000000,242.09,243.935,,1733758200000,224.43,TIMEOUT,42.0,-744.4807716138625,197.67,-14.71615141249122,817.7426835193497,False,2024-12-07 21:00:00,2024-12-07 21:30:00,2024-12-09 15:30:00
32,E1,SOLUSDT,30m,W2_NODIP,1733734800000,1733736600000,226.42,228.95999999999998,,1733749200000,228.95999999999998,TP,3.5,97.1809027471068,148.25,1.4407068832258583,846.388834931841,False,2024-12-09 09:00:00,2024-12-09 09:30:00,2024-12-09 13:00:00
33,E1,SOLUSDT,30m,W2_NODIP,1733738400000,1733740200000,226.93,228.93,,1733749200000,228.93,SKIPPED_MAXOPEN,2.5,73.13290441986514,0.0,0.0,444.7478806720079,True,2024-12-09 10:00:00,2024-12-09 10:30:00,2024-12-09 13:00:00
34,E1,SOLUSDT,30m,W2_NODIP,1733743800000,1733745600000,226.16,228.12,,1733749200000,228.12,SKIPPED_MAXOPEN,1.0,71.66430845419208,0.0,0.0,444.7478806720079,True,2024-12-09 11:30:00,2024-12-09 12:00:00,2024-12-09 13:00:00
35,E1,SOLUSDT,30m,W2_NODIP,1733754600000,1733756400000,230.85,232.44,,1733907600000,221.11,TIMEOUT,42.0,-436.9189950184094,211.6,-9.245205934589544,662.3274775847602,False,2024-12-09 14:30:00,2024-12-09 15:00:00,2024-12-11 09:00:00
36,E1,SOLUSDT,30m,W2_NODIP,1733763600000,1733765400000,224.67,226.32999999999998,,1733916600000,224.72,TIMEOUT,42.0,-12.774513731249773,204.44,-0.26116215872167037,817.6024483335488,False,2024-12-09 17:00:00,2024-12-09 17:30:00,2024-12-11 11:30:00
37,E1,SOLUSDT,30m,W2_NODIP,1733779800000,1733781600000,217.97,221.49,,1733905800000,221.49,TP,34.5,146.49011331834703,153.33,2.246132907510215,817.9036104922704,False,2024-12-09 21:30:00,2024-12-09 22:00:00,2024-12-11 08:30:00
