checkpoint_h,tercile,n,P_tp_pct
6,1,2561,36.4
6,2,2561,55.4
6,3,2562,93.4
12,1,2561,36.4
12,2,2561,55.4
12,3,2562,93.4
24,1,2561,36.4
24,2,2561,55.4
24,3,2562,93.4
48,1,2561,36.4
48,2,2561,55.4
48,3,2562,93.4
72,1,2561,36.4
72,2,2561,55.4
72,3,2562,93.4
96,1,2561,36.4
96,2,2561,55.4
96,3,2562,93.4
