checkpoint_h,tercile,n,P_tp_pct
6,1,207,16.4
6,2,206,14.1
6,3,207,38.2
12,1,207,16.4
12,2,206,14.1
12,3,207,38.2
24,1,207,16.4
24,2,206,14.1
24,3,207,38.2
48,1,207,16.4
48,2,206,14.1
48,3,207,38.2
72,1,207,16.4
72,2,206,14.1
72,3,207,38.2
96,1,207,16.4
96,2,206,14.1
96,3,207,38.2
