checkpoint_h,tercile,n,P_tp_pct
6,1,316,8.5
6,2,316,9.2
6,3,316,37.0
12,1,316,8.5
12,2,316,9.2
12,3,316,37.0
24,1,316,8.5
24,2,316,9.2
24,3,316,37.0
48,1,316,8.5
48,2,316,9.2
48,3,316,37.0
72,1,316,8.5
72,2,316,9.2
72,3,316,37.0
96,1,316,8.5
96,2,316,9.2
96,3,316,37.0
