checkpoint_h,tercile,n,P_tp_pct
6,1,797,36.5
6,2,797,50.3
6,3,797,80.8
12,1,797,36.5
12,2,797,50.3
12,3,797,80.8
24,1,797,36.5
24,2,797,50.3
24,3,797,80.8
48,1,797,36.5
48,2,797,50.3
48,3,797,80.8
72,1,797,36.5
72,2,797,50.3
72,3,797,80.8
96,1,797,36.5
96,2,797,50.3
96,3,797,80.8
