checkpoint_h,tercile,n,P_tp_pct
6,1,1285,25.2
6,2,1285,40.5
6,3,1286,80.5
12,1,1285,25.2
12,2,1285,40.5
12,3,1286,80.5
24,1,1285,25.2
24,2,1285,40.5
24,3,1286,80.5
48,1,1285,25.2
48,2,1285,40.5
48,3,1286,80.5
72,1,1285,25.2
72,2,1285,40.5
72,3,1286,80.5
96,1,1285,25.2
96,2,1285,40.5
96,3,1286,80.5
