checkpoint_h,tercile,n,P_tp_pct
6,1,49,6.1
6,2,49,10.2
6,3,49,32.7
12,1,49,6.1
12,2,49,10.2
12,3,49,32.7
24,1,49,6.1
24,2,49,10.2
24,3,49,32.7
48,1,49,6.1
48,2,49,10.2
48,3,49,32.7
72,1,49,6.1
72,2,49,10.2
72,3,49,32.7
96,1,49,6.1
96,2,49,10.2
96,3,49,32.7
