series,cond,entry,f,sl,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,pf,sig_maker
SOLUSDT-1h,uwd78,MKT,1.0,mid,1328,-32.92,-25.92,-31.1,-20.8,0.453,0.54,False
SOLUSDT-1h,uwd79,MKT,1.0,mid,2326,-31.27,-24.27,-28.6,-19.8,0.422,0.58,False
SOLUSDT-1h,prevBear,MKT,1.0,mid,1608,-28.82,-21.82,-27.1,-16.4,0.405,0.6,False
SOLUSDT-1h,smaBelow,MKT,1.0,mid,1438,-31.18,-24.18,-30.7,-18.0,0.39,0.55,False
SOLUSDT-1h,C3_w8q,MKT,1.0,mid,1199,-26.79,-19.79,-23.8,-16.0,0.387,0.54,False
SOLUSDT-1h,C6_w9dip,MKT,1.0,mid,749,-32.9,-25.9,-36.5,-16.5,0.35,0.54,False
SOLUSDT-1h,CQ7_w78q,MKT,1.0,mid,508,-30.16,-23.16,-29.4,-17.1,0.455,0.46,False
SOLUSDT-1h,ALL,MKT,1.5,low,3324,-23.67,-16.67,-21.4,-12.3,0.381,0.76,False
SOLUSDT-1h,quiet,MKT,1.5,low,1311,-21.56,-14.56,-19.0,-10.2,0.397,0.72,False
SOLUSDT-1h,uwd78,MKT,1.5,low,1328,-28.66,-21.66,-28.2,-15.1,0.45,0.68,False
SOLUSDT-1h,uwd79,MKT,1.5,low,2326,-26.55,-19.55,-24.9,-14.0,0.414,0.72,False
SOLUSDT-1h,prevBear,MKT,1.5,low,1608,-22.93,-15.93,-22.1,-9.2,0.399,0.76,False
SOLUSDT-1h,smaBelow,MKT,1.5,low,1438,-26.33,-19.33,-26.7,-12.1,0.376,0.7,False
SOLUSDT-1h,C3_w8q,MKT,1.5,low,1199,-20.81,-13.81,-18.6,-9.3,0.39,0.74,False
SOLUSDT-1h,C6_w9dip,MKT,1.5,low,749,-25.44,-18.44,-29.8,-7.4,0.35,0.72,False
SOLUSDT-1h,CQ7_w78q,MKT,1.5,low,508,-23.55,-16.55,-23.6,-9.7,0.47,0.67,False
SOLUSDT-1h,ALL,MKT,1.5,mid,3324,-22.5,-15.5,-20.1,-11.1,0.352,0.76,False
SOLUSDT-1h,quiet,MKT,1.5,mid,1311,-20.78,-13.78,-18.0,-9.6,0.371,0.72,False
SOLUSDT-1h,uwd78,MKT,1.5,mid,1328,-27.24,-20.24,-26.3,-14.2,0.411,0.68,False
SOLUSDT-1h,uwd79,MKT,1.5,mid,2326,-24.95,-17.95,-23.1,-12.7,0.381,0.73,False
SOLUSDT-1h,prevBear,MKT,1.5,mid,1608,-21.75,-14.75,-20.8,-8.2,0.368,0.77,False
SOLUSDT-1h,smaBelow,MKT,1.5,mid,1438,-25.31,-18.31,-25.7,-11.5,0.35,0.7,False
SOLUSDT-1h,C3_w8q,MKT,1.5,mid,1199,-19.97,-12.97,-17.6,-8.7,0.366,0.74,False
SOLUSDT-1h,C6_w9dip,MKT,1.5,mid,749,-25.7,-18.7,-30.4,-8.0,0.32,0.7,False
SOLUSDT-1h,CQ7_w78q,MKT,1.5,mid,508,-23.84,-16.84,-23.8,-10.1,0.433,0.65,False
SOLUSDT-1h,ALL,PB,1.0,low,2992,-12.55,-5.55,-8.0,-3.2,0.211,0.92,False
SOLUSDT-1h,quiet,PB,1.0,low,1222,-12.56,-5.56,-8.0,-3.3,0.22,0.9,False
SOLUSDT-1h,uwd78,PB,1.0,low,1164,-10.3,-3.3,-7.6,0.9,0.282,1.03,False
SOLUSDT-1h,uwd79,PB,1.0,low,2062,-13.15,-6.15,-9.3,-3.3,0.237,0.9,False
SOLUSDT-1h,prevBear,PB,1.0,low,1437,-13.47,-6.47,-9.9,-3.0,0.216,0.88,False
SOLUSDT-1h,smaBelow,PB,1.0,low,1322,-12.09,-5.09,-8.8,-1.5,0.226,0.94,False
SOLUSDT-1h,C3_w8q,PB,1.0,low,1118,-12.93,-5.93,-8.2,-3.4,0.207,0.87,False
SOLUSDT-1h,C6_w9dip,PB,1.0,low,701,-13.99,-6.99,-10.8,-3.1,0.191,0.84,False
SOLUSDT-1h,CQ7_w78q,PB,1.0,low,466,-11.5,-4.5,-8.4,-0.4,0.288,0.97,False
SOLUSDT-1h,ALL,PB,1.0,mid,2992,-13.47,-6.47,-7.9,-5.0,0.109,0.79,False
SOLUSDT-1h,quiet,PB,1.0,mid,1222,-12.66,-5.66,-7.3,-3.9,0.118,0.81,False
SOLUSDT-1h,uwd78,PB,1.0,mid,1164,-12.97,-5.97,-8.7,-3.2,0.154,0.86,False
SOLUSDT-1h,uwd79,PB,1.0,mid,2062,-14.3,-7.3,-9.2,-5.4,0.125,0.75,False
SOLUSDT-1h,prevBear,PB,1.0,mid,1437,-13.37,-6.37,-8.6,-4.0,0.118,0.81,False
SOLUSDT-1h,smaBelow,PB,1.0,mid,1322,-14.3,-7.3,-9.6,-5.1,0.111,0.73,False
SOLUSDT-1h,C3_w8q,PB,1.0,mid,1118,-12.96,-5.96,-7.6,-4.2,0.106,0.78,False
SOLUSDT-1h,C6_w9dip,PB,1.0,mid,701,-15.59,-8.59,-10.7,-6.3,0.083,0.58,False
SOLUSDT-1h,CQ7_w78q,PB,1.0,mid,466,-12.93,-5.93,-8.6,-3.4,0.161,0.81,False
SOLUSDT-1h,ALL,PB,1.5,low,2992,-11.74,-4.74,-7.4,-2.2,0.177,0.97,False
SOLUSDT-1h,quiet,PB,1.5,low,1222,-11.05,-4.05,-7.0,-1.1,0.188,1.0,False
SOLUSDT-1h,uwd78,PB,1.5,low,1164,-10.28,-3.28,-8.3,1.2,0.238,1.03,False
SOLUSDT-1h,uwd79,PB,1.5,low,2062,-12.7,-5.7,-9.2,-2.4,0.2,0.93,False
SOLUSDT-1h,prevBear,PB,1.5,low,1437,-12.52,-5.52,-9.3,-1.4,0.182,0.93,False
SOLUSDT-1h,smaBelow,PB,1.5,low,1322,-11.75,-4.75,-9.0,-0.6,0.187,0.97,False
SOLUSDT-1h,C3_w8q,PB,1.5,low,1118,-11.32,-4.32,-7.1,-1.3,0.177,0.98,False
SOLUSDT-1h,C6_w9dip,PB,1.5,low,701,-12.57,-5.57,-9.9,-1.1,0.163,0.92,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,low,466,-9.7,-2.7,-7.3,2.3,0.255,1.08,False
SOLUSDT-1h,ALL,PB,1.5,mid,2992,-11.92,-4.92,-6.7,-3.1,0.095,0.92,False
SOLUSDT-1h,quiet,PB,1.5,mid,1222,-10.96,-3.96,-6.0,-1.7,0.106,1.0,False
SOLUSDT-1h,uwd78,PB,1.5,mid,1164,-11.81,-4.81,-8.0,-1.5,0.132,0.94,False
SOLUSDT-1h,uwd79,PB,1.5,mid,2062,-13.26,-6.26,-8.5,-4.0,0.107,0.84,False
SOLUSDT-1h,prevBear,PB,1.5,mid,1437,-11.47,-4.47,-7.1,-1.5,0.103,0.96,False
SOLUSDT-1h,smaBelow,PB,1.5,mid,1322,-13.38,-6.38,-8.9,-3.7,0.092,0.81,False
SOLUSDT-1h,C3_w8q,PB,1.5,mid,1118,-11.17,-4.17,-6.3,-1.9,0.097,0.98,False
SOLUSDT-1h,C6_w9dip,PB,1.5,mid,701,-14.61,-7.61,-10.2,-4.9,0.073,0.68,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,mid,466,-11.38,-4.38,-7.4,-1.3,0.146,0.96,False
SOLUSDT-4h,ALL,MKT,1.0,low,839,-31.17,-24.17,-37.1,-10.3,0.439,0.77,False
SOLUSDT-4h,quiet,MKT,1.0,low,335,-47.03,-40.03,-54.5,-25.2,0.415,0.53,False
SOLUSDT-4h,uwd78,MKT,1.0,low,334,-47.3,-40.3,-62.9,-18.4,0.485,0.63,False
SOLUSDT-4h,uwd79,MKT,1.0,low,586,-37.93,-30.93,-47.3,-14.6,0.462,0.71,False
SOLUSDT-4h,prevBear,MKT,1.0,low,373,-23.98,-16.98,-38.2,3.5,0.461,0.85,False
SOLUSDT-4h,smaBelow,MKT,1.0,low,381,-39.73,-32.73,-51.4,-13.5,0.42,0.67,False
SOLUSDT-4h,C3_w8q,MKT,1.0,low,300,-47.56,-40.56,-56.6,-25.8,0.397,0.53,False
SOLUSDT-4h,C6_w9dip,MKT,1.0,low,195,-30.36,-23.36,-48.5,1.1,0.369,0.76,False
SOLUSDT-4h,CQ7_w78q,MKT,1.0,low,137,-75.36,-68.36,-94.3,-44.3,0.438,0.35,False
SOLUSDT-4h,ALL,MKT,1.0,mid,839,-32.4,-25.4,-38.6,-12.3,0.402,0.74,False
SOLUSDT-4h,quiet,MKT,1.0,mid,335,-47.78,-40.78,-55.0,-27.0,0.37,0.5,False
SOLUSDT-4h,uwd78,MKT,1.0,mid,334,-51.99,-44.99,-66.5,-23.3,0.44,0.58,False
SOLUSDT-4h,uwd79,MKT,1.0,mid,586,-40.32,-33.32,-49.5,-17.7,0.423,0.67,False
SOLUSDT-4h,prevBear,MKT,1.0,mid,373,-25.92,-18.92,-39.8,0.8,0.424,0.82,False
SOLUSDT-4h,smaBelow,MKT,1.0,mid,381,-43.31,-36.31,-54.8,-18.0,0.381,0.61,False
SOLUSDT-4h,C3_w8q,MKT,1.0,mid,300,-48.85,-41.85,-56.9,-27.4,0.35,0.49,False
SOLUSDT-4h,C6_w9dip,MKT,1.0,mid,195,-31.28,-24.28,-48.5,0.1,0.338,0.73,False
SOLUSDT-4h,CQ7_w78q,MKT,1.0,mid,137,-75.68,-68.68,-94.1,-45.5,0.387,0.31,False
SOLUSDT-4h,ALL,MKT,1.5,low,839,-18.86,-11.86,-28.0,4.8,0.392,0.92,False
SOLUSDT-4h,quiet,MKT,1.5,low,335,-32.78,-25.78,-43.0,-8.1,0.388,0.72,False
SOLUSDT-4h,uwd78,MKT,1.5,low,334,-35.5,-28.5,-54.8,-0.7,0.437,0.77,False
SOLUSDT-4h,uwd79,MKT,1.5,low,586,-28.45,-21.45,-41.3,-1.8,0.415,0.83,False
SOLUSDT-4h,prevBear,MKT,1.5,low,373,-10.35,-3.35,-29.4,21.8,0.413,1.01,False
SOLUSDT-4h,smaBelow,MKT,1.5,low,381,-24.11,-17.11,-40.5,7.9,0.381,0.86,False
SOLUSDT-4h,C3_w8q,MKT,1.5,low,300,-31.85,-24.85,-43.4,-7.5,0.377,0.73,False
SOLUSDT-4h,C6_w9dip,MKT,1.5,low,195,-14.19,-7.19,-37.8,22.8,0.333,0.96,False
SOLUSDT-4h,CQ7_w78q,MKT,1.5,low,137,-63.97,-56.97,-87.0,-30.0,0.409,0.48,False
SOLUSDT-4h,ALL,MKT,1.5,mid,839,-19.55,-12.55,-27.1,3.0,0.364,0.9,False
SOLUSDT-4h,quiet,MKT,1.5,mid,335,-33.37,-26.37,-42.4,-9.9,0.352,0.7,False
SOLUSDT-4h,uwd78,MKT,1.5,mid,334,-37.28,-30.28,-55.1,-3.3,0.404,0.74,False
SOLUSDT-4h,uwd79,MKT,1.5,mid,586,-28.48,-21.48,-40.6,-3.0,0.386,0.82,False
SOLUSDT-4h,prevBear,MKT,1.5,mid,373,-8.88,-1.88,-26.9,23.0,0.386,1.02,False
SOLUSDT-4h,smaBelow,MKT,1.5,mid,381,-26.17,-19.17,-42.0,4.0,0.352,0.83,False
SOLUSDT-4h,C3_w8q,MKT,1.5,mid,300,-33.86,-26.86,-44.6,-9.9,0.337,0.69,False
SOLUSDT-4h,C6_w9dip,MKT,1.5,mid,195,-12.14,-5.14,-34.9,23.7,0.318,0.99,False
SOLUSDT-4h,CQ7_w78q,MKT,1.5,mid,137,-64.38,-57.38,-84.6,-31.0,0.365,0.44,False
SOLUSDT-4h,ALL,PB,1.0,low,749,-9.17,-2.17,-10.6,7.0,0.21,1.05,False
SOLUSDT-4h,quiet,PB,1.0,low,307,-22.05,-15.05,-23.4,-6.1,0.169,0.67,False
SOLUSDT-4h,uwd78,PB,1.0,low,290,-10.94,-3.94,-18.4,11.3,0.259,1.0,False
SOLUSDT-4h,uwd79,PB,1.0,low,519,-12.8,-5.8,-15.9,4.6,0.222,0.96,False
SOLUSDT-4h,prevBear,PB,1.0,low,326,-4.82,2.18,-10.7,16.2,0.221,1.16,False
SOLUSDT-4h,smaBelow,PB,1.0,low,344,-14.75,-7.75,-19.3,4.7,0.201,0.9,False
SOLUSDT-4h,C3_w8q,PB,1.0,low,278,-22.05,-15.05,-23.6,-6.1,0.162,0.66,False
SOLUSDT-4h,C6_w9dip,PB,1.0,low,176,-10.44,-3.44,-16.4,10.8,0.182,1.02,False
SOLUSDT-4h,CQ7_w78q,PB,1.0,low,122,-21.67,-14.67,-31.7,2.5,0.221,0.74,False
SOLUSDT-4h,ALL,PB,1.0,mid,749,-17.23,-10.23,-15.4,-4.3,0.097,0.74,False
SOLUSDT-4h,quiet,PB,1.0,mid,307,-20.36,-13.36,-18.4,-7.8,0.085,0.53,False
SOLUSDT-4h,uwd78,PB,1.0,mid,290,-18.35,-11.35,-20.6,-1.6,0.124,0.74,False
SOLUSDT-4h,uwd79,PB,1.0,mid,519,-17.87,-10.87,-17.5,-3.6,0.104,0.73,False
SOLUSDT-4h,prevBear,PB,1.0,mid,326,-14.09,-7.09,-16.0,3.0,0.104,0.87,False
SOLUSDT-4h,smaBelow,PB,1.0,mid,344,-18.84,-11.84,-19.3,-3.1,0.096,0.67,False
SOLUSDT-4h,C3_w8q,PB,1.0,mid,278,-20.5,-13.5,-18.7,-7.9,0.076,0.51,False
SOLUSDT-4h,C6_w9dip,PB,1.0,mid,176,-16.57,-9.57,-17.9,-0.5,0.085,0.71,False
SOLUSDT-4h,CQ7_w78q,PB,1.0,mid,122,-27.37,-20.37,-28.0,-11.5,0.082,0.36,False
SOLUSDT-4h,ALL,PB,1.5,low,749,-11.7,-4.7,-14.0,6.5,0.168,0.98,False
SOLUSDT-4h,quiet,PB,1.5,low,307,-20.91,-13.91,-23.8,-2.9,0.137,0.72,False
SOLUSDT-4h,uwd78,PB,1.5,low,290,-14.84,-7.84,-23.1,8.1,0.221,0.92,False
SOLUSDT-4h,uwd79,PB,1.5,low,519,-16.07,-9.07,-19.9,2.9,0.181,0.89,False
SOLUSDT-4h,prevBear,PB,1.5,low,326,-10.88,-3.88,-18.6,11.7,0.175,1.0,False
SOLUSDT-4h,smaBelow,PB,1.5,low,344,-20.66,-13.66,-25.8,-0.4,0.154,0.78,False
SOLUSDT-4h,C3_w8q,PB,1.5,low,278,-21.82,-14.82,-25.2,-4.2,0.126,0.69,False
SOLUSDT-4h,C6_w9dip,PB,1.5,low,176,-11.96,-4.96,-20.5,12.5,0.136,0.97,False
SOLUSDT-4h,CQ7_w78q,PB,1.5,low,122,-17.22,-10.22,-30.0,10.1,0.197,0.86,False
SOLUSDT-4h,ALL,PB,1.5,mid,749,-18.59,-11.59,-16.9,-5.6,0.077,0.7,False
SOLUSDT-4h,quiet,PB,1.5,mid,307,-21.2,-14.2,-20.1,-7.7,0.062,0.51,False
SOLUSDT-4h,uwd78,PB,1.5,mid,290,-20.05,-13.05,-21.9,-3.4,0.107,0.69,False
SOLUSDT-4h,uwd79,PB,1.5,mid,519,-20.47,-13.47,-19.9,-6.5,0.083,0.65,False
SOLUSDT-4h,prevBear,PB,1.5,mid,326,-18.16,-11.16,-19.9,-1.5,0.08,0.73,False
SOLUSDT-4h,smaBelow,PB,1.5,mid,344,-22.23,-15.23,-22.5,-7.4,0.07,0.55,False
SOLUSDT-4h,C3_w8q,PB,1.5,mid,278,-22.01,-15.01,-20.8,-8.6,0.05,0.45,False
SOLUSDT-4h,C6_w9dip,PB,1.5,mid,176,-16.83,-9.83,-19.5,2.0,0.057,0.71,False
SOLUSDT-4h,CQ7_w78q,PB,1.5,mid,122,-26.01,-19.01,-27.9,-8.9,0.074,0.43,False
ICPUSDT-5m,ALL,MKT,1.0,low,37196,-17.38,-10.38,-10.7,-10.1,0.453,0.57,False
ICPUSDT-5m,quiet,MKT,1.0,low,13969,-17.62,-10.62,-11.0,-10.2,0.435,0.48,False
ICPUSDT-5m,uwd78,MKT,1.0,low,14902,-18.75,-11.75,-12.3,-11.3,0.519,0.5,False
ICPUSDT-5m,uwd79,MKT,1.0,low,26095,-18.19,-11.19,-11.6,-10.8,0.486,0.53,False
ICPUSDT-5m,prevBear,MKT,1.0,low,17875,-17.2,-10.2,-10.7,-9.8,0.458,0.57,False
ICPUSDT-5m,smaBelow,MKT,1.0,low,16589,-16.87,-9.87,-10.3,-9.4,0.465,0.58,False
ICPUSDT-5m,C3_w8q,MKT,1.0,low,12596,-17.42,-10.42,-10.8,-10.0,0.425,0.49,False
ICPUSDT-5m,C6_w9dip,MKT,1.0,low,9390,-15.96,-8.96,-9.6,-8.4,0.424,0.64,False
ICPUSDT-5m,CQ7_w78q,MKT,1.0,low,5488,-18.81,-11.81,-12.4,-11.2,0.491,0.41,False
ICPUSDT-5m,ALL,MKT,1.0,mid,37196,-17.31,-10.31,-10.6,-10.0,0.432,0.56,False
ICPUSDT-5m,quiet,MKT,1.0,mid,13969,-17.57,-10.57,-11.0,-10.2,0.414,0.47,False
ICPUSDT-5m,uwd78,MKT,1.0,mid,14902,-18.7,-11.7,-12.2,-11.2,0.49,0.49,False
ICPUSDT-5m,uwd79,MKT,1.0,mid,26095,-18.11,-11.11,-11.5,-10.8,0.461,0.52,False
ICPUSDT-5m,prevBear,MKT,1.0,mid,17875,-17.14,-10.14,-10.6,-9.7,0.437,0.56,False
ICPUSDT-5m,smaBelow,MKT,1.0,mid,16589,-16.91,-9.91,-10.3,-9.5,0.441,0.57,False
ICPUSDT-5m,C3_w8q,MKT,1.0,mid,12596,-17.36,-10.36,-10.8,-9.9,0.406,0.48,False
ICPUSDT-5m,C6_w9dip,MKT,1.0,mid,9390,-15.96,-8.96,-9.5,-8.4,0.407,0.63,False
ICPUSDT-5m,CQ7_w78q,MKT,1.0,mid,5488,-18.78,-11.78,-12.4,-11.2,0.462,0.39,False
ICPUSDT-5m,ALL,MKT,1.5,low,37196,-15.69,-8.69,-9.1,-8.3,0.412,0.71,False
ICPUSDT-5m,quiet,MKT,1.5,low,13969,-15.91,-8.91,-9.4,-8.4,0.406,0.63,False
ICPUSDT-5m,uwd78,MKT,1.5,low,14902,-17.09,-10.09,-10.7,-9.5,0.485,0.64,False
ICPUSDT-5m,uwd79,MKT,1.5,low,26095,-16.62,-9.62,-10.0,-9.2,0.447,0.66,False
ICPUSDT-5m,prevBear,MKT,1.5,low,17875,-15.33,-8.33,-8.9,-7.8,0.419,0.72,False
ICPUSDT-5m,smaBelow,MKT,1.5,low,16589,-14.93,-7.93,-8.5,-7.4,0.426,0.74,False
ICPUSDT-5m,C3_w8q,MKT,1.5,low,12596,-15.7,-8.7,-9.2,-8.2,0.396,0.64,False
ICPUSDT-5m,C6_w9dip,MKT,1.5,low,9390,-13.93,-6.93,-7.6,-6.2,0.381,0.8,False
ICPUSDT-5m,CQ7_w78q,MKT,1.5,low,5488,-17.09,-10.09,-10.8,-9.4,0.471,0.55,False
ICPUSDT-5m,ALL,MKT,1.5,mid,37196,-15.59,-8.59,-8.9,-8.3,0.394,0.7,False
ICPUSDT-5m,quiet,MKT,1.5,mid,13969,-15.85,-8.85,-9.3,-8.4,0.388,0.62,False
ICPUSDT-5m,uwd78,MKT,1.5,mid,14902,-16.99,-9.99,-10.6,-9.4,0.458,0.63,False
ICPUSDT-5m,uwd79,MKT,1.5,mid,26095,-16.51,-9.51,-9.9,-9.1,0.425,0.65,False
ICPUSDT-5m,prevBear,MKT,1.5,mid,17875,-15.22,-8.22,-8.7,-7.7,0.401,0.72,False
ICPUSDT-5m,smaBelow,MKT,1.5,mid,16589,-14.92,-7.92,-8.4,-7.4,0.406,0.73,False
ICPUSDT-5m,C3_w8q,MKT,1.5,mid,12596,-15.63,-8.63,-9.1,-8.2,0.379,0.63,False
ICPUSDT-5m,C6_w9dip,MKT,1.5,mid,9390,-13.9,-6.9,-7.6,-6.2,0.366,0.79,False
ICPUSDT-5m,CQ7_w78q,MKT,1.5,mid,5488,-17.08,-10.08,-10.8,-9.4,0.445,0.54,False
ICPUSDT-5m,ALL,PB,1.0,low,31395,-12.35,-5.35,-5.5,-5.2,0.115,0.71,False
ICPUSDT-5m,quiet,PB,1.0,low,12077,-12.32,-5.32,-5.5,-5.1,0.101,0.63,False
ICPUSDT-5m,uwd78,PB,1.0,low,12140,-12.53,-5.53,-5.9,-5.2,0.161,0.74,False
ICPUSDT-5m,uwd79,PB,1.0,low,21479,-12.49,-5.49,-5.7,-5.3,0.139,0.72,False
ICPUSDT-5m,prevBear,PB,1.0,low,15046,-12.26,-5.26,-5.5,-5.0,0.117,0.73,False
ICPUSDT-5m,smaBelow,PB,1.0,low,13938,-12.23,-5.23,-5.5,-5.0,0.126,0.74,False
ICPUSDT-5m,C3_w8q,PB,1.0,low,10928,-12.32,-5.32,-5.5,-5.1,0.094,0.62,False
ICPUSDT-5m,C6_w9dip,PB,1.0,low,8058,-12.08,-5.08,-5.4,-4.8,0.095,0.73,False
ICPUSDT-5m,CQ7_w78q,PB,1.0,low,4637,-12.63,-5.63,-6.0,-5.3,0.144,0.65,False
ICPUSDT-5m,ALL,PB,1.0,mid,31395,-12.0,-5.0,-5.1,-4.9,0.059,0.64,False
ICPUSDT-5m,quiet,PB,1.0,mid,12077,-11.99,-4.99,-5.1,-4.9,0.05,0.53,False
ICPUSDT-5m,uwd78,PB,1.0,mid,12140,-12.29,-5.29,-5.5,-5.1,0.083,0.64,False
ICPUSDT-5m,uwd79,PB,1.0,mid,21479,-12.14,-5.14,-5.3,-5.0,0.072,0.64,False
ICPUSDT-5m,prevBear,PB,1.0,mid,15046,-12.0,-5.0,-5.2,-4.8,0.059,0.64,False
ICPUSDT-5m,smaBelow,PB,1.0,mid,13938,-12.0,-5.0,-5.2,-4.8,0.065,0.65,False
ICPUSDT-5m,C3_w8q,PB,1.0,mid,10928,-11.94,-4.94,-5.1,-4.8,0.046,0.54,False
ICPUSDT-5m,C6_w9dip,PB,1.0,mid,8058,-11.84,-4.84,-5.0,-4.7,0.047,0.63,False
ICPUSDT-5m,CQ7_w78q,PB,1.0,mid,4637,-12.31,-5.31,-5.5,-5.1,0.072,0.53,False
ICPUSDT-5m,ALL,PB,1.5,low,31395,-12.33,-5.33,-5.5,-5.1,0.096,0.73,False
ICPUSDT-5m,quiet,PB,1.5,low,12077,-12.27,-5.27,-5.5,-5.0,0.085,0.67,False
ICPUSDT-5m,uwd78,PB,1.5,low,12140,-12.55,-5.55,-5.9,-5.2,0.138,0.75,False
ICPUSDT-5m,uwd79,PB,1.5,low,21479,-12.5,-5.5,-5.7,-5.2,0.118,0.74,False
ICPUSDT-5m,prevBear,PB,1.5,low,15046,-12.26,-5.26,-5.5,-5.0,0.097,0.75,False
ICPUSDT-5m,smaBelow,PB,1.5,low,13938,-12.21,-5.21,-5.5,-4.9,0.106,0.76,False
ICPUSDT-5m,C3_w8q,PB,1.5,low,10928,-12.22,-5.22,-5.4,-5.0,0.08,0.67,False
ICPUSDT-5m,C6_w9dip,PB,1.5,low,8058,-12.0,-5.0,-5.4,-4.6,0.077,0.76,False
ICPUSDT-5m,CQ7_w78q,PB,1.5,low,4637,-12.54,-5.54,-5.9,-5.1,0.126,0.68,False
ICPUSDT-5m,ALL,PB,1.5,mid,31395,-11.92,-4.92,-5.0,-4.8,0.049,0.68,False
ICPUSDT-5m,quiet,PB,1.5,mid,12077,-11.87,-4.87,-5.0,-4.7,0.042,0.6,False
ICPUSDT-5m,uwd78,PB,1.5,mid,12140,-12.2,-5.2,-5.4,-4.9,0.071,0.68,False
ICPUSDT-5m,uwd79,PB,1.5,mid,21479,-12.08,-5.08,-5.2,-4.9,0.061,0.67,False
ICPUSDT-5m,prevBear,PB,1.5,mid,15046,-11.93,-4.93,-5.1,-4.7,0.049,0.67,False
ICPUSDT-5m,smaBelow,PB,1.5,mid,13938,-11.91,-4.91,-5.1,-4.7,0.054,0.69,False
ICPUSDT-5m,C3_w8q,PB,1.5,mid,10928,-11.8,-4.8,-5.0,-4.6,0.04,0.61,False
ICPUSDT-5m,C6_w9dip,PB,1.5,mid,8058,-11.73,-4.73,-5.0,-4.5,0.038,0.69,False
ICPUSDT-5m,CQ7_w78q,PB,1.5,mid,4637,-12.21,-5.21,-5.5,-4.9,0.062,0.58,False
ICPUSDT-15m,ALL,MKT,1.0,low,12953,-21.4,-14.4,-15.4,-13.5,0.444,0.59,False
ICPUSDT-15m,quiet,MKT,1.0,low,5029,-21.95,-14.95,-16.1,-13.8,0.423,0.49,False
ICPUSDT-15m,uwd78,MKT,1.0,low,5209,-23.93,-16.93,-18.4,-15.6,0.503,0.51,False
ICPUSDT-15m,uwd79,MKT,1.0,low,9100,-23.0,-16.0,-17.1,-14.8,0.474,0.54,False
ICPUSDT-15m,prevBear,MKT,1.0,low,6398,-20.42,-13.42,-14.7,-12.2,0.459,0.61,False
ICPUSDT-15m,smaBelow,MKT,1.0,low,5795,-20.37,-13.37,-14.7,-12.1,0.458,0.6,False
ICPUSDT-15m,C3_w8q,MKT,1.0,low,4470,-21.73,-14.73,-16.0,-13.5,0.414,0.5,False
ICPUSDT-15m,C6_w9dip,MKT,1.0,low,3100,-19.54,-12.54,-14.4,-10.8,0.415,0.64,False
ICPUSDT-15m,CQ7_w78q,MKT,1.0,low,2002,-24.98,-17.98,-19.8,-16.1,0.466,0.39,False
ICPUSDT-15m,ALL,MKT,1.0,mid,12953,-21.34,-14.34,-15.2,-13.5,0.416,0.57,False
ICPUSDT-15m,quiet,MKT,1.0,mid,5029,-21.87,-14.87,-16.0,-13.7,0.396,0.47,False
ICPUSDT-15m,uwd78,MKT,1.0,mid,5209,-23.81,-16.81,-18.2,-15.5,0.467,0.5,False
ICPUSDT-15m,uwd79,MKT,1.0,mid,9100,-22.98,-15.98,-17.1,-14.9,0.441,0.53,False
ICPUSDT-15m,prevBear,MKT,1.0,mid,6398,-20.65,-13.65,-14.9,-12.4,0.43,0.59,False
ICPUSDT-15m,smaBelow,MKT,1.0,mid,5795,-20.7,-13.7,-14.9,-12.4,0.425,0.57,False
ICPUSDT-15m,C3_w8q,MKT,1.0,mid,4470,-21.64,-14.64,-15.8,-13.5,0.387,0.48,False
ICPUSDT-15m,C6_w9dip,MKT,1.0,mid,3100,-19.8,-12.8,-14.6,-11.1,0.39,0.61,False
ICPUSDT-15m,CQ7_w78q,MKT,1.0,mid,2002,-24.64,-17.64,-19.4,-15.9,0.43,0.38,False
ICPUSDT-15m,ALL,MKT,1.5,low,12953,-18.61,-11.61,-12.7,-10.6,0.399,0.72,False
ICPUSDT-15m,quiet,MKT,1.5,low,5029,-19.14,-12.14,-13.4,-10.8,0.389,0.64,False
ICPUSDT-15m,uwd78,MKT,1.5,low,5209,-21.05,-14.05,-15.7,-12.5,0.464,0.65,False
ICPUSDT-15m,uwd79,MKT,1.5,low,9100,-20.16,-13.16,-14.5,-11.9,0.432,0.67,False
ICPUSDT-15m,prevBear,MKT,1.5,low,6398,-17.74,-10.74,-12.2,-9.3,0.413,0.74,False
ICPUSDT-15m,smaBelow,MKT,1.5,low,5795,-17.58,-10.58,-12.1,-9.1,0.413,0.74,False
ICPUSDT-15m,C3_w8q,MKT,1.5,low,4470,-18.86,-11.86,-13.3,-10.5,0.379,0.65,False
ICPUSDT-15m,C6_w9dip,MKT,1.5,low,3100,-16.26,-9.26,-11.4,-7.2,0.37,0.79,False
ICPUSDT-15m,CQ7_w78q,MKT,1.5,low,2002,-22.48,-15.48,-17.5,-13.5,0.436,0.52,False
ICPUSDT-15m,ALL,MKT,1.5,mid,12953,-18.39,-11.39,-12.4,-10.4,0.376,0.71,False
ICPUSDT-15m,quiet,MKT,1.5,mid,5029,-19.02,-12.02,-13.2,-10.7,0.365,0.62,False
