series,cond,entry,f,sl,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,pf,sig_maker
ICPUSDT-15m,uwd78,MKT,1.5,mid,5209,-20.87,-13.87,-15.4,-12.4,0.432,0.64,False
ICPUSDT-15m,uwd79,MKT,1.5,mid,9100,-20.0,-13.0,-14.3,-11.8,0.404,0.66,False
ICPUSDT-15m,prevBear,MKT,1.5,mid,6398,-17.69,-10.69,-12.1,-9.3,0.389,0.73,False
ICPUSDT-15m,smaBelow,MKT,1.5,mid,5795,-17.74,-10.74,-12.2,-9.3,0.385,0.72,False
ICPUSDT-15m,C3_w8q,MKT,1.5,mid,4470,-18.72,-11.72,-13.1,-10.4,0.357,0.64,False
ICPUSDT-15m,C6_w9dip,MKT,1.5,mid,3100,-16.39,-9.39,-11.4,-7.4,0.348,0.77,False
ICPUSDT-15m,CQ7_w78q,MKT,1.5,mid,2002,-22.11,-15.11,-17.1,-13.2,0.405,0.51,False
ICPUSDT-15m,ALL,PB,1.0,low,11229,-12.82,-5.82,-6.3,-5.3,0.141,0.79,False
ICPUSDT-15m,quiet,PB,1.0,low,4477,-13.0,-6.0,-6.6,-5.4,0.134,0.71,False
ICPUSDT-15m,uwd78,PB,1.0,low,4380,-12.46,-5.46,-6.3,-4.5,0.198,0.86,False
ICPUSDT-15m,uwd79,PB,1.0,low,7731,-12.75,-5.75,-6.4,-5.1,0.171,0.82,False
ICPUSDT-15m,prevBear,PB,1.0,low,5555,-12.01,-5.01,-5.7,-4.2,0.149,0.88,False
ICPUSDT-15m,smaBelow,PB,1.0,low,5046,-12.5,-5.5,-6.2,-4.8,0.157,0.82,False
ICPUSDT-15m,C3_w8q,PB,1.0,low,3999,-12.89,-5.89,-6.5,-5.3,0.131,0.72,False
ICPUSDT-15m,C6_w9dip,PB,1.0,low,2751,-12.96,-5.96,-6.8,-5.0,0.113,0.74,False
ICPUSDT-15m,CQ7_w78q,PB,1.0,low,1755,-13.19,-6.19,-7.2,-5.1,0.195,0.75,False
ICPUSDT-15m,ALL,PB,1.0,mid,11229,-12.82,-5.82,-6.1,-5.5,0.071,0.65,False
ICPUSDT-15m,quiet,PB,1.0,mid,4477,-12.78,-5.78,-6.1,-5.4,0.067,0.57,False
ICPUSDT-15m,uwd78,PB,1.0,mid,4380,-12.94,-5.94,-6.5,-5.3,0.102,0.7,False
ICPUSDT-15m,uwd79,PB,1.0,mid,7731,-12.89,-5.89,-6.3,-5.4,0.088,0.68,False
ICPUSDT-15m,prevBear,PB,1.0,mid,5555,-12.37,-5.37,-5.8,-4.8,0.076,0.72,False
ICPUSDT-15m,smaBelow,PB,1.0,mid,5046,-12.62,-5.62,-6.1,-5.1,0.08,0.68,False
ICPUSDT-15m,C3_w8q,PB,1.0,mid,3999,-12.74,-5.74,-6.1,-5.4,0.065,0.57,False
ICPUSDT-15m,C6_w9dip,PB,1.0,mid,2751,-12.59,-5.59,-6.2,-5.0,0.056,0.64,False
ICPUSDT-15m,CQ7_w78q,PB,1.0,mid,1755,-13.48,-6.48,-7.1,-5.8,0.092,0.54,False
ICPUSDT-15m,ALL,PB,1.5,low,11229,-13.15,-6.15,-6.7,-5.6,0.116,0.77,False
ICPUSDT-15m,quiet,PB,1.5,low,4477,-13.08,-6.08,-6.7,-5.5,0.112,0.72,False
ICPUSDT-15m,uwd78,PB,1.5,low,4380,-12.8,-5.8,-6.8,-4.7,0.168,0.84,False
ICPUSDT-15m,uwd79,PB,1.5,low,7731,-13.01,-6.01,-6.8,-5.3,0.143,0.81,False
ICPUSDT-15m,prevBear,PB,1.5,low,5555,-12.64,-5.64,-6.4,-4.9,0.121,0.82,False
ICPUSDT-15m,smaBelow,PB,1.5,low,5046,-12.68,-5.68,-6.5,-4.8,0.13,0.82,False
ICPUSDT-15m,C3_w8q,PB,1.5,low,3999,-13.05,-6.05,-6.7,-5.4,0.107,0.72,False
ICPUSDT-15m,C6_w9dip,PB,1.5,low,2751,-13.17,-6.17,-7.1,-5.1,0.089,0.73,False
ICPUSDT-15m,CQ7_w78q,PB,1.5,low,1755,-13.53,-6.53,-7.7,-5.4,0.164,0.73,False
ICPUSDT-15m,ALL,PB,1.5,mid,11229,-12.84,-5.84,-6.2,-5.4,0.058,0.66,False
ICPUSDT-15m,quiet,PB,1.5,mid,4477,-12.56,-5.56,-6.0,-5.1,0.058,0.63,False
ICPUSDT-15m,uwd78,PB,1.5,mid,4380,-12.98,-5.98,-6.7,-5.3,0.086,0.71,False
ICPUSDT-15m,uwd79,PB,1.5,mid,7731,-12.95,-5.95,-6.4,-5.5,0.073,0.68,False
ICPUSDT-15m,prevBear,PB,1.5,mid,5555,-12.47,-5.47,-6.0,-4.9,0.063,0.72,False
ICPUSDT-15m,smaBelow,PB,1.5,mid,5046,-12.58,-5.58,-6.1,-5.0,0.067,0.7,False
ICPUSDT-15m,C3_w8q,PB,1.5,mid,3999,-12.56,-5.56,-6.0,-5.1,0.055,0.62,False
ICPUSDT-15m,C6_w9dip,PB,1.5,mid,2751,-12.6,-5.6,-6.2,-4.9,0.045,0.64,False
ICPUSDT-15m,CQ7_w78q,PB,1.5,mid,1755,-13.14,-6.14,-6.9,-5.4,0.083,0.61,False
ICPUSDT-30m,ALL,MKT,1.0,low,6512,-22.96,-15.96,-17.6,-14.3,0.431,0.64,False
ICPUSDT-30m,quiet,MKT,1.0,low,2668,-25.0,-18.0,-20.0,-16.0,0.412,0.51,False
ICPUSDT-30m,uwd78,MKT,1.0,low,2606,-26.01,-19.01,-21.6,-16.4,0.486,0.57,False
ICPUSDT-30m,uwd79,MKT,1.0,low,4569,-24.12,-17.12,-19.0,-15.2,0.465,0.61,False
ICPUSDT-30m,prevBear,MKT,1.0,low,3289,-21.35,-14.35,-16.5,-12.1,0.445,0.67,False
ICPUSDT-30m,smaBelow,MKT,1.0,low,3011,-21.62,-14.62,-16.8,-12.3,0.443,0.65,False
ICPUSDT-30m,C3_w8q,MKT,1.0,low,2392,-24.61,-17.61,-19.8,-15.5,0.404,0.53,False
ICPUSDT-30m,C6_w9dip,MKT,1.0,low,1589,-19.14,-12.14,-15.5,-8.8,0.411,0.73,False
ICPUSDT-30m,CQ7_w78q,MKT,1.0,low,1070,-26.16,-19.16,-22.2,-16.1,0.467,0.48,False
ICPUSDT-30m,ALL,MKT,1.0,mid,6512,-22.89,-15.89,-17.5,-14.3,0.397,0.62,False
ICPUSDT-30m,quiet,MKT,1.0,mid,2668,-24.68,-17.68,-19.6,-15.8,0.382,0.5,False
ICPUSDT-30m,uwd78,MKT,1.0,mid,2606,-25.73,-18.73,-21.2,-16.1,0.443,0.55,False
ICPUSDT-30m,uwd79,MKT,1.0,mid,4569,-24.21,-17.21,-19.1,-15.3,0.424,0.59,False
ICPUSDT-30m,prevBear,MKT,1.0,mid,3289,-21.32,-14.32,-16.4,-12.1,0.412,0.66,False
ICPUSDT-30m,smaBelow,MKT,1.0,mid,3011,-21.8,-14.8,-17.0,-12.7,0.404,0.62,False
ICPUSDT-30m,C3_w8q,MKT,1.0,mid,2392,-24.28,-17.28,-19.4,-15.2,0.377,0.51,False
ICPUSDT-30m,C6_w9dip,MKT,1.0,mid,1589,-19.76,-12.76,-15.9,-9.5,0.377,0.7,False
ICPUSDT-30m,CQ7_w78q,MKT,1.0,mid,1070,-25.9,-18.9,-21.8,-16.0,0.427,0.46,False
ICPUSDT-30m,ALL,MKT,1.5,low,6512,-18.88,-11.88,-13.7,-10.0,0.389,0.78,False
ICPUSDT-30m,quiet,MKT,1.5,low,2668,-21.04,-14.04,-16.4,-11.8,0.379,0.67,False
ICPUSDT-30m,uwd78,MKT,1.5,low,2606,-22.1,-15.1,-18.2,-12.3,0.448,0.7,False
ICPUSDT-30m,uwd79,MKT,1.5,low,4569,-19.86,-12.86,-15.2,-10.6,0.427,0.76,False
ICPUSDT-30m,prevBear,MKT,1.5,low,3289,-16.66,-9.66,-12.3,-7.0,0.404,0.83,False
ICPUSDT-30m,smaBelow,MKT,1.5,low,3011,-17.46,-10.46,-13.1,-7.8,0.401,0.8,False
ICPUSDT-30m,C3_w8q,MKT,1.5,low,2392,-20.59,-13.59,-16.1,-11.0,0.372,0.68,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,low,1589,-14.67,-7.67,-11.5,-3.8,0.367,0.89,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,low,1070,-22.91,-15.91,-19.4,-12.4,0.436,0.61,False
ICPUSDT-30m,ALL,MKT,1.5,mid,6512,-18.43,-11.43,-13.2,-9.6,0.36,0.78,False
ICPUSDT-30m,quiet,MKT,1.5,mid,2668,-20.84,-13.84,-16.0,-11.7,0.351,0.65,False
ICPUSDT-30m,uwd78,MKT,1.5,mid,2606,-21.85,-14.85,-17.6,-12.2,0.408,0.69,False
ICPUSDT-30m,uwd79,MKT,1.5,mid,4569,-19.56,-12.56,-14.8,-10.4,0.392,0.75,False
ICPUSDT-30m,prevBear,MKT,1.5,mid,3289,-16.52,-9.52,-12.0,-7.0,0.375,0.83,False
ICPUSDT-30m,smaBelow,MKT,1.5,mid,3011,-17.25,-10.25,-12.8,-7.8,0.369,0.79,False
ICPUSDT-30m,C3_w8q,MKT,1.5,mid,2392,-20.41,-13.41,-15.9,-11.0,0.346,0.67,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,mid,1589,-14.79,-7.79,-11.4,-4.1,0.339,0.88,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,mid,1070,-22.84,-15.84,-19.2,-12.5,0.397,0.6,False
ICPUSDT-30m,ALL,PB,1.0,low,5813,-12.61,-5.61,-6.6,-4.6,0.176,0.88,False
ICPUSDT-30m,quiet,PB,1.0,low,2445,-12.51,-5.51,-6.7,-4.3,0.175,0.86,False
ICPUSDT-30m,uwd78,PB,1.0,low,2257,-12.66,-5.66,-7.5,-3.8,0.228,0.89,False
ICPUSDT-30m,uwd79,PB,1.0,low,4012,-12.52,-5.52,-6.8,-4.2,0.206,0.89,False
ICPUSDT-30m,prevBear,PB,1.0,low,2946,-11.55,-4.55,-6.0,-3.0,0.18,0.96,False
ICPUSDT-30m,smaBelow,PB,1.0,low,2714,-13.29,-6.29,-7.7,-4.9,0.181,0.82,False
ICPUSDT-30m,C3_w8q,PB,1.0,low,2197,-12.53,-5.53,-6.7,-4.3,0.168,0.85,False
ICPUSDT-30m,C6_w9dip,PB,1.0,low,1457,-12.23,-5.23,-7.2,-3.1,0.157,0.9,False
ICPUSDT-30m,CQ7_w78q,PB,1.0,low,955,-11.88,-4.88,-6.9,-2.8,0.232,0.93,False
ICPUSDT-30m,ALL,PB,1.0,mid,5813,-12.04,-5.04,-5.7,-4.3,0.095,0.86,False
ICPUSDT-30m,quiet,PB,1.0,mid,2445,-12.54,-5.54,-6.4,-4.7,0.087,0.76,False
ICPUSDT-30m,uwd78,PB,1.0,mid,2257,-12.33,-5.33,-6.7,-4.0,0.123,0.85,False
ICPUSDT-30m,uwd79,PB,1.0,mid,4012,-12.26,-5.26,-6.2,-4.3,0.112,0.85,False
ICPUSDT-30m,prevBear,PB,1.0,mid,2946,-11.72,-4.72,-5.7,-3.7,0.095,0.9,False
ICPUSDT-30m,smaBelow,PB,1.0,mid,2714,-12.53,-5.53,-6.6,-4.6,0.1,0.8,False
ICPUSDT-30m,C3_w8q,PB,1.0,mid,2197,-12.57,-5.57,-6.4,-4.7,0.083,0.74,False
ICPUSDT-30m,C6_w9dip,PB,1.0,mid,1457,-12.16,-5.16,-6.5,-3.6,0.084,0.83,False
ICPUSDT-30m,CQ7_w78q,PB,1.0,mid,955,-12.28,-5.28,-6.7,-3.7,0.116,0.82,False
ICPUSDT-30m,ALL,PB,1.5,low,5813,-12.67,-5.67,-6.8,-4.5,0.143,0.88,False
ICPUSDT-30m,quiet,PB,1.5,low,2445,-12.32,-5.32,-6.7,-3.9,0.144,0.88,False
ICPUSDT-30m,uwd78,PB,1.5,low,2257,-12.93,-5.93,-7.9,-3.8,0.189,0.88,False
ICPUSDT-30m,uwd79,PB,1.5,low,4012,-12.65,-5.65,-7.1,-4.1,0.17,0.89,False
ICPUSDT-30m,prevBear,PB,1.5,low,2946,-11.16,-4.16,-5.9,-2.5,0.15,0.99,False
ICPUSDT-30m,smaBelow,PB,1.5,low,2714,-13.24,-6.24,-7.8,-4.5,0.149,0.84,False
ICPUSDT-30m,C3_w8q,PB,1.5,low,2197,-12.41,-5.41,-6.8,-3.9,0.137,0.87,False
ICPUSDT-30m,C6_w9dip,PB,1.5,low,1457,-12.21,-5.21,-7.5,-2.7,0.128,0.91,False
ICPUSDT-30m,CQ7_w78q,PB,1.5,low,955,-11.58,-4.58,-6.8,-2.1,0.197,0.95,False
ICPUSDT-30m,ALL,PB,1.5,mid,5813,-11.72,-4.72,-5.6,-3.8,0.078,0.91,False
ICPUSDT-30m,quiet,PB,1.5,mid,2445,-12.33,-5.33,-6.3,-4.4,0.071,0.8,False
ICPUSDT-30m,uwd78,PB,1.5,mid,2257,-12.1,-5.1,-6.5,-3.6,0.103,0.88,False
ICPUSDT-30m,uwd79,PB,1.5,mid,4012,-11.88,-4.88,-5.9,-3.8,0.093,0.9,False
ICPUSDT-30m,prevBear,PB,1.5,mid,2946,-11.17,-4.17,-5.4,-2.9,0.08,0.98,False
ICPUSDT-30m,smaBelow,PB,1.5,mid,2714,-12.2,-5.2,-6.3,-4.0,0.084,0.85,False
ICPUSDT-30m,C3_w8q,PB,1.5,mid,2197,-12.49,-5.49,-6.5,-4.4,0.066,0.77,False
ICPUSDT-30m,C6_w9dip,PB,1.5,mid,1457,-11.94,-4.94,-6.6,-3.1,0.069,0.87,False
ICPUSDT-30m,CQ7_w78q,PB,1.5,mid,955,-11.81,-4.81,-6.4,-3.0,0.099,0.89,False
ICPUSDT-1h,ALL,MKT,1.0,low,3260,-29.64,-22.64,-26.1,-19.1,0.427,0.61,False
ICPUSDT-1h,quiet,MKT,1.0,low,1253,-31.98,-24.98,-29.2,-20.7,0.393,0.49,False
ICPUSDT-1h,uwd78,MKT,1.0,low,1302,-37.31,-30.31,-35.7,-24.8,0.466,0.51,False
ICPUSDT-1h,uwd79,MKT,1.0,low,2281,-33.02,-26.02,-30.1,-21.7,0.452,0.56,False
ICPUSDT-1h,prevBear,MKT,1.0,low,1608,-27.69,-20.69,-25.2,-16.0,0.446,0.64,False
ICPUSDT-1h,smaBelow,MKT,1.0,low,1490,-28.47,-21.47,-26.0,-17.1,0.44,0.61,False
ICPUSDT-1h,C3_w8q,MKT,1.0,low,1130,-31.5,-24.5,-28.9,-20.1,0.388,0.5,False
ICPUSDT-1h,C6_w9dip,MKT,1.0,low,748,-25.05,-18.05,-25.0,-11.4,0.406,0.69,False
ICPUSDT-1h,CQ7_w78q,MKT,1.0,low,498,-34.14,-27.14,-34.0,-20.4,0.442,0.45,False
ICPUSDT-1h,ALL,MKT,1.0,mid,3260,-29.79,-22.79,-26.1,-19.4,0.388,0.59,False
ICPUSDT-1h,quiet,MKT,1.0,mid,1253,-32.7,-25.7,-29.7,-21.7,0.348,0.45,False
ICPUSDT-1h,uwd78,MKT,1.0,mid,1302,-36.58,-29.58,-34.7,-24.3,0.425,0.49,False
ICPUSDT-1h,uwd79,MKT,1.0,mid,2281,-32.96,-25.96,-30.0,-22.0,0.409,0.54,False
ICPUSDT-1h,prevBear,MKT,1.0,mid,1608,-27.73,-20.73,-25.1,-16.2,0.408,0.62,False
ICPUSDT-1h,smaBelow,MKT,1.0,mid,1490,-28.73,-21.73,-26.0,-17.5,0.399,0.58,False
ICPUSDT-1h,C3_w8q,MKT,1.0,mid,1130,-31.92,-24.92,-29.3,-20.7,0.344,0.46,False
ICPUSDT-1h,C6_w9dip,MKT,1.0,mid,748,-26.3,-19.3,-25.8,-12.9,0.364,0.64,False
ICPUSDT-1h,CQ7_w78q,MKT,1.0,mid,498,-35.21,-28.21,-34.6,-21.9,0.392,0.41,False
ICPUSDT-1h,ALL,MKT,1.5,low,3260,-24.74,-17.74,-21.8,-13.7,0.381,0.74,False
ICPUSDT-1h,quiet,MKT,1.5,low,1253,-26.13,-19.13,-23.9,-14.4,0.358,0.64,False
ICPUSDT-1h,uwd78,MKT,1.5,low,1302,-33.66,-26.66,-33.0,-20.5,0.426,0.61,False
ICPUSDT-1h,uwd79,MKT,1.5,low,2281,-29.21,-22.21,-27.1,-17.5,0.407,0.67,False
ICPUSDT-1h,prevBear,MKT,1.5,low,1608,-22.38,-15.38,-20.7,-10.0,0.397,0.77,False
ICPUSDT-1h,smaBelow,MKT,1.5,low,1490,-22.41,-15.41,-20.6,-10.2,0.398,0.76,False
ICPUSDT-1h,C3_w8q,MKT,1.5,low,1130,-25.66,-18.66,-23.7,-13.7,0.353,0.65,False
ICPUSDT-1h,C6_w9dip,MKT,1.5,low,748,-19.54,-12.54,-20.4,-4.4,0.361,0.82,False
ICPUSDT-1h,CQ7_w78q,MKT,1.5,low,498,-28.84,-21.84,-29.3,-14.6,0.412,0.6,False
ICPUSDT-1h,ALL,MKT,1.5,mid,3260,-24.63,-17.63,-21.6,-13.8,0.349,0.72,False
ICPUSDT-1h,quiet,MKT,1.5,mid,1253,-26.9,-19.9,-24.5,-15.3,0.322,0.61,False
ICPUSDT-1h,uwd78,MKT,1.5,mid,1302,-32.79,-25.79,-31.9,-19.9,0.39,0.6,False
ICPUSDT-1h,uwd79,MKT,1.5,mid,2281,-28.75,-21.75,-26.2,-17.2,0.373,0.65,False
ICPUSDT-1h,prevBear,MKT,1.5,mid,1608,-22.59,-15.59,-20.6,-10.5,0.363,0.75,False
ICPUSDT-1h,smaBelow,MKT,1.5,mid,1490,-22.41,-15.41,-20.3,-10.4,0.362,0.74,False
ICPUSDT-1h,C3_w8q,MKT,1.5,mid,1130,-26.08,-19.08,-23.9,-14.4,0.318,0.62,False
ICPUSDT-1h,C6_w9dip,MKT,1.5,mid,748,-20.72,-13.72,-21.1,-5.9,0.324,0.78,False
ICPUSDT-1h,CQ7_w78q,MKT,1.5,mid,498,-30.4,-23.4,-30.7,-16.4,0.365,0.54,False
ICPUSDT-1h,ALL,PB,1.0,low,2943,-11.89,-4.89,-7.0,-2.8,0.191,0.95,False
ICPUSDT-1h,quiet,PB,1.0,low,1164,-13.78,-6.78,-9.0,-4.3,0.182,0.82,False
ICPUSDT-1h,uwd78,PB,1.0,low,1141,-12.59,-5.59,-9.1,-2.0,0.227,0.93,False
ICPUSDT-1h,uwd79,PB,1.0,low,2029,-12.29,-5.29,-7.7,-2.5,0.214,0.94,False
ICPUSDT-1h,prevBear,PB,1.0,low,1452,-11.75,-4.75,-7.8,-1.6,0.196,0.96,False
ICPUSDT-1h,smaBelow,PB,1.0,low,1359,-13.79,-6.79,-9.5,-4.0,0.196,0.85,False
ICPUSDT-1h,C3_w8q,PB,1.0,low,1053,-14.37,-7.37,-9.8,-4.8,0.177,0.78,False
ICPUSDT-1h,C6_w9dip,PB,1.0,low,691,-12.06,-5.06,-8.8,-1.0,0.164,0.94,False
ICPUSDT-1h,CQ7_w78q,PB,1.0,low,457,-12.34,-5.34,-9.5,-1.1,0.236,0.92,False
ICPUSDT-1h,ALL,PB,1.0,mid,2943,-12.2,-5.2,-6.6,-3.7,0.105,0.89,False
ICPUSDT-1h,quiet,PB,1.0,mid,1164,-13.53,-6.53,-8.1,-4.9,0.096,0.73,False
ICPUSDT-1h,uwd78,PB,1.0,mid,1141,-13.77,-6.77,-9.1,-4.1,0.122,0.8,False
ICPUSDT-1h,uwd79,PB,1.0,mid,2029,-12.51,-5.51,-7.3,-3.5,0.118,0.88,False
ICPUSDT-1h,prevBear,PB,1.0,mid,1452,-11.68,-4.68,-6.8,-2.4,0.11,0.94,False
ICPUSDT-1h,smaBelow,PB,1.0,mid,1359,-13.36,-6.36,-8.2,-4.4,0.107,0.78,False
ICPUSDT-1h,C3_w8q,PB,1.0,mid,1053,-13.54,-6.54,-8.1,-4.8,0.095,0.72,False
ICPUSDT-1h,C6_w9dip,PB,1.0,mid,691,-11.72,-4.72,-7.4,-1.7,0.094,0.93,False
ICPUSDT-1h,CQ7_w78q,PB,1.0,mid,457,-14.15,-7.15,-10.0,-4.2,0.12,0.72,False
ICPUSDT-1h,ALL,PB,1.5,low,2943,-11.77,-4.77,-7.2,-2.3,0.156,0.96,False
ICPUSDT-1h,quiet,PB,1.5,low,1164,-12.47,-5.47,-8.2,-2.4,0.155,0.91,False
ICPUSDT-1h,uwd78,PB,1.5,low,1141,-13.67,-6.67,-10.6,-2.4,0.189,0.89,False
ICPUSDT-1h,uwd79,PB,1.5,low,2029,-12.38,-5.38,-8.2,-2.2,0.179,0.94,False
ICPUSDT-1h,prevBear,PB,1.5,low,1452,-12.1,-5.1,-8.8,-1.6,0.16,0.95,False
ICPUSDT-1h,smaBelow,PB,1.5,low,1359,-12.87,-5.87,-9.0,-2.6,0.168,0.9,False
ICPUSDT-1h,C3_w8q,PB,1.5,low,1053,-12.79,-5.79,-8.5,-2.6,0.151,0.89,False
ICPUSDT-1h,C6_w9dip,PB,1.5,low,691,-9.98,-2.98,-7.7,2.4,0.139,1.06,False
ICPUSDT-1h,CQ7_w78q,PB,1.5,low,457,-10.91,-3.91,-8.8,1.2,0.208,1.0,False
ICPUSDT-1h,ALL,PB,1.5,mid,2943,-11.75,-4.75,-6.4,-3.1,0.086,0.93,False
ICPUSDT-1h,quiet,PB,1.5,mid,1164,-12.26,-5.26,-7.2,-3.2,0.086,0.87,False
ICPUSDT-1h,uwd78,PB,1.5,mid,1141,-13.96,-6.96,-9.6,-4.2,0.101,0.79,False
ICPUSDT-1h,uwd79,PB,1.5,mid,2029,-12.08,-5.08,-7.2,-2.8,0.098,0.92,False
ICPUSDT-1h,prevBear,PB,1.5,mid,1452,-11.4,-4.4,-6.9,-1.8,0.09,0.97,False
ICPUSDT-1h,smaBelow,PB,1.5,mid,1359,-12.07,-5.07,-7.2,-2.7,0.094,0.9,False
ICPUSDT-1h,C3_w8q,PB,1.5,mid,1053,-12.12,-5.12,-7.1,-3.0,0.085,0.88,False
ICPUSDT-1h,C6_w9dip,PB,1.5,mid,691,-10.08,-3.08,-6.4,0.9,0.082,1.09,False
ICPUSDT-1h,CQ7_w78q,PB,1.5,mid,457,-13.12,-6.12,-9.4,-2.5,0.107,0.82,False
ICPUSDT-4h,ALL,MKT,1.0,low,819,-46.83,-39.83,-52.3,-27.9,0.399,0.62,False
ICPUSDT-4h,quiet,MKT,1.0,low,317,-56.02,-49.02,-64.3,-32.7,0.375,0.47,False
ICPUSDT-4h,uwd78,MKT,1.0,low,327,-69.24,-62.24,-82.1,-41.1,0.416,0.47,False
ICPUSDT-4h,uwd79,MKT,1.0,low,573,-55.17,-48.17,-62.5,-33.1,0.414,0.56,False
ICPUSDT-4h,prevBear,MKT,1.0,low,385,-41.38,-34.38,-52.7,-16.0,0.418,0.66,False
ICPUSDT-4h,smaBelow,MKT,1.0,low,377,-56.31,-49.31,-66.9,-32.9,0.371,0.51,False
ICPUSDT-4h,C3_w8q,MKT,1.0,low,284,-60.48,-53.48,-69.6,-37.1,0.345,0.43,False
ICPUSDT-4h,C6_w9dip,MKT,1.0,low,199,-24.82,-17.82,-39.5,3.9,0.382,0.81,False
ICPUSDT-4h,CQ7_w78q,MKT,1.0,low,133,-70.16,-63.16,-92.1,-36.7,0.383,0.4,False
ICPUSDT-4h,ALL,MKT,1.0,mid,819,-47.2,-40.2,-52.0,-28.8,0.357,0.6,False
ICPUSDT-4h,quiet,MKT,1.0,mid,317,-55.21,-48.21,-62.9,-32.4,0.331,0.45,False
ICPUSDT-4h,uwd78,MKT,1.0,mid,327,-70.59,-63.59,-82.1,-43.7,0.364,0.44,False
ICPUSDT-4h,uwd79,MKT,1.0,mid,573,-56.65,-49.65,-63.4,-35.4,0.366,0.53,False
ICPUSDT-4h,prevBear,MKT,1.0,mid,385,-38.67,-31.67,-49.5,-14.2,0.382,0.67,False
ICPUSDT-4h,smaBelow,MKT,1.0,mid,377,-52.84,-45.84,-62.4,-30.1,0.334,0.51,False
ICPUSDT-4h,C3_w8q,MKT,1.0,mid,284,-57.82,-50.82,-66.0,-34.9,0.303,0.42,False
ICPUSDT-4h,C6_w9dip,MKT,1.0,mid,199,-20.7,-13.7,-34.7,7.5,0.357,0.86,False
ICPUSDT-4h,CQ7_w78q,MKT,1.0,mid,133,-72.38,-65.38,-92.6,-39.6,0.323,0.35,False
ICPUSDT-4h,ALL,MKT,1.5,low,819,-33.72,-26.72,-41.5,-12.5,0.36,0.78,False
ICPUSDT-4h,quiet,MKT,1.5,low,317,-46.16,-39.16,-56.7,-20.0,0.341,0.6,False
ICPUSDT-4h,uwd78,MKT,1.5,low,327,-57.2,-50.2,-73.2,-26.2,0.382,0.61,False
ICPUSDT-4h,uwd79,MKT,1.5,low,573,-45.47,-38.47,-55.4,-21.4,0.372,0.68,False
ICPUSDT-4h,prevBear,MKT,1.5,low,385,-29.78,-22.78,-44.5,-1.7,0.377,0.81,False
ICPUSDT-4h,smaBelow,MKT,1.5,low,377,-47.25,-40.25,-59.4,-21.3,0.329,0.63,False
ICPUSDT-4h,C3_w8q,MKT,1.5,low,284,-53.67,-46.67,-65.0,-28.6,0.306,0.53,False
ICPUSDT-4h,C6_w9dip,MKT,1.5,low,199,-13.8,-6.8,-33.1,20.5,0.337,0.97,False
ICPUSDT-4h,CQ7_w78q,MKT,1.5,low,133,-54.6,-47.6,-80.3,-16.0,0.368,0.57,False
ICPUSDT-4h,ALL,MKT,1.5,mid,819,-35.99,-28.99,-42.5,-15.4,0.317,0.74,False
ICPUSDT-4h,quiet,MKT,1.5,mid,317,-46.39,-39.39,-55.7,-21.6,0.297,0.57,False
ICPUSDT-4h,uwd78,MKT,1.5,mid,327,-60.57,-53.57,-74.4,-30.7,0.33,0.56,False
ICPUSDT-4h,uwd79,MKT,1.5,mid,573,-47.7,-40.7,-57.3,-24.3,0.328,0.64,False
ICPUSDT-4h,prevBear,MKT,1.5,mid,385,-26.84,-19.84,-40.5,0.4,0.34,0.82,False
ICPUSDT-4h,smaBelow,MKT,1.5,mid,377,-44.63,-37.63,-56.3,-19.6,0.289,0.63,False
ICPUSDT-4h,C3_w8q,MKT,1.5,mid,284,-50.62,-43.62,-60.7,-26.2,0.268,0.52,False
ICPUSDT-4h,C6_w9dip,MKT,1.5,mid,199,-9.05,-2.05,-27.0,24.6,0.312,1.03,False
ICPUSDT-4h,CQ7_w78q,MKT,1.5,mid,133,-59.62,-52.62,-82.9,-23.2,0.308,0.5,False
ICPUSDT-4h,ALL,PB,1.0,low,757,-14.93,-7.93,-15.9,-0.1,0.198,0.9,False
ICPUSDT-4h,quiet,PB,1.0,low,299,-16.61,-9.61,-20.5,0.7,0.221,0.85,False
ICPUSDT-4h,uwd78,PB,1.0,low,300,-16.14,-9.14,-21.9,4.4,0.23,0.88,False
ICPUSDT-4h,uwd79,PB,1.0,low,526,-16.58,-9.58,-19.7,0.4,0.209,0.87,False
ICPUSDT-4h,prevBear,PB,1.0,low,356,-18.74,-11.74,-22.3,-0.3,0.191,0.81,False
ICPUSDT-4h,smaBelow,PB,1.0,low,356,-20.23,-13.23,-23.4,-2.2,0.191,0.76,False
ICPUSDT-4h,C3_w8q,PB,1.0,low,270,-18.35,-11.35,-21.8,-1.3,0.211,0.79,False
ICPUSDT-4h,C6_w9dip,PB,1.0,low,183,-16.7,-9.7,-24.1,7.4,0.164,0.85,False
ICPUSDT-4h,CQ7_w78q,PB,1.0,low,122,-8.51,-1.51,-20.3,19.1,0.279,1.06,False
ICPUSDT-4h,ALL,PB,1.0,mid,757,-16.99,-9.99,-15.1,-4.6,0.096,0.75,False
ICPUSDT-4h,quiet,PB,1.0,mid,299,-16.16,-9.16,-16.1,-1.9,0.117,0.76,False
