checkpoint_h,tercile,n,P_tp_pct
6,1,106,25.5
6,2,106,36.8
6,3,107,85.0
12,1,106,25.5
12,2,106,36.8
12,3,107,85.0
24,1,106,25.5
24,2,106,36.8
24,3,107,85.0
48,1,106,25.5
48,2,106,36.8
48,3,107,85.0
72,1,106,25.5
72,2,106,36.8
72,3,107,85.0
96,1,106,25.5
96,2,106,36.8
96,3,107,85.0
