hour,P_filled,hazard
0,0.16767742992951976,0.0
1,0.3602688083920669,-1.1485826001955033
2,0.4648418292083265,-0.2902638762511374
3,0.5236846418619898,-0.12658674188998584
4,0.5617111948860842,-0.07261345852895149
5,0.5995738403540403,-0.06740589436825205
6,0.6267824946730044,-0.04537998906506292
7,0.6489100147516801,-0.03530334728033483
8,0.6671037534830355,-0.028037383177569968
9,0.6820193410916243,-0.022358722358722424
10,0.6948041304704147,-0.01874549387166545
11,0.7072611047369284,-0.01792875678226
12,0.718242910998197,-0.015527230590961777
13,0.7282412719226357,-0.01392058420812415
14,0.7359449270611376,-0.010578437992347544
15,0.7457793804294378,-0.013363028953229352
16,0.7520078675626947,-0.008351648351648366
17,0.7606949680380265,-0.011551874455100154
18,0.7659400098344533,-0.006895065718595136
19,0.7731519423045402,-0.009415792852557269
20,0.7798721521062121,-0.008691965232139092
21,0.7862645467956073,-0.008196721311475474
22,0.7918374037043108,-0.007087763185324122
23,0.7960990001639076,-0.005381908507555367
24,0.8018357646287494,-0.007206094296891095
25,0.8079003442058679,-0.00756336876533112
26,0.8133092935584331,-0.0066950699939136256
27,0.8175708900180298,-0.0052398226521563835
28,0.8197016882478282,-0.002606255012028799
29,0.8226520242583183,-0.003599280143971234
30,0.825930175381085,-0.003984857541342883
31,0.8290444189477135,-0.003770589402659332
32,0.8324864776266185,-0.004151838671411523
33,0.8337977380757253,-0.0015751132112621607
34,0.8347811834125554,-0.0011794770984863469
35,0.8370758891984921,-0.0027488709994109334
36,0.8393705949844288,-0.0027413354219698225
37,0.8410096705458122,-0.0019527436047647537
38,0.8419931158826421,-0.0011693626973298323
39,0.844779544336994,-0.003309324508468091
40,0.8462547123422389,-0.0017462165308497076
41,0.8483855105720374,-0.0025179159403448245
42,0.8516636616948041,-0.003863987635239554
43,0.8539583674807408,-0.0026943802925326952
44,0.8562530732666775,-0.0026871401151631253
45,0.8582199639403376,-0.0022970903522205387
46,0.8608424848385511,-0.0030557677616501818
47,0.8624815603999344,-0.001904036557501833
48,0.8641206359613178,-0.0019004180919802935
49,0.8662514341911162,-0.0024658573596357453
50,0.868054417308638,-0.0020813623462631104
51,0.869529585313883,-0.0016993957703927624
52,0.8713325684314047,-0.002073515551366609
53,0.8734633666612031,-0.0024454477050413186
54,0.8747746271103097,-0.0015012197410395642
55,0.8762497951155548,-0.0016863406408094569
56,0.8778888706769382,-0.0018705574261130386
57,0.8795279462383215,-0.0018670649738610206
58,0.8796918537944599,-0.00018635855385766562
59,0.8800196689067366,-0.0003726476616358841
60,0.8808392066874283,-0.0009312721177128871
61,0.88165874446812,-0.000930405656866359
62,0.8834617275856417,-0.002044989775051099
63,0.8849368955908867,-0.0016697588126159686
64,0.8862481560399934,-0.0014817558807186215
65,0.8865759711522702,-0.00036989088218984044
66,0.8873955089329618,-0.0009243852837862475
67,0.8888706769382069,-0.0016623568526043721
68,0.8898541222750369,-0.0011063986723216018
69,0.8906736600557286,-0.0009209799226376521
70,0.8916571053925586,-0.0011041589988958495
71,0.8924766431732503,-0.0009191176470587891
72,0.8934600885100803,-0.001101928374655656
73,0.894279626290772,-0.0009172628875435357
74,0.8949352565153254,-0.0007331378299120706
75,0.896246516964432,-0.0014652014652014353
76,0.8965743320767088,-0.00036576444769576943
77,0.8970660547451238,-0.0005484460694698397
78,0.8980495000819538,-0.001096290882514169
79,0.8983773151942305,-0.0003650301149844478
80,0.8990329454187838,-0.0007297938332420324
81,0.8998524831994755,-0.0009115770282589774
82,0.9003442058678905,-0.0005464480874316982
83,0.9005081134240288,-0.00018204988166749614
84,0.9013276512047206,-0.000910083727703038
85,0.9016554663169972,-0.0003637024913620276
86,0.9021471889854122,-0.0005453553899291081
87,0.9032945418783805,-0.0012718023255813232
88,0.9041140796590723,-0.0009072763563782419
89,0.904933617439764,-0.0009064539521391974
90,0.905425340108179,-0.0005433798224959289
91,0.9060809703327324,-0.0007241129616220596
92,0.9067366005572857,-0.000723589001447102
93,0.9070644156695624,-0.0003615328994939384
94,0.9077200458941157,-0.0007228044813877086
95,0.9082117685625307,-0.0005417118093174473
96,0.9088673987870841,-0.0007218913553510661
