series,cond,entry,f,exit,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
SOLUSDT-30m,ALL,MKT,1.5,low,6817,-18.85,-11.85,-14.2,-9.5,0.388,False
SOLUSDT-30m,quiet,MKT,1.5,low,2764,-17.55,-10.55,-12.9,-8.2,0.402,False
SOLUSDT-30m,uwd78,MKT,1.5,low,2728,-21.55,-14.55,-17.9,-11.2,0.448,False
SOLUSDT-30m,uwd79,MKT,1.5,low,4772,-20.96,-13.96,-16.8,-11.1,0.422,False
SOLUSDT-30m,prevBear,MKT,1.5,low,3255,-21.04,-14.04,-17.0,-10.7,0.398,False
SOLUSDT-30m,smaBelow,MKT,1.5,low,2952,-21.08,-14.08,-17.7,-10.3,0.391,False
SOLUSDT-30m,C3_w8q,MKT,1.5,low,2472,-16.91,-9.91,-12.3,-7.4,0.394,False
SOLUSDT-30m,C6_w9dip,MKT,1.5,low,1566,-19.36,-12.36,-18.3,-6.4,0.366,False
SOLUSDT-30m,CQ7_w78q,MKT,1.5,low,1142,-18.71,-11.71,-15.5,-7.9,0.457,False
SOLUSDT-30m,ALL,MKT,1.5,mid,6817,-18.85,-11.85,-14.1,-9.5,0.355,False
SOLUSDT-30m,quiet,MKT,1.5,mid,2764,-17.49,-10.49,-12.7,-8.2,0.37,False
SOLUSDT-30m,uwd78,MKT,1.5,mid,2728,-21.37,-14.37,-17.5,-11.2,0.407,False
SOLUSDT-30m,uwd79,MKT,1.5,mid,4772,-21.07,-14.07,-16.7,-11.3,0.384,False
SOLUSDT-30m,prevBear,MKT,1.5,mid,3255,-20.49,-13.49,-16.3,-10.4,0.37,False
SOLUSDT-30m,smaBelow,MKT,1.5,mid,2952,-20.82,-13.82,-17.3,-10.1,0.355,False
SOLUSDT-30m,C3_w8q,MKT,1.5,mid,2472,-16.96,-9.96,-12.3,-7.6,0.362,False
SOLUSDT-30m,C6_w9dip,MKT,1.5,mid,1566,-19.6,-12.6,-18.3,-6.9,0.331,False
SOLUSDT-30m,CQ7_w78q,MKT,1.5,mid,1142,-18.6,-11.6,-15.3,-7.9,0.416,False
SOLUSDT-30m,ALL,MKT,1.5,NOSL,6817,-6.57,0.43,-5.5,6.1,0.864,False
SOLUSDT-30m,quiet,MKT,1.5,NOSL,2764,-6.5,0.5,-7.1,7.5,0.905,False
SOLUSDT-30m,uwd78,MKT,1.5,NOSL,2728,-12.88,-5.88,-15.2,2.8,0.893,False
SOLUSDT-30m,uwd79,MKT,1.5,NOSL,4772,-11.09,-4.09,-10.2,2.7,0.876,False
SOLUSDT-30m,prevBear,MKT,1.5,NOSL,3255,-5.54,1.46,-6.3,9.3,0.872,False
SOLUSDT-30m,smaBelow,MKT,1.5,NOSL,2952,-7.66,-0.66,-9.0,7.7,0.873,False
SOLUSDT-30m,C3_w8q,MKT,1.5,NOSL,2472,-5.84,1.16,-6.9,8.6,0.902,False
SOLUSDT-30m,C6_w9dip,MKT,1.5,NOSL,1566,-2.63,4.37,-9.2,17.2,0.856,False
SOLUSDT-30m,CQ7_w78q,MKT,1.5,NOSL,1142,-10.24,-3.24,-13.9,6.6,0.918,False
SOLUSDT-30m,ALL,PB,1.0,low,6107,-12.23,-5.23,-6.4,-4.0,0.192,False
SOLUSDT-30m,quiet,PB,1.0,low,2529,-11.51,-4.51,-5.9,-3.1,0.206,False
SOLUSDT-30m,uwd78,PB,1.0,low,2360,-11.5,-4.5,-6.4,-2.6,0.249,False
SOLUSDT-30m,uwd79,PB,1.0,low,4193,-11.79,-4.79,-6.1,-3.3,0.225,False
SOLUSDT-30m,prevBear,PB,1.0,low,2906,-14.21,-7.21,-8.7,-5.8,0.185,False
SOLUSDT-30m,smaBelow,PB,1.0,low,2672,-13.55,-6.55,-8.3,-4.6,0.202,False
SOLUSDT-30m,C3_w8q,PB,1.0,low,2267,-11.37,-4.37,-5.8,-2.8,0.197,False
SOLUSDT-30m,C6_w9dip,PB,1.0,low,1445,-13.86,-6.86,-9.3,-4.5,0.166,False
SOLUSDT-30m,CQ7_w78q,PB,1.0,low,1019,-10.39,-3.39,-5.9,-0.5,0.267,False
SOLUSDT-30m,ALL,PB,1.0,mid,6107,-12.48,-5.48,-6.2,-4.7,0.101,False
SOLUSDT-30m,quiet,PB,1.0,mid,2529,-12.45,-5.45,-6.3,-4.6,0.103,False
SOLUSDT-30m,uwd78,PB,1.0,mid,2360,-12.41,-5.41,-6.6,-4.2,0.138,False
SOLUSDT-30m,uwd79,PB,1.0,mid,4193,-12.74,-5.74,-6.6,-4.8,0.118,False
SOLUSDT-30m,prevBear,PB,1.0,mid,2906,-13.02,-6.02,-7.0,-5.1,0.1,False
SOLUSDT-30m,smaBelow,PB,1.0,mid,2672,-12.77,-5.77,-6.9,-4.5,0.111,False
SOLUSDT-30m,C3_w8q,PB,1.0,mid,2267,-12.3,-5.3,-6.2,-4.4,0.097,False
SOLUSDT-30m,C6_w9dip,PB,1.0,mid,1445,-12.79,-5.79,-7.5,-3.9,0.087,False
SOLUSDT-30m,CQ7_w78q,PB,1.0,mid,1019,-13.13,-6.13,-7.6,-4.7,0.132,False
SOLUSDT-30m,ALL,PB,1.0,NOSL,6107,-0.12,6.88,1.3,12.5,0.884,True
SOLUSDT-30m,quiet,PB,1.0,NOSL,2529,0.48,7.48,-0.5,14.2,0.924,False
SOLUSDT-30m,uwd78,PB,1.0,NOSL,2360,-2.15,4.85,-5.3,14.2,0.897,False
SOLUSDT-30m,uwd79,PB,1.0,NOSL,4193,-1.35,5.65,-1.0,12.5,0.89,False
SOLUSDT-30m,prevBear,PB,1.0,NOSL,2906,1.84,8.84,0.8,16.4,0.89,True
SOLUSDT-30m,smaBelow,PB,1.0,NOSL,2672,-1.65,5.35,-3.3,13.6,0.896,False
SOLUSDT-30m,C3_w8q,PB,1.0,NOSL,2267,0.99,7.99,-0.5,15.2,0.923,False
SOLUSDT-30m,C6_w9dip,PB,1.0,NOSL,1445,-1.87,5.13,-8.9,17.4,0.884,False
SOLUSDT-30m,CQ7_w78q,PB,1.0,NOSL,1019,-0.39,6.61,-5.2,16.6,0.929,False
SOLUSDT-30m,ALL,PB,1.5,low,6107,-11.71,-4.71,-6.1,-3.3,0.161,False
SOLUSDT-30m,quiet,PB,1.5,low,2529,-10.7,-3.7,-5.3,-1.9,0.176,False
SOLUSDT-30m,uwd78,PB,1.5,low,2360,-11.39,-4.39,-6.5,-2.1,0.212,False
SOLUSDT-30m,uwd79,PB,1.5,low,4193,-11.41,-4.41,-5.9,-2.7,0.19,False
SOLUSDT-30m,prevBear,PB,1.5,low,2906,-13.93,-6.93,-8.6,-5.3,0.154,False
SOLUSDT-30m,smaBelow,PB,1.5,low,2672,-12.76,-5.76,-7.9,-3.5,0.17,False
SOLUSDT-30m,C3_w8q,PB,1.5,low,2267,-10.57,-3.57,-5.2,-1.6,0.167,False
SOLUSDT-30m,C6_w9dip,PB,1.5,low,1445,-12.17,-5.17,-8.1,-2.0,0.14,False
SOLUSDT-30m,CQ7_w78q,PB,1.5,low,1019,-10.0,-3.0,-5.8,0.5,0.231,False
SOLUSDT-30m,ALL,PB,1.5,mid,6107,-11.92,-4.92,-5.8,-3.9,0.084,False
SOLUSDT-30m,quiet,PB,1.5,mid,2529,-11.7,-4.7,-5.7,-3.7,0.089,False
SOLUSDT-30m,uwd78,PB,1.5,mid,2360,-11.81,-4.81,-6.2,-3.4,0.117,False
SOLUSDT-30m,uwd79,PB,1.5,mid,4193,-12.13,-5.13,-6.1,-4.1,0.1,False
SOLUSDT-30m,prevBear,PB,1.5,mid,2906,-12.63,-5.63,-6.7,-4.5,0.082,False
SOLUSDT-30m,smaBelow,PB,1.5,mid,2672,-12.18,-5.18,-6.6,-3.6,0.093,False
SOLUSDT-30m,C3_w8q,PB,1.5,mid,2267,-11.56,-4.56,-5.6,-3.5,0.083,False
SOLUSDT-30m,C6_w9dip,PB,1.5,mid,1445,-11.72,-4.72,-6.8,-2.2,0.073,False
SOLUSDT-30m,CQ7_w78q,PB,1.5,mid,1019,-12.4,-5.4,-7.0,-3.8,0.116,False
SOLUSDT-30m,ALL,PB,1.5,NOSL,6107,1.35,8.35,1.8,14.8,0.846,True
SOLUSDT-30m,quiet,PB,1.5,NOSL,2529,2.38,9.38,0.7,17.0,0.897,True
SOLUSDT-30m,uwd78,PB,1.5,NOSL,2360,0.24,7.24,-3.7,17.4,0.871,False
SOLUSDT-30m,uwd79,PB,1.5,NOSL,4193,0.08,7.08,-0.6,15.0,0.857,False
SOLUSDT-30m,prevBear,PB,1.5,NOSL,2906,2.99,9.99,1.1,19.3,0.853,True
SOLUSDT-30m,smaBelow,PB,1.5,NOSL,2672,-0.32,6.68,-3.7,16.6,0.859,False
SOLUSDT-30m,C3_w8q,PB,1.5,NOSL,2267,2.51,9.51,0.2,18.0,0.894,True
SOLUSDT-30m,C6_w9dip,PB,1.5,NOSL,1445,0.86,7.86,-8.7,23.1,0.841,False
SOLUSDT-30m,CQ7_w78q,PB,1.5,NOSL,1019,3.3,10.3,-2.7,21.5,0.911,False
SOLUSDT-1h,ALL,MKT,1.0,low,3324,-29.41,-22.41,-26.5,-18.5,0.427,False
SOLUSDT-1h,quiet,MKT,1.0,low,1311,-28.05,-21.05,-25.1,-17.3,0.423,False
SOLUSDT-1h,uwd78,MKT,1.0,low,1328,-33.67,-26.67,-32.3,-21.3,0.496,False
SOLUSDT-1h,uwd79,MKT,1.0,low,2326,-32.54,-25.54,-30.2,-20.9,0.458,False
SOLUSDT-1h,prevBear,MKT,1.0,low,1608,-29.31,-22.31,-27.7,-16.7,0.442,False
SOLUSDT-1h,smaBelow,MKT,1.0,low,1438,-31.46,-24.46,-30.9,-18.2,0.423,False
SOLUSDT-1h,C3_w8q,MKT,1.0,low,1199,-27.48,-20.48,-24.7,-16.7,0.417,False
SOLUSDT-1h,C6_w9dip,MKT,1.0,low,749,-32.55,-25.55,-36.2,-16.0,0.387,False
SOLUSDT-1h,CQ7_w78q,MKT,1.0,low,508,-30.25,-23.25,-29.6,-17.4,0.494,False
SOLUSDT-1h,ALL,MKT,1.0,mid,3324,-28.8,-21.8,-25.7,-18.2,0.392,False
SOLUSDT-1h,quiet,MKT,1.0,mid,1311,-27.38,-20.38,-24.1,-16.8,0.392,False
SOLUSDT-1h,uwd78,MKT,1.0,mid,1328,-32.92,-25.92,-31.1,-20.8,0.453,False
SOLUSDT-1h,uwd79,MKT,1.0,mid,2326,-31.27,-24.27,-28.6,-19.8,0.422,False
SOLUSDT-1h,prevBear,MKT,1.0,mid,1608,-28.82,-21.82,-27.1,-16.4,0.405,False
SOLUSDT-1h,smaBelow,MKT,1.0,mid,1438,-31.18,-24.18,-30.7,-18.0,0.39,False
SOLUSDT-1h,C3_w8q,MKT,1.0,mid,1199,-26.79,-19.79,-23.8,-16.0,0.387,False
SOLUSDT-1h,C6_w9dip,MKT,1.0,mid,749,-32.9,-25.9,-36.5,-16.5,0.35,False
SOLUSDT-1h,CQ7_w78q,MKT,1.0,mid,508,-30.16,-23.16,-29.4,-17.1,0.455,False
SOLUSDT-1h,ALL,MKT,1.0,NOSL,3324,-15.69,-8.69,-19.5,1.6,0.9,False
SOLUSDT-1h,quiet,MKT,1.0,NOSL,1311,-11.98,-4.98,-20.3,8.7,0.935,False
SOLUSDT-1h,uwd78,MKT,1.0,NOSL,1328,-12.59,-5.59,-18.1,5.7,0.917,False
SOLUSDT-1h,uwd79,MKT,1.0,NOSL,2326,-13.23,-6.23,-16.7,3.9,0.91,False
SOLUSDT-1h,prevBear,MKT,1.0,NOSL,1608,-8.62,-1.62,-13.7,10.3,0.908,False
SOLUSDT-1h,smaBelow,MKT,1.0,NOSL,1438,-21.47,-14.47,-34.6,2.8,0.908,False
SOLUSDT-1h,C3_w8q,MKT,1.0,NOSL,1199,-13.01,-6.01,-22.4,8.3,0.932,False
SOLUSDT-1h,C6_w9dip,MKT,1.0,NOSL,749,-27.86,-20.86,-58.4,9.1,0.899,False
SOLUSDT-1h,CQ7_w78q,MKT,1.0,NOSL,508,-3.65,3.35,-13.4,17.1,0.961,False
SOLUSDT-1h,ALL,MKT,1.5,low,3324,-23.67,-16.67,-21.4,-12.3,0.381,False
SOLUSDT-1h,quiet,MKT,1.5,low,1311,-21.56,-14.56,-19.0,-10.2,0.397,False
SOLUSDT-1h,uwd78,MKT,1.5,low,1328,-28.66,-21.66,-28.2,-15.1,0.45,False
SOLUSDT-1h,uwd79,MKT,1.5,low,2326,-26.55,-19.55,-24.9,-14.0,0.414,False
SOLUSDT-1h,prevBear,MKT,1.5,low,1608,-22.93,-15.93,-22.1,-9.2,0.399,False
SOLUSDT-1h,smaBelow,MKT,1.5,low,1438,-26.33,-19.33,-26.7,-12.1,0.376,False
SOLUSDT-1h,C3_w8q,MKT,1.5,low,1199,-20.81,-13.81,-18.6,-9.3,0.39,False
SOLUSDT-1h,C6_w9dip,MKT,1.5,low,749,-25.44,-18.44,-29.8,-7.4,0.35,False
SOLUSDT-1h,CQ7_w78q,MKT,1.5,low,508,-23.55,-16.55,-23.6,-9.7,0.47,False
SOLUSDT-1h,ALL,MKT,1.5,mid,3324,-22.5,-15.5,-20.1,-11.1,0.352,False
SOLUSDT-1h,quiet,MKT,1.5,mid,1311,-20.78,-13.78,-18.0,-9.6,0.371,False
SOLUSDT-1h,uwd78,MKT,1.5,mid,1328,-27.24,-20.24,-26.3,-14.2,0.411,False
SOLUSDT-1h,uwd79,MKT,1.5,mid,2326,-24.95,-17.95,-23.1,-12.7,0.381,False
SOLUSDT-1h,prevBear,MKT,1.5,mid,1608,-21.75,-14.75,-20.8,-8.2,0.368,False
SOLUSDT-1h,smaBelow,MKT,1.5,mid,1438,-25.31,-18.31,-25.7,-11.5,0.35,False
SOLUSDT-1h,C3_w8q,MKT,1.5,mid,1199,-19.97,-12.97,-17.6,-8.7,0.366,False
SOLUSDT-1h,C6_w9dip,MKT,1.5,mid,749,-25.7,-18.7,-30.4,-8.0,0.32,False
SOLUSDT-1h,CQ7_w78q,MKT,1.5,mid,508,-23.84,-16.84,-23.8,-10.1,0.433,False
SOLUSDT-1h,ALL,MKT,1.5,NOSL,3324,-7.43,-0.43,-12.9,10.9,0.864,False
SOLUSDT-1h,quiet,MKT,1.5,NOSL,1311,-8.93,-1.93,-18.4,13.1,0.903,False
SOLUSDT-1h,uwd78,MKT,1.5,NOSL,1328,-3.19,3.81,-10.5,17.5,0.891,False
SOLUSDT-1h,uwd79,MKT,1.5,NOSL,2326,-3.89,3.11,-9.8,15.4,0.879,False
SOLUSDT-1h,prevBear,MKT,1.5,NOSL,1608,-4.55,2.45,-11.7,15.9,0.867,False
SOLUSDT-1h,smaBelow,MKT,1.5,NOSL,1438,-10.26,-3.26,-23.9,15.1,0.875,False
SOLUSDT-1h,C3_w8q,MKT,1.5,NOSL,1199,-10.64,-3.64,-21.9,12.1,0.898,False
SOLUSDT-1h,C6_w9dip,MKT,1.5,NOSL,749,-12.76,-5.76,-45.7,26.1,0.865,False
SOLUSDT-1h,CQ7_w78q,MKT,1.5,NOSL,508,-2.87,4.13,-16.3,21.4,0.935,False
SOLUSDT-1h,ALL,PB,1.0,low,2992,-12.55,-5.55,-8.0,-3.2,0.211,False
SOLUSDT-1h,quiet,PB,1.0,low,1222,-12.56,-5.56,-8.0,-3.3,0.22,False
SOLUSDT-1h,uwd78,PB,1.0,low,1164,-10.3,-3.3,-7.6,0.9,0.282,False
SOLUSDT-1h,uwd79,PB,1.0,low,2062,-13.15,-6.15,-9.3,-3.3,0.237,False
SOLUSDT-1h,prevBear,PB,1.0,low,1437,-13.47,-6.47,-9.9,-3.0,0.216,False
SOLUSDT-1h,smaBelow,PB,1.0,low,1322,-12.09,-5.09,-8.8,-1.5,0.226,False
SOLUSDT-1h,C3_w8q,PB,1.0,low,1118,-12.93,-5.93,-8.2,-3.4,0.207,False
SOLUSDT-1h,C6_w9dip,PB,1.0,low,701,-13.99,-6.99,-10.8,-3.1,0.191,False
SOLUSDT-1h,CQ7_w78q,PB,1.0,low,466,-11.5,-4.5,-8.4,-0.4,0.288,False
SOLUSDT-1h,ALL,PB,1.0,mid,2992,-13.47,-6.47,-7.9,-5.0,0.109,False
SOLUSDT-1h,quiet,PB,1.0,mid,1222,-12.66,-5.66,-7.3,-3.9,0.118,False
SOLUSDT-1h,uwd78,PB,1.0,mid,1164,-12.97,-5.97,-8.7,-3.2,0.154,False
SOLUSDT-1h,uwd79,PB,1.0,mid,2062,-14.3,-7.3,-9.2,-5.4,0.125,False
SOLUSDT-1h,prevBear,PB,1.0,mid,1437,-13.37,-6.37,-8.6,-4.0,0.118,False
SOLUSDT-1h,smaBelow,PB,1.0,mid,1322,-14.3,-7.3,-9.6,-5.1,0.111,False
SOLUSDT-1h,C3_w8q,PB,1.0,mid,1118,-12.96,-5.96,-7.6,-4.2,0.106,False
SOLUSDT-1h,C6_w9dip,PB,1.0,mid,701,-15.59,-8.59,-10.7,-6.3,0.083,False
SOLUSDT-1h,CQ7_w78q,PB,1.0,mid,466,-12.93,-5.93,-8.6,-3.4,0.161,False
SOLUSDT-1h,ALL,PB,1.0,NOSL,2992,2.24,9.24,-3.4,20.9,0.886,False
SOLUSDT-1h,quiet,PB,1.0,NOSL,1222,3.19,10.19,-7.4,25.2,0.93,False
SOLUSDT-1h,uwd78,PB,1.0,NOSL,1164,14.32,21.32,7.0,35.8,0.897,True
SOLUSDT-1h,uwd79,PB,1.0,NOSL,2062,10.15,17.15,5.7,28.1,0.894,True
SOLUSDT-1h,prevBear,PB,1.0,NOSL,1437,8.8,15.8,1.0,29.3,0.892,True
SOLUSDT-1h,smaBelow,PB,1.0,NOSL,1322,-3.66,3.34,-19.2,23.6,0.896,False
SOLUSDT-1h,C3_w8q,PB,1.0,NOSL,1118,2.58,9.58,-10.2,25.3,0.928,False
SOLUSDT-1h,C6_w9dip,PB,1.0,NOSL,701,-8.52,-1.52,-42.3,30.2,0.897,False
SOLUSDT-1h,CQ7_w78q,PB,1.0,NOSL,466,14.44,21.44,1.3,38.8,0.951,True
SOLUSDT-1h,ALL,PB,1.5,low,2992,-11.74,-4.74,-7.4,-2.2,0.177,False
SOLUSDT-1h,quiet,PB,1.5,low,1222,-11.05,-4.05,-7.0,-1.1,0.188,False
SOLUSDT-1h,uwd78,PB,1.5,low,1164,-10.28,-3.28,-8.3,1.2,0.238,False
SOLUSDT-1h,uwd79,PB,1.5,low,2062,-12.7,-5.7,-9.2,-2.4,0.2,False
SOLUSDT-1h,prevBear,PB,1.5,low,1437,-12.52,-5.52,-9.3,-1.4,0.182,False
SOLUSDT-1h,smaBelow,PB,1.5,low,1322,-11.75,-4.75,-9.0,-0.6,0.187,False
SOLUSDT-1h,C3_w8q,PB,1.5,low,1118,-11.32,-4.32,-7.1,-1.3,0.177,False
SOLUSDT-1h,C6_w9dip,PB,1.5,low,701,-12.57,-5.57,-9.9,-1.1,0.163,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,low,466,-9.7,-2.7,-7.3,2.3,0.255,False
SOLUSDT-1h,ALL,PB,1.5,mid,2992,-11.92,-4.92,-6.7,-3.1,0.095,False
SOLUSDT-1h,quiet,PB,1.5,mid,1222,-10.96,-3.96,-6.0,-1.7,0.106,False
SOLUSDT-1h,uwd78,PB,1.5,mid,1164,-11.81,-4.81,-8.0,-1.5,0.132,False
SOLUSDT-1h,uwd79,PB,1.5,mid,2062,-13.26,-6.26,-8.5,-4.0,0.107,False
SOLUSDT-1h,prevBear,PB,1.5,mid,1437,-11.47,-4.47,-7.1,-1.5,0.103,False
SOLUSDT-1h,smaBelow,PB,1.5,mid,1322,-13.38,-6.38,-8.9,-3.7,0.092,False
SOLUSDT-1h,C3_w8q,PB,1.5,mid,1118,-11.17,-4.17,-6.3,-1.9,0.097,False
SOLUSDT-1h,C6_w9dip,PB,1.5,mid,701,-14.61,-7.61,-10.2,-4.9,0.073,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,mid,466,-11.38,-4.38,-7.4,-1.3,0.146,False
SOLUSDT-1h,ALL,PB,1.5,NOSL,2992,5.92,12.92,-0.7,25.8,0.846,False
SOLUSDT-1h,quiet,PB,1.5,NOSL,1222,-0.5,6.5,-13.1,23.6,0.887,False
SOLUSDT-1h,uwd78,PB,1.5,NOSL,1164,15.64,22.64,5.9,39.3,0.865,True
SOLUSDT-1h,uwd79,PB,1.5,NOSL,2062,13.53,20.53,7.1,33.5,0.86,True
SOLUSDT-1h,prevBear,PB,1.5,NOSL,1437,6.21,13.21,-3.4,29.8,0.846,False
SOLUSDT-1h,smaBelow,PB,1.5,NOSL,1322,1.73,8.73,-15.2,30.0,0.858,False
SOLUSDT-1h,C3_w8q,PB,1.5,NOSL,1118,-1.7,5.3,-16.6,22.6,0.884,False
SOLUSDT-1h,C6_w9dip,PB,1.5,NOSL,701,2.68,9.68,-32.4,44.1,0.862,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,NOSL,466,4.73,11.73,-12.4,34.8,0.912,False
SOLUSDT-4h,ALL,MKT,1.0,low,839,-31.17,-24.17,-37.1,-10.3,0.439,False
SOLUSDT-4h,quiet,MKT,1.0,low,335,-47.03,-40.03,-54.5,-25.2,0.415,False
SOLUSDT-4h,uwd78,MKT,1.0,low,334,-47.3,-40.3,-62.9,-18.4,0.485,False
SOLUSDT-4h,uwd79,MKT,1.0,low,586,-37.93,-30.93,-47.3,-14.6,0.462,False
SOLUSDT-4h,prevBear,MKT,1.0,low,373,-23.98,-16.98,-38.2,3.5,0.461,False
SOLUSDT-4h,smaBelow,MKT,1.0,low,381,-39.73,-32.73,-51.4,-13.5,0.42,False
SOLUSDT-4h,C3_w8q,MKT,1.0,low,300,-47.56,-40.56,-56.6,-25.8,0.397,False
SOLUSDT-4h,C6_w9dip,MKT,1.0,low,195,-30.36,-23.36,-48.5,1.1,0.369,False
SOLUSDT-4h,CQ7_w78q,MKT,1.0,low,137,-75.36,-68.36,-94.3,-44.3,0.438,False
SOLUSDT-4h,ALL,MKT,1.0,mid,839,-32.4,-25.4,-38.6,-12.3,0.402,False
SOLUSDT-4h,quiet,MKT,1.0,mid,335,-47.78,-40.78,-55.0,-27.0,0.37,False
SOLUSDT-4h,uwd78,MKT,1.0,mid,334,-51.99,-44.99,-66.5,-23.3,0.44,False
SOLUSDT-4h,uwd79,MKT,1.0,mid,586,-40.32,-33.32,-49.5,-17.7,0.423,False
SOLUSDT-4h,prevBear,MKT,1.0,mid,373,-25.92,-18.92,-39.8,0.8,0.424,False
SOLUSDT-4h,smaBelow,MKT,1.0,mid,381,-43.31,-36.31,-54.8,-18.0,0.381,False
SOLUSDT-4h,C3_w8q,MKT,1.0,mid,300,-48.85,-41.85,-56.9,-27.4,0.35,False
SOLUSDT-4h,C6_w9dip,MKT,1.0,mid,195,-31.28,-24.28,-48.5,0.1,0.338,False
SOLUSDT-4h,CQ7_w78q,MKT,1.0,mid,137,-75.68,-68.68,-94.1,-45.5,0.387,False
SOLUSDT-4h,ALL,MKT,1.0,NOSL,839,23.35,30.35,1.2,57.1,0.919,True
SOLUSDT-4h,quiet,MKT,1.0,NOSL,335,12.52,19.52,-21.1,52.3,0.943,False
SOLUSDT-4h,uwd78,MKT,1.0,NOSL,334,2.11,9.11,-40.3,52.2,0.919,False
SOLUSDT-4h,uwd79,MKT,1.0,NOSL,586,3.41,10.41,-24.8,43.3,0.915,False
SOLUSDT-4h,prevBear,MKT,1.0,NOSL,373,40.72,47.72,6.8,85.5,0.936,True
SOLUSDT-4h,smaBelow,MKT,1.0,NOSL,381,10.7,17.7,-27.7,59.3,0.929,False
SOLUSDT-4h,C3_w8q,MKT,1.0,NOSL,300,11.56,18.56,-24.3,55.1,0.94,False
SOLUSDT-4h,C6_w9dip,MKT,1.0,NOSL,195,41.7,48.7,-1.2,96.7,0.928,False
SOLUSDT-4h,CQ7_w78q,MKT,1.0,NOSL,137,-21.98,-14.98,-90.2,42.6,0.92,False
SOLUSDT-4h,ALL,MKT,1.5,low,839,-18.86,-11.86,-28.0,4.8,0.392,False
SOLUSDT-4h,quiet,MKT,1.5,low,335,-32.78,-25.78,-43.0,-8.1,0.388,False
SOLUSDT-4h,uwd78,MKT,1.5,low,334,-35.5,-28.5,-54.8,-0.7,0.437,False
SOLUSDT-4h,uwd79,MKT,1.5,low,586,-28.45,-21.45,-41.3,-1.8,0.415,False
SOLUSDT-4h,prevBear,MKT,1.5,low,373,-10.35,-3.35,-29.4,21.8,0.413,False
SOLUSDT-4h,smaBelow,MKT,1.5,low,381,-24.11,-17.11,-40.5,7.9,0.381,False
SOLUSDT-4h,C3_w8q,MKT,1.5,low,300,-31.85,-24.85,-43.4,-7.5,0.377,False
SOLUSDT-4h,C6_w9dip,MKT,1.5,low,195,-14.19,-7.19,-37.8,22.8,0.333,False
SOLUSDT-4h,CQ7_w78q,MKT,1.5,low,137,-63.97,-56.97,-87.0,-30.0,0.409,False
SOLUSDT-4h,ALL,MKT,1.5,mid,839,-19.55,-12.55,-27.1,3.0,0.364,False
SOLUSDT-4h,quiet,MKT,1.5,mid,335,-33.37,-26.37,-42.4,-9.9,0.352,False
SOLUSDT-4h,uwd78,MKT,1.5,mid,334,-37.28,-30.28,-55.1,-3.3,0.404,False
SOLUSDT-4h,uwd79,MKT,1.5,mid,586,-28.48,-21.48,-40.6,-3.0,0.386,False
SOLUSDT-4h,prevBear,MKT,1.5,mid,373,-8.88,-1.88,-26.9,23.0,0.386,False
SOLUSDT-4h,smaBelow,MKT,1.5,mid,381,-26.17,-19.17,-42.0,4.0,0.352,False
SOLUSDT-4h,C3_w8q,MKT,1.5,mid,300,-33.86,-26.86,-44.6,-9.9,0.337,False
SOLUSDT-4h,C6_w9dip,MKT,1.5,mid,195,-12.14,-5.14,-34.9,23.7,0.318,False
SOLUSDT-4h,CQ7_w78q,MKT,1.5,mid,137,-64.38,-57.38,-84.6,-31.0,0.365,False
SOLUSDT-4h,ALL,MKT,1.5,NOSL,839,50.38,57.38,23.4,90.2,0.89,True
SOLUSDT-4h,quiet,MKT,1.5,NOSL,335,49.76,56.76,13.9,92.6,0.937,True
SOLUSDT-4h,uwd78,MKT,1.5,NOSL,334,5.08,12.08,-43.2,70.3,0.883,False
SOLUSDT-4h,uwd79,MKT,1.5,NOSL,586,21.89,28.89,-12.5,68.6,0.887,False
SOLUSDT-4h,prevBear,MKT,1.5,NOSL,373,66.89,73.89,24.0,119.6,0.909,True
SOLUSDT-4h,smaBelow,MKT,1.5,NOSL,381,34.07,41.07,-11.0,92.7,0.908,False
SOLUSDT-4h,C3_w8q,MKT,1.5,NOSL,300,53.28,60.28,14.4,98.8,0.937,True
SOLUSDT-4h,C6_w9dip,MKT,1.5,NOSL,195,99.19,106.19,50.3,157.3,0.918,True
SOLUSDT-4h,CQ7_w78q,MKT,1.5,NOSL,137,-0.54,6.46,-71.0,71.0,0.905,False
SOLUSDT-4h,ALL,PB,1.0,low,749,-9.17,-2.17,-10.6,7.0,0.21,False
SOLUSDT-4h,quiet,PB,1.0,low,307,-22.05,-15.05,-23.4,-6.1,0.169,False
SOLUSDT-4h,uwd78,PB,1.0,low,290,-10.94,-3.94,-18.4,11.3,0.259,False
SOLUSDT-4h,uwd79,PB,1.0,low,519,-12.8,-5.8,-15.9,4.6,0.222,False
SOLUSDT-4h,prevBear,PB,1.0,low,326,-4.82,2.18,-10.7,16.2,0.221,False
SOLUSDT-4h,smaBelow,PB,1.0,low,344,-14.75,-7.75,-19.3,4.7,0.201,False
SOLUSDT-4h,C3_w8q,PB,1.0,low,278,-22.05,-15.05,-23.6,-6.1,0.162,False
SOLUSDT-4h,C6_w9dip,PB,1.0,low,176,-10.44,-3.44,-16.4,10.8,0.182,False
