series,cond,entry,f,exit,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
ICPUSDT-15m,smaBelow,PB,1.5,mid,5046,-12.58,-5.58,-6.1,-5.0,0.067,False
ICPUSDT-15m,C3_w8q,PB,1.5,mid,3999,-12.56,-5.56,-6.0,-5.1,0.055,False
ICPUSDT-15m,C6_w9dip,PB,1.5,mid,2751,-12.6,-5.6,-6.2,-4.9,0.045,False
ICPUSDT-15m,CQ7_w78q,PB,1.5,mid,1755,-13.14,-6.14,-6.9,-5.4,0.083,False
ICPUSDT-15m,ALL,PB,1.5,NOSL,11229,-4.01,2.99,-0.4,6.1,0.836,False
ICPUSDT-15m,quiet,PB,1.5,NOSL,4477,-5.69,1.31,-3.1,5.4,0.867,False
ICPUSDT-15m,uwd78,PB,1.5,NOSL,4380,-1.41,5.59,0.6,10.0,0.855,True
ICPUSDT-15m,uwd79,PB,1.5,NOSL,7731,-3.78,3.22,-0.6,7.0,0.844,False
ICPUSDT-15m,prevBear,PB,1.5,NOSL,5555,-0.98,6.02,1.6,10.5,0.848,True
ICPUSDT-15m,smaBelow,PB,1.5,NOSL,5046,2.31,9.31,5.1,13.4,0.857,True
ICPUSDT-15m,C3_w8q,PB,1.5,NOSL,3999,-7.35,-0.35,-4.9,4.1,0.863,False
ICPUSDT-15m,C6_w9dip,PB,1.5,NOSL,2751,1.47,8.47,2.0,14.7,0.85,True
ICPUSDT-15m,CQ7_w78q,PB,1.5,NOSL,1755,0.2,7.2,1.1,12.6,0.885,True
ICPUSDT-30m,ALL,MKT,1.0,low,6512,-22.96,-15.96,-17.6,-14.3,0.431,False
ICPUSDT-30m,quiet,MKT,1.0,low,2668,-25.0,-18.0,-20.0,-16.0,0.412,False
ICPUSDT-30m,uwd78,MKT,1.0,low,2606,-26.01,-19.01,-21.6,-16.4,0.486,False
ICPUSDT-30m,uwd79,MKT,1.0,low,4569,-24.12,-17.12,-19.0,-15.2,0.465,False
ICPUSDT-30m,prevBear,MKT,1.0,low,3289,-21.35,-14.35,-16.5,-12.1,0.445,False
ICPUSDT-30m,smaBelow,MKT,1.0,low,3011,-21.62,-14.62,-16.8,-12.3,0.443,False
ICPUSDT-30m,C3_w8q,MKT,1.0,low,2392,-24.61,-17.61,-19.8,-15.5,0.404,False
ICPUSDT-30m,C6_w9dip,MKT,1.0,low,1589,-19.14,-12.14,-15.5,-8.8,0.411,False
ICPUSDT-30m,CQ7_w78q,MKT,1.0,low,1070,-26.16,-19.16,-22.2,-16.1,0.467,False
ICPUSDT-30m,ALL,MKT,1.0,mid,6512,-22.89,-15.89,-17.5,-14.3,0.397,False
ICPUSDT-30m,quiet,MKT,1.0,mid,2668,-24.68,-17.68,-19.6,-15.8,0.382,False
ICPUSDT-30m,uwd78,MKT,1.0,mid,2606,-25.73,-18.73,-21.2,-16.1,0.443,False
ICPUSDT-30m,uwd79,MKT,1.0,mid,4569,-24.21,-17.21,-19.1,-15.3,0.424,False
ICPUSDT-30m,prevBear,MKT,1.0,mid,3289,-21.32,-14.32,-16.4,-12.1,0.412,False
ICPUSDT-30m,smaBelow,MKT,1.0,mid,3011,-21.8,-14.8,-17.0,-12.7,0.404,False
ICPUSDT-30m,C3_w8q,MKT,1.0,mid,2392,-24.28,-17.28,-19.4,-15.2,0.377,False
ICPUSDT-30m,C6_w9dip,MKT,1.0,mid,1589,-19.76,-12.76,-15.9,-9.5,0.377,False
ICPUSDT-30m,CQ7_w78q,MKT,1.0,mid,1070,-25.9,-18.9,-21.8,-16.0,0.427,False
ICPUSDT-30m,ALL,MKT,1.0,NOSL,6512,-14.45,-7.45,-11.7,-3.1,0.899,False
ICPUSDT-30m,quiet,MKT,1.0,NOSL,2668,-11.74,-4.74,-10.7,1.1,0.93,False
ICPUSDT-30m,uwd78,MKT,1.0,NOSL,2606,-26.4,-19.4,-27.6,-11.7,0.903,False
ICPUSDT-30m,uwd79,MKT,1.0,NOSL,4569,-18.46,-11.46,-17.1,-5.9,0.905,False
ICPUSDT-30m,prevBear,MKT,1.0,NOSL,3289,-13.26,-6.26,-12.5,-0.5,0.908,False
ICPUSDT-30m,smaBelow,MKT,1.0,NOSL,3011,-9.78,-2.78,-9.0,3.2,0.912,False
ICPUSDT-30m,C3_w8q,MKT,1.0,NOSL,2392,-10.92,-3.92,-10.1,2.2,0.929,False
ICPUSDT-30m,C6_w9dip,MKT,1.0,NOSL,1589,-1.76,5.24,-2.9,12.8,0.907,False
ICPUSDT-30m,CQ7_w78q,MKT,1.0,NOSL,1070,-24.93,-17.93,-28.9,-7.8,0.925,False
ICPUSDT-30m,ALL,MKT,1.5,low,6512,-18.88,-11.88,-13.7,-10.0,0.389,False
ICPUSDT-30m,quiet,MKT,1.5,low,2668,-21.04,-14.04,-16.4,-11.8,0.379,False
ICPUSDT-30m,uwd78,MKT,1.5,low,2606,-22.1,-15.1,-18.2,-12.3,0.448,False
ICPUSDT-30m,uwd79,MKT,1.5,low,4569,-19.86,-12.86,-15.2,-10.6,0.427,False
ICPUSDT-30m,prevBear,MKT,1.5,low,3289,-16.66,-9.66,-12.3,-7.0,0.404,False
ICPUSDT-30m,smaBelow,MKT,1.5,low,3011,-17.46,-10.46,-13.1,-7.8,0.401,False
ICPUSDT-30m,C3_w8q,MKT,1.5,low,2392,-20.59,-13.59,-16.1,-11.0,0.372,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,low,1589,-14.67,-7.67,-11.5,-3.8,0.367,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,low,1070,-22.91,-15.91,-19.4,-12.4,0.436,False
ICPUSDT-30m,ALL,MKT,1.5,mid,6512,-18.43,-11.43,-13.2,-9.6,0.36,False
ICPUSDT-30m,quiet,MKT,1.5,mid,2668,-20.84,-13.84,-16.0,-11.7,0.351,False
ICPUSDT-30m,uwd78,MKT,1.5,mid,2606,-21.85,-14.85,-17.6,-12.2,0.408,False
ICPUSDT-30m,uwd79,MKT,1.5,mid,4569,-19.56,-12.56,-14.8,-10.4,0.392,False
ICPUSDT-30m,prevBear,MKT,1.5,mid,3289,-16.52,-9.52,-12.0,-7.0,0.375,False
ICPUSDT-30m,smaBelow,MKT,1.5,mid,3011,-17.25,-10.25,-12.8,-7.8,0.369,False
ICPUSDT-30m,C3_w8q,MKT,1.5,mid,2392,-20.41,-13.41,-15.9,-11.0,0.346,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,mid,1589,-14.79,-7.79,-11.4,-4.1,0.339,False
ICPUSDT-30m,CQ7_w78q,MKT,1.5,mid,1070,-22.84,-15.84,-19.2,-12.5,0.397,False
ICPUSDT-30m,ALL,MKT,1.5,NOSL,6512,-9.7,-2.7,-7.5,2.1,0.866,False
ICPUSDT-30m,quiet,MKT,1.5,NOSL,2668,-8.21,-1.21,-8.1,5.7,0.902,False
ICPUSDT-30m,uwd78,MKT,1.5,NOSL,2606,-23.08,-16.08,-24.7,-8.0,0.878,False
ICPUSDT-30m,uwd79,MKT,1.5,NOSL,4569,-13.3,-6.3,-12.7,-0.3,0.878,False
ICPUSDT-30m,prevBear,MKT,1.5,NOSL,3289,-7.94,-0.94,-7.7,6.2,0.874,False
ICPUSDT-30m,smaBelow,MKT,1.5,NOSL,3011,-3.18,3.82,-3.1,10.7,0.883,False
ICPUSDT-30m,C3_w8q,MKT,1.5,NOSL,2392,-7.54,-0.54,-7.8,6.7,0.9,False
ICPUSDT-30m,C6_w9dip,MKT,1.5,NOSL,1589,7.32,14.32,4.8,24.2,0.877,True
ICPUSDT-30m,CQ7_w78q,MKT,1.5,NOSL,1070,-21.18,-14.18,-26.0,-3.2,0.907,False
ICPUSDT-30m,ALL,PB,1.0,low,5813,-12.61,-5.61,-6.6,-4.6,0.176,False
ICPUSDT-30m,quiet,PB,1.0,low,2445,-12.51,-5.51,-6.7,-4.3,0.175,False
ICPUSDT-30m,uwd78,PB,1.0,low,2257,-12.66,-5.66,-7.5,-3.8,0.228,False
ICPUSDT-30m,uwd79,PB,1.0,low,4012,-12.52,-5.52,-6.8,-4.2,0.206,False
ICPUSDT-30m,prevBear,PB,1.0,low,2946,-11.55,-4.55,-6.0,-3.0,0.18,False
ICPUSDT-30m,smaBelow,PB,1.0,low,2714,-13.29,-6.29,-7.7,-4.9,0.181,False
ICPUSDT-30m,C3_w8q,PB,1.0,low,2197,-12.53,-5.53,-6.7,-4.3,0.168,False
ICPUSDT-30m,C6_w9dip,PB,1.0,low,1457,-12.23,-5.23,-7.2,-3.1,0.157,False
ICPUSDT-30m,CQ7_w78q,PB,1.0,low,955,-11.88,-4.88,-6.9,-2.8,0.232,False
ICPUSDT-30m,ALL,PB,1.0,mid,5813,-12.04,-5.04,-5.7,-4.3,0.095,False
ICPUSDT-30m,quiet,PB,1.0,mid,2445,-12.54,-5.54,-6.4,-4.7,0.087,False
ICPUSDT-30m,uwd78,PB,1.0,mid,2257,-12.33,-5.33,-6.7,-4.0,0.123,False
ICPUSDT-30m,uwd79,PB,1.0,mid,4012,-12.26,-5.26,-6.2,-4.3,0.112,False
ICPUSDT-30m,prevBear,PB,1.0,mid,2946,-11.72,-4.72,-5.7,-3.7,0.095,False
ICPUSDT-30m,smaBelow,PB,1.0,mid,2714,-12.53,-5.53,-6.6,-4.6,0.1,False
ICPUSDT-30m,C3_w8q,PB,1.0,mid,2197,-12.57,-5.57,-6.4,-4.7,0.083,False
ICPUSDT-30m,C6_w9dip,PB,1.0,mid,1457,-12.16,-5.16,-6.5,-3.6,0.084,False
ICPUSDT-30m,CQ7_w78q,PB,1.0,mid,955,-12.28,-5.28,-6.7,-3.7,0.116,False
ICPUSDT-30m,ALL,PB,1.0,NOSL,5813,3.43,10.43,5.4,15.3,0.888,True
ICPUSDT-30m,quiet,PB,1.0,NOSL,2445,4.72,11.72,4.7,17.9,0.927,True
ICPUSDT-30m,uwd78,PB,1.0,NOSL,2257,-2.38,4.62,-3.9,13.2,0.89,False
ICPUSDT-30m,uwd79,PB,1.0,NOSL,4012,3.37,10.37,4.1,16.6,0.895,True
ICPUSDT-30m,prevBear,PB,1.0,NOSL,2946,5.02,12.02,4.8,18.6,0.897,True
ICPUSDT-30m,smaBelow,PB,1.0,NOSL,2714,10.6,17.6,11.3,23.8,0.908,True
ICPUSDT-30m,C3_w8q,PB,1.0,NOSL,2197,5.2,12.2,5.2,18.8,0.926,True
ICPUSDT-30m,C6_w9dip,PB,1.0,NOSL,1457,13.42,20.42,11.7,28.9,0.903,True
ICPUSDT-30m,CQ7_w78q,PB,1.0,NOSL,955,-4.09,2.91,-9.4,14.3,0.921,False
ICPUSDT-30m,ALL,PB,1.5,low,5813,-12.67,-5.67,-6.8,-4.5,0.143,False
ICPUSDT-30m,quiet,PB,1.5,low,2445,-12.32,-5.32,-6.7,-3.9,0.144,False
ICPUSDT-30m,uwd78,PB,1.5,low,2257,-12.93,-5.93,-7.9,-3.8,0.189,False
ICPUSDT-30m,uwd79,PB,1.5,low,4012,-12.65,-5.65,-7.1,-4.1,0.17,False
ICPUSDT-30m,prevBear,PB,1.5,low,2946,-11.16,-4.16,-5.9,-2.5,0.15,False
ICPUSDT-30m,smaBelow,PB,1.5,low,2714,-13.24,-6.24,-7.8,-4.5,0.149,False
ICPUSDT-30m,C3_w8q,PB,1.5,low,2197,-12.41,-5.41,-6.8,-3.9,0.137,False
ICPUSDT-30m,C6_w9dip,PB,1.5,low,1457,-12.21,-5.21,-7.5,-2.7,0.128,False
ICPUSDT-30m,CQ7_w78q,PB,1.5,low,955,-11.58,-4.58,-6.8,-2.1,0.197,False
ICPUSDT-30m,ALL,PB,1.5,mid,5813,-11.72,-4.72,-5.6,-3.8,0.078,False
ICPUSDT-30m,quiet,PB,1.5,mid,2445,-12.33,-5.33,-6.3,-4.4,0.071,False
ICPUSDT-30m,uwd78,PB,1.5,mid,2257,-12.1,-5.1,-6.5,-3.6,0.103,False
ICPUSDT-30m,uwd79,PB,1.5,mid,4012,-11.88,-4.88,-5.9,-3.8,0.093,False
ICPUSDT-30m,prevBear,PB,1.5,mid,2946,-11.17,-4.17,-5.4,-2.9,0.08,False
ICPUSDT-30m,smaBelow,PB,1.5,mid,2714,-12.2,-5.2,-6.3,-4.0,0.084,False
ICPUSDT-30m,C3_w8q,PB,1.5,mid,2197,-12.49,-5.49,-6.5,-4.4,0.066,False
ICPUSDT-30m,C6_w9dip,PB,1.5,mid,1457,-11.94,-4.94,-6.6,-3.1,0.069,False
ICPUSDT-30m,CQ7_w78q,PB,1.5,mid,955,-11.81,-4.81,-6.4,-3.0,0.099,False
ICPUSDT-30m,ALL,PB,1.5,NOSL,5813,1.58,8.58,2.8,14.4,0.846,True
ICPUSDT-30m,quiet,PB,1.5,NOSL,2445,4.0,11.0,2.7,18.5,0.891,True
ICPUSDT-30m,uwd78,PB,1.5,NOSL,2257,-7.9,-0.9,-10.6,9.2,0.851,False
ICPUSDT-30m,uwd79,PB,1.5,NOSL,4012,0.22,7.22,0.0,14.3,0.855,False
ICPUSDT-30m,prevBear,PB,1.5,NOSL,2946,3.06,10.06,1.7,18.0,0.855,True
ICPUSDT-30m,smaBelow,PB,1.5,NOSL,2714,9.6,16.6,9.0,24.1,0.868,True
ICPUSDT-30m,C3_w8q,PB,1.5,NOSL,2197,4.36,11.36,3.3,18.9,0.889,True
ICPUSDT-30m,C6_w9dip,PB,1.5,NOSL,1457,16.45,23.45,12.5,33.9,0.865,True
ICPUSDT-30m,CQ7_w78q,PB,1.5,NOSL,955,-5.48,1.52,-12.2,14.4,0.892,False
ICPUSDT-1h,ALL,MKT,1.0,low,3260,-29.64,-22.64,-26.1,-19.1,0.427,False
ICPUSDT-1h,quiet,MKT,1.0,low,1253,-31.98,-24.98,-29.2,-20.7,0.393,False
ICPUSDT-1h,uwd78,MKT,1.0,low,1302,-37.31,-30.31,-35.7,-24.8,0.466,False
ICPUSDT-1h,uwd79,MKT,1.0,low,2281,-33.02,-26.02,-30.1,-21.7,0.452,False
ICPUSDT-1h,prevBear,MKT,1.0,low,1608,-27.69,-20.69,-25.2,-16.0,0.446,False
ICPUSDT-1h,smaBelow,MKT,1.0,low,1490,-28.47,-21.47,-26.0,-17.1,0.44,False
ICPUSDT-1h,C3_w8q,MKT,1.0,low,1130,-31.5,-24.5,-28.9,-20.1,0.388,False
ICPUSDT-1h,C6_w9dip,MKT,1.0,low,748,-25.05,-18.05,-25.0,-11.4,0.406,False
ICPUSDT-1h,CQ7_w78q,MKT,1.0,low,498,-34.14,-27.14,-34.0,-20.4,0.442,False
ICPUSDT-1h,ALL,MKT,1.0,mid,3260,-29.79,-22.79,-26.1,-19.4,0.388,False
ICPUSDT-1h,quiet,MKT,1.0,mid,1253,-32.7,-25.7,-29.7,-21.7,0.348,False
ICPUSDT-1h,uwd78,MKT,1.0,mid,1302,-36.58,-29.58,-34.7,-24.3,0.425,False
ICPUSDT-1h,uwd79,MKT,1.0,mid,2281,-32.96,-25.96,-30.0,-22.0,0.409,False
ICPUSDT-1h,prevBear,MKT,1.0,mid,1608,-27.73,-20.73,-25.1,-16.2,0.408,False
ICPUSDT-1h,smaBelow,MKT,1.0,mid,1490,-28.73,-21.73,-26.0,-17.5,0.399,False
ICPUSDT-1h,C3_w8q,MKT,1.0,mid,1130,-31.92,-24.92,-29.3,-20.7,0.344,False
ICPUSDT-1h,C6_w9dip,MKT,1.0,mid,748,-26.3,-19.3,-25.8,-12.9,0.364,False
ICPUSDT-1h,CQ7_w78q,MKT,1.0,mid,498,-35.21,-28.21,-34.6,-21.9,0.392,False
ICPUSDT-1h,ALL,MKT,1.0,NOSL,3260,-11.35,-4.35,-12.8,3.9,0.904,False
ICPUSDT-1h,quiet,MKT,1.0,NOSL,1253,-14.31,-7.31,-19.7,4.0,0.924,False
ICPUSDT-1h,uwd78,MKT,1.0,NOSL,1302,-20.27,-13.27,-26.9,-0.0,0.915,False
ICPUSDT-1h,uwd79,MKT,1.0,NOSL,2281,-15.94,-8.94,-19.4,0.8,0.91,False
ICPUSDT-1h,prevBear,MKT,1.0,NOSL,1608,-7.56,-0.56,-11.9,11.1,0.91,False
ICPUSDT-1h,smaBelow,MKT,1.0,NOSL,1490,-13.69,-6.69,-19.9,5.7,0.913,False
ICPUSDT-1h,C3_w8q,MKT,1.0,NOSL,1130,-13.69,-6.69,-19.5,6.1,0.925,False
ICPUSDT-1h,C6_w9dip,MKT,1.0,NOSL,748,4.03,11.03,-6.2,26.9,0.916,False
ICPUSDT-1h,CQ7_w78q,MKT,1.0,NOSL,498,-21.1,-14.1,-33.5,4.2,0.934,False
ICPUSDT-1h,ALL,MKT,1.5,low,3260,-24.74,-17.74,-21.8,-13.7,0.381,False
ICPUSDT-1h,quiet,MKT,1.5,low,1253,-26.13,-19.13,-23.9,-14.4,0.358,False
ICPUSDT-1h,uwd78,MKT,1.5,low,1302,-33.66,-26.66,-33.0,-20.5,0.426,False
ICPUSDT-1h,uwd79,MKT,1.5,low,2281,-29.21,-22.21,-27.1,-17.5,0.407,False
ICPUSDT-1h,prevBear,MKT,1.5,low,1608,-22.38,-15.38,-20.7,-10.0,0.397,False
ICPUSDT-1h,smaBelow,MKT,1.5,low,1490,-22.41,-15.41,-20.6,-10.2,0.398,False
ICPUSDT-1h,C3_w8q,MKT,1.5,low,1130,-25.66,-18.66,-23.7,-13.7,0.353,False
ICPUSDT-1h,C6_w9dip,MKT,1.5,low,748,-19.54,-12.54,-20.4,-4.4,0.361,False
ICPUSDT-1h,CQ7_w78q,MKT,1.5,low,498,-28.84,-21.84,-29.3,-14.6,0.412,False
ICPUSDT-1h,ALL,MKT,1.5,mid,3260,-24.63,-17.63,-21.6,-13.8,0.349,False
ICPUSDT-1h,quiet,MKT,1.5,mid,1253,-26.9,-19.9,-24.5,-15.3,0.322,False
ICPUSDT-1h,uwd78,MKT,1.5,mid,1302,-32.79,-25.79,-31.9,-19.9,0.39,False
ICPUSDT-1h,uwd79,MKT,1.5,mid,2281,-28.75,-21.75,-26.2,-17.2,0.373,False
ICPUSDT-1h,prevBear,MKT,1.5,mid,1608,-22.59,-15.59,-20.6,-10.5,0.363,False
ICPUSDT-1h,smaBelow,MKT,1.5,mid,1490,-22.41,-15.41,-20.3,-10.4,0.362,False
ICPUSDT-1h,C3_w8q,MKT,1.5,mid,1130,-26.08,-19.08,-23.9,-14.4,0.318,False
ICPUSDT-1h,C6_w9dip,MKT,1.5,mid,748,-20.72,-13.72,-21.1,-5.9,0.324,False
ICPUSDT-1h,CQ7_w78q,MKT,1.5,mid,498,-30.4,-23.4,-30.7,-16.4,0.365,False
ICPUSDT-1h,ALL,MKT,1.5,NOSL,3260,-6.55,0.45,-9.4,9.9,0.864,False
ICPUSDT-1h,quiet,MKT,1.5,NOSL,1253,-5.41,1.59,-12.4,14.3,0.9,False
ICPUSDT-1h,uwd78,MKT,1.5,NOSL,1302,-17.63,-10.63,-26.1,4.2,0.882,False
ICPUSDT-1h,uwd79,MKT,1.5,NOSL,2281,-12.01,-5.01,-16.4,6.3,0.874,False
ICPUSDT-1h,prevBear,MKT,1.5,NOSL,1608,-4.66,2.34,-11.7,16.1,0.872,False
ICPUSDT-1h,smaBelow,MKT,1.5,NOSL,1490,-8.17,-1.17,-16.4,13.5,0.879,False
ICPUSDT-1h,C3_w8q,MKT,1.5,NOSL,1130,-5.22,1.78,-12.6,16.1,0.899,False
ICPUSDT-1h,C6_w9dip,MKT,1.5,NOSL,748,8.37,15.37,-5.6,35.1,0.874,False
ICPUSDT-1h,CQ7_w78q,MKT,1.5,NOSL,498,-14.78,-7.78,-29.6,13.3,0.916,False
ICPUSDT-1h,ALL,PB,1.0,low,2943,-11.89,-4.89,-7.0,-2.8,0.191,False
ICPUSDT-1h,quiet,PB,1.0,low,1164,-13.78,-6.78,-9.0,-4.3,0.182,False
ICPUSDT-1h,uwd78,PB,1.0,low,1141,-12.59,-5.59,-9.1,-2.0,0.227,False
ICPUSDT-1h,uwd79,PB,1.0,low,2029,-12.29,-5.29,-7.7,-2.5,0.214,False
ICPUSDT-1h,prevBear,PB,1.0,low,1452,-11.75,-4.75,-7.8,-1.6,0.196,False
ICPUSDT-1h,smaBelow,PB,1.0,low,1359,-13.79,-6.79,-9.5,-4.0,0.196,False
ICPUSDT-1h,C3_w8q,PB,1.0,low,1053,-14.37,-7.37,-9.8,-4.8,0.177,False
ICPUSDT-1h,C6_w9dip,PB,1.0,low,691,-12.06,-5.06,-8.8,-1.0,0.164,False
ICPUSDT-1h,CQ7_w78q,PB,1.0,low,457,-12.34,-5.34,-9.5,-1.1,0.236,False
ICPUSDT-1h,ALL,PB,1.0,mid,2943,-12.2,-5.2,-6.6,-3.7,0.105,False
ICPUSDT-1h,quiet,PB,1.0,mid,1164,-13.53,-6.53,-8.1,-4.9,0.096,False
ICPUSDT-1h,uwd78,PB,1.0,mid,1141,-13.77,-6.77,-9.1,-4.1,0.122,False
ICPUSDT-1h,uwd79,PB,1.0,mid,2029,-12.51,-5.51,-7.3,-3.5,0.118,False
ICPUSDT-1h,prevBear,PB,1.0,mid,1452,-11.68,-4.68,-6.8,-2.4,0.11,False
ICPUSDT-1h,smaBelow,PB,1.0,mid,1359,-13.36,-6.36,-8.2,-4.4,0.107,False
ICPUSDT-1h,C3_w8q,PB,1.0,mid,1053,-13.54,-6.54,-8.1,-4.8,0.095,False
ICPUSDT-1h,C6_w9dip,PB,1.0,mid,691,-11.72,-4.72,-7.4,-1.7,0.094,False
ICPUSDT-1h,CQ7_w78q,PB,1.0,mid,457,-14.15,-7.15,-10.0,-4.2,0.12,False
ICPUSDT-1h,ALL,PB,1.0,NOSL,2943,15.86,22.86,13.1,32.3,0.895,True
ICPUSDT-1h,quiet,PB,1.0,NOSL,1164,8.95,15.95,2.6,28.7,0.926,True
ICPUSDT-1h,uwd78,PB,1.0,NOSL,1141,14.97,21.97,5.8,36.4,0.903,True
ICPUSDT-1h,uwd79,PB,1.0,NOSL,2029,15.22,22.22,11.0,33.8,0.898,True
ICPUSDT-1h,prevBear,PB,1.0,NOSL,1452,18.04,25.04,11.9,37.8,0.897,True
ICPUSDT-1h,smaBelow,PB,1.0,NOSL,1359,9.2,16.2,1.5,30.5,0.908,True
ICPUSDT-1h,C3_w8q,PB,1.0,NOSL,1053,7.86,14.86,0.6,28.0,0.925,True
ICPUSDT-1h,C6_w9dip,PB,1.0,NOSL,691,23.34,30.34,12.3,47.8,0.909,True
ICPUSDT-1h,CQ7_w78q,PB,1.0,NOSL,457,9.04,16.04,-8.0,36.0,0.939,False
ICPUSDT-1h,ALL,PB,1.5,low,2943,-11.77,-4.77,-7.2,-2.3,0.156,False
ICPUSDT-1h,quiet,PB,1.5,low,1164,-12.47,-5.47,-8.2,-2.4,0.155,False
ICPUSDT-1h,uwd78,PB,1.5,low,1141,-13.67,-6.67,-10.6,-2.4,0.189,False
ICPUSDT-1h,uwd79,PB,1.5,low,2029,-12.38,-5.38,-8.2,-2.2,0.179,False
ICPUSDT-1h,prevBear,PB,1.5,low,1452,-12.1,-5.1,-8.8,-1.6,0.16,False
ICPUSDT-1h,smaBelow,PB,1.5,low,1359,-12.87,-5.87,-9.0,-2.6,0.168,False
ICPUSDT-1h,C3_w8q,PB,1.5,low,1053,-12.79,-5.79,-8.5,-2.6,0.151,False
ICPUSDT-1h,C6_w9dip,PB,1.5,low,691,-9.98,-2.98,-7.7,2.4,0.139,False
ICPUSDT-1h,CQ7_w78q,PB,1.5,low,457,-10.91,-3.91,-8.8,1.2,0.208,False
ICPUSDT-1h,ALL,PB,1.5,mid,2943,-11.75,-4.75,-6.4,-3.1,0.086,False
ICPUSDT-1h,quiet,PB,1.5,mid,1164,-12.26,-5.26,-7.2,-3.2,0.086,False
ICPUSDT-1h,uwd78,PB,1.5,mid,1141,-13.96,-6.96,-9.6,-4.2,0.101,False
ICPUSDT-1h,uwd79,PB,1.5,mid,2029,-12.08,-5.08,-7.2,-2.8,0.098,False
ICPUSDT-1h,prevBear,PB,1.5,mid,1452,-11.4,-4.4,-6.9,-1.8,0.09,False
ICPUSDT-1h,smaBelow,PB,1.5,mid,1359,-12.07,-5.07,-7.2,-2.7,0.094,False
ICPUSDT-1h,C3_w8q,PB,1.5,mid,1053,-12.12,-5.12,-7.1,-3.0,0.085,False
ICPUSDT-1h,C6_w9dip,PB,1.5,mid,691,-10.08,-3.08,-6.4,0.9,0.082,False
ICPUSDT-1h,CQ7_w78q,PB,1.5,mid,457,-13.12,-6.12,-9.4,-2.5,0.107,False
ICPUSDT-1h,ALL,PB,1.5,NOSL,2943,15.41,22.41,10.9,33.4,0.851,True
ICPUSDT-1h,quiet,PB,1.5,NOSL,1164,14.24,21.24,6.1,36.4,0.901,True
ICPUSDT-1h,uwd78,PB,1.5,NOSL,1141,15.51,22.51,5.6,39.3,0.869,True
ICPUSDT-1h,uwd79,PB,1.5,NOSL,2029,15.62,22.62,9.2,35.6,0.861,True
ICPUSDT-1h,prevBear,PB,1.5,NOSL,1452,12.79,19.79,2.5,34.8,0.852,True
ICPUSDT-1h,smaBelow,PB,1.5,NOSL,1359,8.68,15.68,-1.1,32.1,0.869,False
ICPUSDT-1h,C3_w8q,PB,1.5,NOSL,1053,12.91,19.91,3.4,35.3,0.899,True
ICPUSDT-1h,C6_w9dip,PB,1.5,NOSL,691,16.68,23.68,0.2,46.7,0.86,True
ICPUSDT-1h,CQ7_w78q,PB,1.5,NOSL,457,17.54,24.54,-0.1,45.3,0.921,False
ICPUSDT-4h,ALL,MKT,1.0,low,819,-46.83,-39.83,-52.3,-27.9,0.399,False
ICPUSDT-4h,quiet,MKT,1.0,low,317,-56.02,-49.02,-64.3,-32.7,0.375,False
ICPUSDT-4h,uwd78,MKT,1.0,low,327,-69.24,-62.24,-82.1,-41.1,0.416,False
ICPUSDT-4h,uwd79,MKT,1.0,low,573,-55.17,-48.17,-62.5,-33.1,0.414,False
ICPUSDT-4h,prevBear,MKT,1.0,low,385,-41.38,-34.38,-52.7,-16.0,0.418,False
ICPUSDT-4h,smaBelow,MKT,1.0,low,377,-56.31,-49.31,-66.9,-32.9,0.371,False
ICPUSDT-4h,C3_w8q,MKT,1.0,low,284,-60.48,-53.48,-69.6,-37.1,0.345,False
ICPUSDT-4h,C6_w9dip,MKT,1.0,low,199,-24.82,-17.82,-39.5,3.9,0.382,False
ICPUSDT-4h,CQ7_w78q,MKT,1.0,low,133,-70.16,-63.16,-92.1,-36.7,0.383,False
ICPUSDT-4h,ALL,MKT,1.0,mid,819,-47.2,-40.2,-52.0,-28.8,0.357,False
ICPUSDT-4h,quiet,MKT,1.0,mid,317,-55.21,-48.21,-62.9,-32.4,0.331,False
ICPUSDT-4h,uwd78,MKT,1.0,mid,327,-70.59,-63.59,-82.1,-43.7,0.364,False
ICPUSDT-4h,uwd79,MKT,1.0,mid,573,-56.65,-49.65,-63.4,-35.4,0.366,False
ICPUSDT-4h,prevBear,MKT,1.0,mid,385,-38.67,-31.67,-49.5,-14.2,0.382,False
ICPUSDT-4h,smaBelow,MKT,1.0,mid,377,-52.84,-45.84,-62.4,-30.1,0.334,False
ICPUSDT-4h,C3_w8q,MKT,1.0,mid,284,-57.82,-50.82,-66.0,-34.9,0.303,False
ICPUSDT-4h,C6_w9dip,MKT,1.0,mid,199,-20.7,-13.7,-34.7,7.5,0.357,False
ICPUSDT-4h,CQ7_w78q,MKT,1.0,mid,133,-72.38,-65.38,-92.6,-39.6,0.323,False
ICPUSDT-4h,ALL,MKT,1.0,NOSL,819,-52.71,-45.71,-83.2,-10.5,0.863,False
ICPUSDT-4h,quiet,MKT,1.0,NOSL,317,-66.39,-59.39,-115.1,-3.0,0.886,False
ICPUSDT-4h,uwd78,MKT,1.0,NOSL,327,-110.98,-103.98,-168.9,-43.7,0.853,False
