outcome,n,MAE_wick_P50,MAE_wick_P75,MAE_wick_P90,MAE_wick_P95,MAE_wick_P97.5,MAE_wick_P99,MAE_wick_P99.9
winner,1135,1.265,2.639,4.746,6.804,8.963,14.173,20.481
