symbol,tf,ts,ts_entry,bull_e,wick_pct,r_req,gap_trivial,win1,win2,win,exit_ret,day,year,hour
btcusdt,4h,1640995200000,1641009600000.0,True,0.29220390829937043,0.0027757229209446344,False,True,True,True,0.0027757229209446344,2022-01-01,2022,4
btcusdt,4h,1641009600000,1641024000000.0,True,0.7645345147646775,0.00726307789026448,False,False,False,False,0.0005150998850931288,2022-01-01,2022,8
btcusdt,4h,1641024000000,1641038400000.0,False,0.3207092044782073,0.012368177417461101,False,True,True,True,0.012368177417461101,2022-01-01,2022,12
btcusdt,4h,1641038400000,1641052800000.0,True,0.5762505972167129,0.005474380673558654,False,True,True,True,0.005474380673558654,2022-01-01,2022,16
btcusdt,4h,1641052800000,1641067200000.0,True,1.3202047421306387,0.012541731116913812,False,False,False,False,-6.7610695082542804e-06,2022-01-01,2022,20
btcusdt,4h,1641110400000,1641124800000.0,True,0.5587958209397531,0.005236416435695057,False,False,True,True,0.005236416435695057,2022-01-02,2022,12
btcusdt,4h,1641124800000,1641139200000.0,True,0.22502945154536663,0.0021377797896808826,False,True,True,True,0.0021377797896808826,2022-01-02,2022,16
btcusdt,4h,1641139200000,1641153600000.0,False,1.3846986250439135,0.02238127581267646,False,False,False,False,-0.002439046748644702,2022-01-02,2022,20
btcusdt,4h,1641153600000,1641168000000.0,True,0.3873436170991106,0.003679764362441551,False,False,False,False,-0.004965721485643337,2022-01-03,2022,0
btcusdt,4h,1641182400000,1641196800000.0,True,0.33945876602529085,0.0032250714963393268,False,True,True,True,0.0032250714963393268,2022-01-03,2022,8
btcusdt,4h,1641211200000,1641225600000.0,False,0.4111925762606961,0.018567062096945586,False,False,False,False,-0.005297103833001082,2022-01-03,2022,16
btcusdt,4h,1641225600000,1641240000000.0,False,0.2082829576611344,0.009170878090837276,False,False,False,False,-0.00099309728362873,2022-01-03,2022,20
btcusdt,4h,1641240000000,1641254400000.0,True,0.28170287709840824,0.0026761773324348592,False,False,True,True,0.0026761773324348592,2022-01-04,2022,0
btcusdt,4h,1641254400000,1641268800000.0,False,0.222589426041438,0.004967735430094988,False,True,True,True,0.004967735430094988,2022-01-04,2022,4
btcusdt,4h,1641297600000,1641312000000.0,True,1.3472249008265305,0.012798852389775073,False,False,False,False,-0.023299351693562453,2022-01-04,2022,16
btcusdt,4h,1641326400000,1641340800000.0,False,0.8202127726887786,0.012599578329643313,False,True,True,True,0.012599578329643313,2022-01-05,2022,0
btcusdt,4h,1641340800000,1641355200000.0,True,0.2723891729342681,0.002587481172946937,False,False,True,True,0.002587481172946937,2022-01-05,2022,4
btcusdt,4h,1641355200000,1641369600000.0,False,0.2258901630361158,0.0024704735225986596,False,True,True,True,0.0024704735225986596,2022-01-05,2022,8
btcusdt,4h,1641369600000,1641384000000.0,False,1.4317826352969756,0.016551943982191952,False,False,False,False,-0.03425622960385555,2022-01-05,2022,12
btcusdt,4h,1641384000000,1641398400000.0,True,0.4282049901624803,0.004067947406543482,False,False,False,False,-0.06802290652180398,2022-01-05,2022,16
btcusdt,4h,1641412800000,1641427200000.0,False,0.37297073746988324,0.03196111770600263,False,False,False,False,-0.00473842573520511,2022-01-06,2022,0
