hour,P_filled,hazard
0,0.17429906542056076,0.0
1,0.36853582554517134,-1.1143878462913315
2,0.4672897196261682,-0.2679628064243449
3,0.5294392523364486,-0.13300000000000006
4,0.5767912772585669,-0.08943807002059417
5,0.6068535825545172,-0.05211990278152861
6,0.6358255451713396,-0.04774127310061604
7,0.6598130841121496,-0.03772660460558548
8,0.676791277258567,-0.025731822474032134
9,0.6981308411214954,-0.03153049482163406
10,0.711214953271028,-0.01874163319946443
11,0.7235202492211839,-0.017301795882610705
12,0.7353582554517134,-0.01636167922497303
13,0.7445482866043613,-0.01249735225587794
14,0.7542056074766356,-0.012970711297071237
15,0.7661993769470405,-0.015902519619991732
16,0.7747663551401869,-0.011181134376905768
17,0.7834890965732088,-0.011258544431041503
18,0.7890965732087227,-0.0071570576540754905
19,0.7945482866043614,-0.006908803789972401
20,0.7987538940809968,-0.005293079788276732
21,0.8034267912772586,-0.005850234009360445
22,0.807632398753894,-0.005234587049243817
23,0.8121495327102803,-0.0055930568948891245
24,0.8171339563862928,-0.006137322593018824
25,0.8205607476635514,-0.004193671368661798
26,0.8250778816199377,-0.005504935459377394
27,0.8283489096573209,-0.00396450821219563
28,0.8303738317757009,-0.002444528018051839
29,0.832398753894081,-0.0024385668730070144
30,0.834423676012461,-0.0024326347305388624
31,0.8370716510903426,-0.003173417957812202
32,0.8394080996884735,-0.0027912169705992147
33,0.8425233644859813,-0.00371126368528484
34,0.8440809968847353,-0.0018487705675726304
35,0.8473520249221184,-0.0038752537368517324
36,0.8487538940809969,-0.0016544117647059023
37,0.8509345794392523,-0.002569278766746179
38,0.8524922118380063,-0.001830496064433527
39,0.8537383177570094,-0.0014617211766855213
40,0.8559190031152648,-0.002554278416347369
41,0.8587227414330219,-0.0032757051865332514
42,0.8616822429906542,-0.003446399419553737
43,0.8630841121495327,-0.0016268980477223622
44,0.8644859813084113,-0.0016242555495398136
45,0.866822429906542,-0.0027027027027026066
46,0.8680685358255452,-0.0014375561545373894
47,0.8700934579439252,-0.002332675399246309
48,0.8716510903426792,-0.0017901897601146361
49,0.8725856697819314,-0.0010721944245888776
50,0.8736760124610592,-0.0012495537308104823
51,0.8750778816199377,-0.0016045640934213064
52,0.8758566978193146,-0.0008899964400142083
53,0.8764797507788162,-0.0007113640405478011
54,0.8775700934579439,-0.001244002132575015
55,0.8781931464174455,-0.0007099751508697703
56,0.8791277258566979,-0.0010642071656615949
57,0.8797507788161993,-0.0007087172218284147
58,0.8803738317757009,-0.0007082152974504755
59,0.8813084112149533,-0.0010615711252654056
60,0.8819314641744548,-0.0007069635913749686
61,0.8827102803738318,-0.0008830801836807728
62,0.8834890965732087,-0.0008823010411151971
63,0.8844236760124611,-0.0010578279266572764
64,0.885202492211838,-0.000880591757661117
65,0.8856697819314642,-0.0005278901988386478
66,0.8876947040498442,-0.002286317270488864
67,0.8878504672897196,-0.00017546938059313032
68,0.8889408099688474,-0.001228070175438653
69,0.8894080996884736,-0.0005256702295426732
70,0.8898753894080997,-0.0005253940455341568
71,0.8904984423676012,-0.0007001575354454004
72,0.8914330218068536,-0.0010495014867937856
73,0.8917445482866043,-0.00034946706272930044
74,0.8923676012461059,-0.0006986899563319277
75,0.8926791277258567,-0.00034910106475821023
76,0.8929906542056075,-0.00034897923573556087
77,0.8931464174454828,-0.00017442874585723648
78,0.8939252336448598,-0.0008719916288803318
79,0.8945482866043614,-0.0006969855375501457
80,0.8954828660436137,-0.001044750130593779
81,0.8959501557632399,-0.0005218298834579989
82,0.8973520249221184,-0.0015646731571627448
83,0.8984423676012461,-0.0012150668286755092
84,0.8987538940809969,-0.00034674063800286045
85,0.8992211838006231,-0.0005199306759098849
86,0.9001557632398753,-0.0010393209769616074
87,0.9007788161993769,-0.0006921612735767928
88,0.9007788161993769,0.0
89,0.9010903426791277,-0.0003458412588621453
90,0.9015576323987539,-0.0005185825410544574
91,0.9023364485981309,-0.0008638562543193738
92,0.902803738317757,-0.0005178663904711416
93,0.903582554517134,-0.0008626639061422594
94,0.9038940809968847,-0.0003447681434235108
95,0.9043613707165109,-0.0005169739789763978
96,0.9046728971962616,-0.0003444712366517028
