row,feature,family,n0,n_defined,n_L,n_W,p_feat_L,p_feat_W,lift,delta_pp,p_two_prop,bh_sig,n_drop,n_keep,n_keep_pct,losers_dropped,winners_dropped,loser_cut_pct,winner_cut_pct,collateral,wr_keep,wr_delta_pp,net_keep,net_delta_bps,maxdd_keep,ci_lo_keep,ci_hi_keep,cut50,disc,notes
E4,hour_18_24,time,1470,1470,0,0,0.0,0.0,inf,0.0,1.0,False,0,1470,100.0,0,0,0.0,0.0,nan,77.2,-1.8,48.72,0.0,7.5,18.03,78.86,False,False,
E4,weekend,time,1470,1470,107,356,0.3194,0.3137,1.018,0.6,0.842287,False,463,1007,68.5,107,356,31.9,31.4,0.982,77.4,-1.6,51.45,2.74,4.2,16.96,85.42,False,False,
E4,event_red_and_range_expand,combo,1470,1466,52,74,0.1557,0.0654,2.382,9.0,0.0,True,126,1344,91.4,52,74,15.5,6.5,0.42,78.9,-0.0,51.13,2.41,5.6,22.75,79.23,False,True,
E4,event_red_and_above_ma20,combo,1470,1466,90,205,0.2695,0.1811,1.488,8.8,0.000401,True,295,1175,79.9,90,205,26.9,18.1,0.672,79.1,0.2,65.68,16.97,5.2,33.08,96.37,False,False,
E4,event_red_and_ma_bull,combo,1470,1463,99,263,0.2973,0.2327,1.277,6.5,0.016433,True,362,1108,75.4,99,263,29.6,23.2,0.784,78.7,-0.3,56.14,7.42,4.6,25.96,85.28,False,False,
E4,rvol_ge_2_and_ma_bull,combo,1470,1463,25,67,0.0751,0.0593,1.266,1.6,0.297085,False,92,1378,93.7,25,67,7.5,5.9,0.791,77.5,-1.5,43.49,-5.22,6.4,12.78,72.66,False,False,
E4,rvol_ge_2_and_range_expand,combo,1470,1466,44,108,0.1317,0.0954,1.381,3.6,0.055637,False,152,1318,89.7,44,108,13.1,9.5,0.724,77.9,-1.1,41.35,-7.37,5.7,10.23,69.74,False,False,
E4,rvol_top_q_and_ma_bull,combo,1470,1463,175,659,0.5255,0.5832,0.901,-5.8,0.061777,False,834,636,43.3,175,659,52.2,58.1,1.111,74.8,-4.1,26.25,-22.46,4.9,-17.31,68.81,False,False,
E4,rg_and_low_volume,combo,1470,1466,3,11,0.009,0.0097,0.924,-0.1,0.903363,False,14,1456,99.0,3,11,0.9,1.0,1.082,77.2,-1.8,49.83,1.11,6.9,20.56,78.94,False,False,
E4,doji_and_high_volume,combo,1470,1466,10,15,0.0299,0.0133,2.259,1.7,0.03844,False,25,1445,98.3,10,15,3.0,1.3,0.443,77.5,-1.5,53.73,5.01,6.2,23.89,82.36,False,False,
E4,event_green_and_low_volume,combo,1470,1466,5,46,0.015,0.0406,0.368,-2.6,0.02449,False,51,1419,96.5,5,46,1.5,4.1,2.715,76.7,-2.2,48.9,0.18,6.6,18.09,79.66,False,False,
