checkpoint_h,tercile,n,P_tp_pct
6,1,531,68.0
6,2,531,86.4
6,3,532,99.2
12,1,531,66.1
12,2,531,87.9
12,3,532,99.6
24,1,531,64.8
24,2,531,89.3
24,3,532,99.6
48,1,531,61.8
48,2,531,91.9
48,3,532,100.0
72,1,531,61.4
72,2,531,92.5
72,3,532,99.8
96,1,531,62.9
96,2,531,91.0
96,3,532,99.8
