checkpoint_h,tercile,n,P_tp_pct
6,1,1256,84.6
6,2,1256,97.2
6,3,1256,99.8
12,1,1256,84.8
12,2,1256,96.8
12,3,1256,99.9
24,1,1256,83.4
24,2,1256,98.2
24,3,1256,99.9
48,1,1256,83.1
48,2,1256,98.4
48,3,1256,100.0
72,1,1256,83.0
72,2,1256,98.6
72,3,1256,100.0
96,1,1256,82.6
96,2,1256,98.9
96,3,1256,100.0
