checkpoint_h,tercile,n,P_tp_pct
6,1,485,85.4
6,2,485,97.1
6,3,485,100.0
12,1,485,85.6
12,2,485,96.9
12,3,485,100.0
24,1,485,84.1
24,2,485,98.4
24,3,485,100.0
48,1,485,84.9
48,2,485,97.5
48,3,485,100.0
72,1,485,84.3
72,2,485,98.1
72,3,485,100.0
96,1,485,84.5
96,2,485,97.9
96,3,485,100.0
