checkpoint_h,tercile,n,P_tp_pct
6,1,106,64.2
6,2,106,77.4
6,3,106,92.5
12,1,106,61.3
12,2,106,76.4
12,3,106,96.2
24,1,106,54.7
24,2,106,82.1
24,3,106,97.2
48,1,106,54.7
48,2,106,81.1
48,3,106,98.1
72,1,106,49.1
72,2,106,86.8
72,3,106,98.1
96,1,106,50.0
96,2,106,85.8
96,3,106,98.1
