checkpoint_h,tercile,n,P_tp_pct
6,1,490,59.8
6,2,490,76.1
6,3,490,95.7
12,1,490,57.6
12,2,490,76.1
12,3,490,98.0
24,1,490,53.5
24,2,490,79.6
24,3,490,98.6
48,1,490,48.2
48,2,490,83.9
48,3,490,99.6
72,1,490,48.6
72,2,490,83.5
72,3,490,99.6
96,1,490,48.8
96,2,490,83.9
96,3,490,99.0
