checkpoint_h,tercile,n,P_tp_pct
6,1,1845,74.7
6,2,1845,90.5
6,3,1845,99.6
12,1,1845,73.7
12,2,1845,91.3
12,3,1845,99.8
24,1,1845,71.7
24,2,1845,93.3
24,3,1845,99.9
48,1,1845,70.2
48,2,1845,94.6
48,3,1845,100.0
72,1,1845,70.8
72,2,1845,94.0
72,3,1845,100.0
96,1,1845,71.1
96,2,1845,93.7
96,3,1845,100.0
