checkpoint_h,tercile,n,P_tp_pct
6,1,1317,66.7
6,2,1317,81.7
6,3,1317,98.5
12,1,1317,64.5
12,2,1317,83.4
12,3,1317,98.9
24,1,1317,62.3
24,2,1317,85.3
24,3,1317,99.2
48,1,1317,61.0
48,2,1317,86.3
48,3,1317,99.5
72,1,1317,61.1
72,2,1317,86.0
72,3,1317,99.7
96,1,1317,63.1
96,2,1317,84.2
96,3,1317,99.5
