checkpoint_h,tercile,n,P_tp_pct
6,1,3708,79.5
6,2,3707,91.9
6,3,3708,99.6
12,1,3708,77.9
12,2,3707,93.4
12,3,3708,99.7
24,1,3708,76.6
24,2,3707,94.5
24,3,3708,99.9
48,1,3708,75.9
48,2,3707,95.2
48,3,3708,100.0
72,1,3708,76.2
72,2,3707,94.8
72,3,3708,100.0
96,1,3708,76.8
96,2,3707,94.3
96,3,3708,100.0
