checkpoint_h,tercile,n,P_tp_pct
6,1,972,63.1
6,2,971,80.3
6,3,972,98.4
12,1,972,60.7
12,2,971,82.0
12,3,972,99.1
24,1,972,58.1
24,2,971,84.3
24,3,972,99.3
48,1,972,56.0
48,2,971,86.1
48,3,972,99.7
72,1,972,56.6
72,2,971,85.5
72,3,972,99.7
96,1,972,58.1
96,2,971,84.3
96,3,972,99.3
