checkpoint_h,tercile,n,P_tp_pct
6,1,269,68.8
6,2,269,83.3
6,3,270,95.2
12,1,269,66.5
12,2,269,82.5
12,3,270,98.1
24,1,269,61.3
24,2,269,88.1
24,3,270,97.8
48,1,269,63.2
48,2,269,85.5
48,3,270,98.5
72,1,269,61.7
72,2,269,86.6
72,3,270,98.9
96,1,269,61.0
96,2,269,87.4
96,3,270,98.9
