outcome,n,MAE_wick_P50,MAE_wick_P75,MAE_wick_P90,MAE_wick_P95,MAE_wick_P97.5,MAE_wick_P99,MAE_wick_P99.9
winner,4886,1.478,3.752,7.416,11.047,15.214,22.118,45.806
