checkpoint_h,tercile,n,P_tp_pct
6,1,438,79.0
6,2,437,93.8
6,3,438,99.8
12,1,438,79.9
12,2,437,93.4
12,3,438,99.3
24,1,438,77.4
24,2,437,95.4
24,3,438,99.8
48,1,438,76.5
48,2,437,96.1
48,3,438,100.0
72,1,438,76.7
72,2,437,95.9
72,3,438,100.0
96,1,438,74.2
96,2,437,98.4
96,3,438,100.0
