outcome,n,MAE_wick_P50,MAE_wick_P75,MAE_wick_P90,MAE_wick_P95,MAE_wick_P97.5,MAE_wick_P99,MAE_wick_P99.9
loser,190,25.966,50.076,75.988,110.221,171.316,251.799,277.06
