checkpoint_h,tercile,n,P_tp_pct
6,1,136,72.8
6,2,135,93.3
6,3,136,97.8
12,1,136,75.7
12,2,135,88.9
12,3,136,99.3
24,1,136,72.1
24,2,135,92.6
24,3,136,99.3
48,1,136,68.4
48,2,135,95.6
48,3,136,100.0
72,1,136,67.6
72,2,135,97.0
72,3,136,99.3
96,1,136,65.4
96,2,135,99.3
96,3,136,99.3
