checkpoint_h,tercile,n,P_tp_pct
6,1,807,82.3
6,2,807,94.5
6,3,807,99.6
12,1,807,81.7
12,2,807,95.4
12,3,807,99.4
24,1,807,80.3
24,2,807,96.4
24,3,807,99.8
48,1,807,79.9
48,2,807,96.5
48,3,807,100.0
72,1,807,79.8
72,2,807,96.7
72,3,807,100.0
96,1,807,79.2
96,2,807,97.3
96,3,807,100.0
