outcome,n,MAE_wick_P50,MAE_wick_P75,MAE_wick_P90,MAE_wick_P95,MAE_wick_P97.5,MAE_wick_P99,MAE_wick_P99.9
winner,3536,1.927,5.123,11.935,18.26,28.148,44.642,76.13
